Attaching 12 probes...
Tracing latency of network stack funtions. Hit Ctrl-C to end.
@q1[openssl]: count 673, average 2186, total 1471195
@q5[kworker/169:1]: count 323, average 530, total 171210

@uc: count 1967, average 6235, total 12265556

@q1[openssl]: count 1411, average 2165, total 3055387
@q1[ksoftirqd/169]: count 153, average 2814, total 430582

@q2[openssl]: count 1801, average 623, total 1123667
@q2[ksoftirqd/169]: count 168, average 657, total 110492
@q2[kworker/169:1]: count 1, average 35938, total 35938


@q4[openssl]: count 35741, average 960, total 34321816
@q4[ksoftirqd/169]: count 1544, average 967, total 1493551
@q4[kworker/169:1]: count 14, average 3521, total 49301

@q5[ksoftirqd/169]: count 11703, average 430, total 5040060
@q5[openssl]: count 277281, average 431, total 119780065
@q5[kworker/169:1]: count 110, average 736, total 81035

@uc: count 1989, average 6777, total 13480965

@q1[openssl]: count 1415, average 2199, total 3111920
@q1[ksoftirqd/169]: count 166, average 2724, total 452348

@q2[openssl]: count 1782, average 617, total 1101178
@q2[ksoftirqd/169]: count 177, average 665, total 117720


@q4[ksoftirqd/169]: count 1350, average 955, total 1290145
@q4[openssl]: count 35930, average 960, total 34514306

@q5[ksoftirqd/169]: count 10141, average 432, total 4389810
@q5[openssl]: count 278885, average 432, total 120482449

@uc: count 1960, average 6134, total 12023210

@q1[openssl]: count 1487, average 2202, total 3274677
@q1[ksoftirqd/169]: count 141, average 2747, total 387451

@q2[openssl]: count 1797, average 611, total 1099697
@q2[ksoftirqd/169]: count 171, average 852, total 145748


@q4[openssl]: count 35802, average 967, total 34650129
@q4[ksoftirqd/169]: count 1511, average 972, total 1469152

@q5[ksoftirqd/169]: count 11446, average 432, total 4955447
@q5[openssl]: count 277666, average 432, total 120158670

@uc: count 2422, average 6927, total 16778240

@q1[openssl]: count 1470, average 2244, total 3298969
@q1[ksoftirqd/169]: count 150, average 2689, total 403399

@q2[openssl]: count 1779, average 601, total 1070039
@q2[ksoftirqd/169]: count 178, average 841, total 149785


@q4[openssl]: count 35970, average 963, total 34647098
@q4[ksoftirqd/169]: count 1339, average 974, total 1305407

@q5[ksoftirqd/169]: count 10051, average 431, total 4335387
@q5[openssl]: count 279185, average 432, total 120635889

@uc: count 3024, average 14158, total 42814241

@q1[openssl]: count 1452, average 2184, total 3171216
@q1[ksoftirqd/169]: count 150, average 2629, total 394434

@q2[openssl]: count 1799, average 618, total 1112379
@q2[ksoftirqd/169]: count 168, average 651, total 109387


@q4[ksoftirqd/169]: count 1339, average 954, total 1277664
@q4[openssl]: count 35957, average 961, total 34576406

@q5[ksoftirqd/169]: count 10052, average 431, total 4338510
@q5[openssl]: count 278915, average 432, total 120563747

@uc: count 2080, average 6600, total 13728452

@q1[openssl]: count 1378, average 2230, total 3073430
@q1[ksoftirqd/169]: count 167, average 2534, total 423318

@q2[openssl]: count 1785, average 622, total 1110396
@q2[ksoftirqd/169]: count 183, average 653, total 119582


@q4[ksoftirqd/169]: count 1450, average 956, total 1386350
@q4[openssl]: count 35829, average 962, total 34471968

@q5[ksoftirqd/169]: count 10888, average 430, total 4692666
@q5[openssl]: count 278252, average 432, total 120233231

@uc: count 2043, average 6818, total 13930405

@q1[openssl]: count 1397, average 2183, total 3050911
@q1[ksoftirqd/169]: count 160, average 2646, total 423505

@q2[openssl]: count 1793, average 619, total 1111539
@q2[ksoftirqd/169]: count 177, average 654, total 115926


@q4[ksoftirqd/169]: count 1355, average 958, total 1299336
@q4[openssl]: count 35937, average 959, total 34487167

@q5[ksoftirqd/169]: count 10161, average 431, total 4384196
@q5[openssl]: count 278883, average 431, total 120458348

@uc: count 2347, average 6246, total 14660366

@q1[openssl]: count 1392, average 2167, total 3016629
@q1[ksoftirqd/169]: count 172, average 2665, total 458546

@q2[openssl]: count 1798, average 604, total 1087753
@q2[ksoftirqd/169]: count 188, average 829, total 156037


@q4[openssl]: count 35901, average 960, total 34482231
@q4[ksoftirqd/169]: count 1396, average 963, total 1344524

@q5[ksoftirqd/169]: count 10495, average 431, total 4523499
@q5[openssl]: count 278631, average 431, total 120308633

@uc: count 1925, average 6349, total 12222290

@q1[openssl]: count 668, average 2175, total 1453372
@q1[swapper/169]: count 205, average 2600, total 533039
@q1[ksoftirqd/169]: count 202, average 3572, total 721577
@q1[kworker/169:1]: count 1, average 14397, total 14397

@q2[openssl]: count 834, average 606, total 505438
@q2[swapper/169]: count 266, average 833, total 221638
@q2[ksoftirqd/169]: count 251, average 1011, total 253782
@q2[kworker/169:1]: count 2, average 10099, total 20198
@q2[iperf]: count 3, average 12113, total 36339


@q4[openssl]: count 17193, average 964, total 16575682
@q4[swapper/169]: count 12311, average 1403, total 17282654
@q4[ksoftirqd/169]: count 7366, average 1537, total 11327969
@q4[kworker/169:1]: count 35, average 2083, total 72927
@q4[iperf]: count 39, average 2395, total 93412

@q5[openssl]: count 133493, average 431, total 57617693
@q5[swapper/169]: count 97091, average 609, total 59217550
@q5[ksoftirqd/169]: count 58007, average 671, total 38945116
@q5[kworker/169:1]: count 276, average 771, total 213028
@q5[iperf]: count 307, average 803, total 246750

@uc: count 15686, average 2641, total 41429520
