Attaching 12 probes...
Tracing latency of network stack funtions. Hit Ctrl-C to end.
@q1[openssl]: count 628, average 2693, total 1691263
@q4[ksoftirqd/169]: count 17956, average 1288, total 23141972

@q5[ksoftirqd/169]: count 142799, average 438, total 62557062

@uc: count 6384, average 4938, total 31530400




@q4[ksoftirqd/169]: count 17613, average 1284, total 22620207

@q5[ksoftirqd/169]: count 140136, average 438, total 61497143

@uc: count 7812, average 6672, total 52127340




@q4[ksoftirqd/169]: count 17888, average 1271, total 22752809

@q5[ksoftirqd/169]: count 142307, average 436, total 62187829

@uc: count 8191, average 2772, total 22708764




@q4[ksoftirqd/169]: count 17622, average 1302, total 22951602

@q5[ksoftirqd/169]: count 140143, average 438, total 61452882

@uc: count 8683, average 2649, total 23005257




@q4[ksoftirqd/169]: count 17840, average 1270, total 22662772

@q5[ksoftirqd/169]: count 141886, average 438, total 62164884

@uc: count 9749, average 2532, total 24691954




@q4[ksoftirqd/169]: count 18120, average 1264, total 22916735

@q5[ksoftirqd/169]: count 144112, average 436, total 62877792

@uc: count 11939, average 2151, total 25689384




@q4[ksoftirqd/169]: count 17960, average 1227, total 22043851

@q5[ksoftirqd/169]: count 142840, average 436, total 62368215

@uc: count 13861, average 1910, total 26475588




@q4[ksoftirqd/169]: count 17976, average 1262, total 22693430

@q5[ksoftirqd/169]: count 142967, average 440, total 62980610

@uc: count 9805, average 2249, total 22059202




@q4[ksoftirqd/169]: count 17826, average 1282, total 22858282

@q5[ksoftirqd/169]: count 141835, average 440, total 62545212

@uc: count 8643, average 2696, total 23302088




@q4[ksoftirqd/169]: count 17435, average 1259, total 21961227

@q5[ksoftirqd/169]: count 138715, average 889, total 123318356

@uc: count 8475, average 2833, total 24010497




@q4[ksoftirqd/169]: count 17853, average 1299, total 23193275

@q5[ksoftirqd/169]: count 141974, average 436, total 61987483

@uc: count 9362, average 2684, total 25127931




@q4[ksoftirqd/169]: count 17799, average 1261, total 22451054

@q5[ksoftirqd/169]: count 141623, average 437, total 62027161

@uc: count 8994, average 5092, total 45797596




@q4[ksoftirqd/169]: count 17525, average 1283, total 22493276

@q5[ksoftirqd/169]: count 139436, average 437, total 61065217

@uc: count 7873, average 2828, total 22266265




@q4[ksoftirqd/169]: count 17573, average 1264, total 22223261

@q5[ksoftirqd/169]: count 139746, average 436, total 61028069

@uc: count 9038, average 2686, total 24276526




@q4[ksoftirqd/169]: count 17705, average 1274, total 22559849

@q5[ksoftirqd/169]: count 140875, average 435, total 61380675

@uc: count 8806, average 2704, total 23814722




@q4[ksoftirqd/169]: count 18031, average 1251, total 22571986

@q5[ksoftirqd/169]: count 143453, average 435, total 62500815

@uc: count 9162, average 2380, total 21806920




@q4[ksoftirqd/169]: count 17600, average 1277, total 22489407

@q5[ksoftirqd/169]: count 140025, average 438, total 61336900

@uc: count 8462, average 2646, total 22391354




@q4[ksoftirqd/169]: count 17794, average 1286, total 22887862

@q5[ksoftirqd/169]: count 141510, average 443, total 62780067

@uc: count 8959, average 2898, total 25969168




@q4[ksoftirqd/169]: count 17647, average 1279, total 22581550

@q5[ksoftirqd/169]: count 140414, average 438, total 61627366

@uc: count 8150, average 3140, total 25593455




@q4[ksoftirqd/169]: count 17610, average 1271, total 22388399

@q5[ksoftirqd/169]: count 140040, average 437, total 61305785

@uc: count 9093, average 2517, total 22887352




@q4[ksoftirqd/169]: count 17912, average 1264, total 22652846

@q5[ksoftirqd/169]: count 142458, average 438, total 62464605

@uc: count 9253, average 2412, total 22321865




@q4[ksoftirqd/169]: count 17719, average 1288, total 22833791

@q5[ksoftirqd/169]: count 140987, average 441, total 62187778

@uc: count 8610, average 2699, total 23242380




@q4[ksoftirqd/169]: count 17634, average 1273, total 22450206

@q5[ksoftirqd/169]: count 140199, average 439, total 61580835

@uc: count 9550, average 3495, total 33385449




@q4[ksoftirqd/169]: count 17848, average 1270, total 22673289

@q5[ksoftirqd/169]: count 141949, average 439, total 62378477

@uc: count 9425, average 2620, total 24697478




@q4[ksoftirqd/169]: count 17696, average 1258, total 22276328

@q5[ksoftirqd/169]: count 140804, average 439, total 61881385

@uc: count 9580, average 2911, total 27895619




@q4[ksoftirqd/169]: count 17865, average 1274, total 22774077

@q5[ksoftirqd/169]: count 142068, average 439, total 62440239

@uc: count 9329, average 3034, total 28312895




@q4[ksoftirqd/169]: count 17696, average 1286, total 22759939

@q5[ksoftirqd/169]: count 140740, average 439, total 61824687

@uc: count 10231, average 2375, total 24306638




@q4[ksoftirqd/169]: count 17832, average 1290, total 23004733

@q5[ksoftirqd/169]: count 141822, average 439, total 62382538

@uc: count 6764, average 2860, total 19350357




@q4[ksoftirqd/169]: count 17776, average 1270, total 22586475

@q5[ksoftirqd/169]: count 141376, average 438, total 61940279

@uc: count 7695, average 2948, total 22686916




@q4[ksoftirqd/169]: count 17772, average 1295, total 23030390

@q5[ksoftirqd/169]: count 141400, average 439, total 62138788

@uc: count 6787, average 2976, total 20204096




@q4[ksoftirqd/169]: count 17797, average 1275, total 22692180

@q5[ksoftirqd/169]: count 141536, average 436, total 61790012

@uc: count 6833, average 3107, total 21233410




@q4[ksoftirqd/169]: count 17752, average 1277, total 22669736

@q5[ksoftirqd/169]: count 141185, average 442, total 62410124

@uc: count 6798, average 2859, total 19439538




@q4[ksoftirqd/169]: count 17742, average 1285, total 22815682

@q5[ksoftirqd/169]: count 141167, average 440, total 62199252

@uc: count 6381, average 2638, total 16835214




@q4[ksoftirqd/169]: count 17889, average 1291, total 23111693

@q5[ksoftirqd/169]: count 142320, average 438, total 62382617

@uc: count 7053, average 3187, total 22483133




@q4[ksoftirqd/169]: count 17861, average 1310, total 23403012

@q5[ksoftirqd/169]: count 142100, average 439, total 62517735

@uc: count 7198, average 3132, total 22550640




@q4[ksoftirqd/169]: count 17996, average 1282, total 23072566

@q5[ksoftirqd/169]: count 143174, average 437, total 62683413

@uc: count 6730, average 6179, total 41589117




@q4[ksoftirqd/169]: count 17825, average 1272, total 22676015

@q5[ksoftirqd/169]: count 141821, average 437, total 62049436

@uc: count 6503, average 2990, total 19444036




@q4[ksoftirqd/169]: count 17780, average 1261, total 22430123

@q5[ksoftirqd/169]: count 141392, average 438, total 62051947

@uc: count 8362, average 2847, total 23813602
