Attaching 12 probes...
Tracing latency of network stack funtions. Hit Ctrl-C to end.
@q1[openssl]: count 108, average 1636, total 176775
@q2[ksoftirqd/169]: count 57, average 794, total 45267


@q4[openssl]: count 18056, average 947, total 17101401
@q4[ksoftirqd/169]: count 139, average 961, total 133585

@q5[openssl]: count 135135, average 430, total 58151783
@q5[ksoftirqd/169]: count 894, average 439, total 392640

@uc: count 2526, average 5476, total 13832663

@q1[openssl]: count 381, average 1281, total 488425
@q1[ksoftirqd/169]: count 19, average 2141, total 40683
@q1[kworker/169:2]: count 1, average 15078, total 15078

@q2[openssl]: count 1947, average 575, total 1121121
@q2[ksoftirqd/169]: count 62, average 713, total 44233
@q2[kworker/169:2]: count 3, average 3033, total 9099


@q4[openssl]: count 17995, average 947, total 17054089
@q4[ksoftirqd/169]: count 174, average 977, total 170017
@q4[kworker/169:2]: count 24, average 1274, total 30579

@q5[openssl]: count 134707, average 430, total 58016746
@q5[ksoftirqd/169]: count 1165, average 434, total 506570
@q5[kworker/169:2]: count 176, average 503, total 88677

@uc: count 2889, average 13863, total 40053012

@q1[openssl]: count 385, average 1346, total 518581
@q1[ksoftirqd/169]: count 16, average 1852, total 29647

@q2[openssl]: count 1955, average 585, total 1143740
@q2[ksoftirqd/169]: count 60, average 775, total 46519
@q2[kworker/169:2]: count 1, average 14537, total 14537


@q4[openssl]: count 18022, average 953, total 17175547
@q4[ksoftirqd/169]: count 149, average 956, total 142584
@q4[kworker/169:2]: count 13, average 3696, total 48060

@q5[openssl]: count 134985, average 431, total 58201418
@q5[ksoftirqd/169]: count 977, average 441, total 431213
@q5[kworker/169:2]: count 98, average 738, total 72337

@uc: count 2390, average 6026, total 14403860

@q1[openssl]: count 387, average 1405, total 543790
@q1[ksoftirqd/169]: count 15, average 1908, total 28634

@q2[openssl]: count 1952, average 581, total 1135533
@q2[ksoftirqd/169]: count 60, average 751, total 45104


@q4[openssl]: count 17992, average 947, total 17044192
@q4[ksoftirqd/169]: count 161, average 988, total 159072

@q5[openssl]: count 134970, average 430, total 58078272
@q5[ksoftirqd/169]: count 1098, average 438, total 481764

@uc: count 2690, average 6270, total 16866636

@q1[openssl]: count 385, average 1389, total 535022
@q1[ksoftirqd/169]: count 15, average 1907, total 28613

@q2[openssl]: count 1955, average 593, total 1160146
@q2[ksoftirqd/169]: count 55, average 720, total 39644


@q4[openssl]: count 18011, average 947, total 17073156
@q4[ksoftirqd/169]: count 140, average 955, total 133700

@q5[openssl]: count 135102, average 430, total 58153875
@q5[ksoftirqd/169]: count 926, average 441, total 408798

@uc: count 2495, average 6592, total 16449465

@q1[openssl]: count 362, average 1305, total 472533
@q1[ksoftirqd/169]: count 18, average 2393, total 43082
@q1[swapper/169]: count 20, average 3193, total 63874
@q1[iperf]: count 1, average 13115, total 13115

@q2[openssl]: count 1838, average 581, total 1068292
@q2[ksoftirqd/169]: count 62, average 750, total 46545
@q2[swapper/169]: count 94, average 1071, total 100700
@q2[iperf]: count 1, average 11342, total 11342


@q4[openssl]: count 16915, average 950, total 16069476
@q4[ksoftirqd/169]: count 167, average 1040, total 173680
@q4[swapper/169]: count 1079, average 1575, total 1699864
@q4[kworker/169:2]: count 11, average 1744, total 19187
@q4[iperf]: count 1, average 16672, total 16672

@q5[openssl]: count 126631, average 431, total 54599651
@q5[ksoftirqd/169]: count 1110, average 492, total 546603
@q5[kworker/169:2]: count 88, average 537, total 47279
@q5[swapper/169]: count 8223, average 679, total 5590836
@q5[iperf]: count 3, average 5099, total 15298

@uc: count 3322, average 4923, total 16354372
