Attaching 12 probes...
Tracing latency of network stack funtions. Hit Ctrl-C to end.
@q1[openssl]: count 506, average 2599, total 1315346
@q5[openssl]: count 320776, average 432, total 138666148

@uc: count 2528, average 5938, total 15013272

@q1[openssl]: count 1024, average 2495, total 2555440
@q1[ksoftirqd/169]: count 166, average 2619, total 434768

@q2[openssl]: count 1609, average 641, total 1032371
@q2[ksoftirqd/169]: count 247, average 667, total 164830


@q4[openssl]: count 40766, average 960, total 39149729
@q4[ksoftirqd/169]: count 2529, average 969, total 2450940

@q5[ksoftirqd/169]: count 19362, average 431, total 8348131
@q5[openssl]: count 319448, average 432, total 138117072

@uc: count 2653, average 6748, total 17904730

@q1[openssl]: count 1033, average 2458, total 2539184
@q1[ksoftirqd/169]: count 144, average 2789, total 401724

@q2[openssl]: count 1646, average 639, total 1052056
@q2[ksoftirqd/169]: count 216, average 691, total 149401


@q4[openssl]: count 40754, average 961, total 39179251
@q4[ksoftirqd/169]: count 2485, average 986, total 2451546

@q5[ksoftirqd/169]: count 19192, average 431, total 8286991
@q5[openssl]: count 319237, average 432, total 137951733

@uc: count 2505, average 12247, total 30680222

@q1[openssl]: count 1201, average 2636, total 3166605
@q1[ksoftirqd/169]: count 169, average 2735, total 462302

@q2[openssl]: count 1661, average 645, total 1072782
@q2[ksoftirqd/169]: count 246, average 667, total 164141


@q4[openssl]: count 41157, average 960, total 39525199
@q4[ksoftirqd/169]: count 2716, average 971, total 2637692

@q5[openssl]: count 322394, average 432, total 139385847
@q5[ksoftirqd/169]: count 20910, average 434, total 9075390

@uc: count 2693, average 10296, total 27727835

@q1[openssl]: count 1241, average 2646, total 3284629
@q1[ksoftirqd/169]: count 168, average 2750, total 462029

@q2[openssl]: count 1655, average 645, total 1068025
@q2[ksoftirqd/169]: count 246, average 671, total 165129


@q4[ksoftirqd/169]: count 2616, average 961, total 2516320
@q4[openssl]: count 41282, average 964, total 39822900

@q5[openssl]: count 323389, average 432, total 139982871
@q5[ksoftirqd/169]: count 20187, average 433, total 8746872

@uc: count 2741, average 6548, total 17950650

@q1[openssl]: count 1233, average 2665, total 3287172
@q1[ksoftirqd/169]: count 175, average 2744, total 480250

@q2[openssl]: count 1625, average 636, total 1034953
@q2[ksoftirqd/169]: count 265, average 718, total 190475


@q4[openssl]: count 41414, average 961, total 39809429
@q4[ksoftirqd/169]: count 2709, average 985, total 2670212

@q5[openssl]: count 324576, average 432, total 140302605
@q5[ksoftirqd/169]: count 20806, average 434, total 9037044

@uc: count 2945, average 5456, total 16070667

@q1[openssl]: count 870, average 2635, total 2292585
@q1[ksoftirqd/169]: count 168, average 2759, total 463572
@q1[swapper/169]: count 172, average 2860, total 492046
@q1[kworker/169:2]: count 5, average 5674, total 28374

@q2[openssl]: count 1155, average 650, total 751780
@q2[ksoftirqd/169]: count 243, average 681, total 165714
@q2[swapper/169]: count 254, average 731, total 185777
@q2[kworker/169:2]: count 6, average 2760, total 16561


@q4[openssl]: count 29444, average 961, total 28304184
@q4[swapper/169]: count 6102, average 1037, total 6333294
@q4[ksoftirqd/169]: count 8350, average 1341, total 11201590
@q4[kworker/169:2]: count 18, average 2654, total 47780
@q4[kworker/169:0]: count 1, average 10459, total 10459

@q5[openssl]: count 230730, average 432, total 99717734
@q5[swapper/169]: count 47872, average 465, total 22274506
@q5[ksoftirqd/169]: count 65734, average 597, total 39267722
@q5[kworker/169:2]: count 128, average 625, total 80113
@q5[kworker/169:0]: count 8, average 1095, total 8766

@uc: count 11830, average 3664, total 43350679
