Attaching 12 probes...
Tracing latency of network stack funtions. Hit Ctrl-C to end.
@q1[openssl]: count 231, average 1541, total 356008
@q4[openssl]: count 15388, average 965, total 14861572
@q4[ksoftirqd/169]: count 71, average 1017, total 72247
@q4[kworker/169:11]: count 1, average 9948, total 9948

@q5[openssl]: count 118598, average 429, total 50951656
@q5[ksoftirqd/169]: count 423, average 445, total 188519
@q5[kworker/169:11]: count 2, average 5440, total 10880

@uc: count 2362, average 5607, total 13244929

@q1[openssl]: count 411, average 1407, total 578430
@q1[ksoftirqd/169]: count 10, average 2024, total 20248
@q1[kworker/169:11]: count 2, average 7168, total 14337

@q2[openssl]: count 713, average 556, total 396671
@q2[ksoftirqd/169]: count 39, average 689, total 26890
@q2[kworker/169:11]: count 2, average 5114, total 10229


@q4[ksoftirqd/169]: count 108, average 941, total 101666
@q4[openssl]: count 15394, average 966, total 14875211
@q4[kworker/169:11]: count 2, average 17037, total 34074

@q5[openssl]: count 118359, average 430, total 50899239
@q5[ksoftirqd/169]: count 658, average 441, total 290787
@q5[kworker/169:11]: count 4, average 7576, total 30306

@uc: count 2244, average 6162, total 13828273

@q1[openssl]: count 418, average 1402, total 586269
@q1[ksoftirqd/169]: count 7, average 2846, total 19928
@q1[kworker/169:11]: count 2, average 7399, total 14798

@q2[openssl]: count 716, average 542, total 388770
@q2[ksoftirqd/169]: count 35, average 879, total 30769
@q2[kworker/169:11]: count 3, average 4217, total 12653


@q4[ksoftirqd/169]: count 102, average 935, total 95406
@q4[openssl]: count 15400, average 963, total 14834025
@q4[kworker/169:11]: count 4, average 8363, total 33453

@q5[openssl]: count 118438, average 429, total 50885859
@q5[ksoftirqd/169]: count 631, average 442, total 279469
@q5[kworker/169:11]: count 19, average 1874, total 35616

@uc: count 2233, average 6259, total 13976847

@q1[openssl]: count 418, average 1502, total 627905
@q1[ksoftirqd/169]: count 8, average 2313, total 18504
@q1[kworker/169:11]: count 2, average 7975, total 15950

@q2[openssl]: count 539, average 564, total 304479
@q2[ksoftirqd/169]: count 31, average 754, total 23374
@q2[kworker/169:11]: count 3, average 4004, total 12012


@q4[openssl]: count 15276, average 964, total 14727542
@q4[ksoftirqd/169]: count 81, average 1016, total 82371
@q4[kworker/169:11]: count 4, average 7293, total 29174

@q5[openssl]: count 118514, average 429, total 50895273
@q5[ksoftirqd/169]: count 478, average 446, total 213323
@q5[kworker/169:11]: count 19, average 1470, total 27933

@uc: count 2504, average 5890, total 14750392

@q1[openssl]: count 418, average 1501, total 627571
@q1[ksoftirqd/169]: count 8, average 2155, total 17243
@q1[kworker/169:0]: count 1, average 13926, total 13926

@q2[openssl]: count 562, average 566, total 318228
@q2[ksoftirqd/169]: count 27, average 806, total 21784
@q2[kworker/169:0]: count 1, average 10590, total 10590


@q4[openssl]: count 15309, average 966, total 14789440
@q4[ksoftirqd/169]: count 70, average 971, total 68038
@q4[kworker/169:0]: count 1, average 25799, total 25799

@q5[openssl]: count 118590, average 429, total 50906597
@q5[ksoftirqd/169]: count 408, average 450, total 183895
@q5[kworker/169:0]: count 3, average 7200, total 21601

@uc: count 2297, average 5656, total 12992270

@q1[openssl]: count 475, average 1519, total 721558
@q1[ksoftirqd/169]: count 15, average 1785, total 26788
@q1[kworker/169:0]: count 2, average 8240, total 16481

@q2[openssl]: count 613, average 560, total 343869
@q2[ksoftirqd/169]: count 43, average 663, total 28511
@q2[kworker/169:0]: count 3, average 4582, total 13746


@q4[ksoftirqd/169]: count 107, average 903, total 96727
@q4[openssl]: count 15310, average 967, total 14815681
@q4[kworker/169:0]: count 14, average 2906, total 40697

@q5[openssl]: count 118336, average 429, total 50843405
@q5[ksoftirqd/169]: count 616, average 450, total 277289
@q5[kworker/169:0]: count 96, average 645, total 61978

@uc: count 2299, average 5698, total 13101709

@q1[openssl]: count 410, average 1389, total 569848
@q1[ksoftirqd/169]: count 11, average 1820, total 20028
@q1[kworker/169:0]: count 1, average 12073, total 12073

@q2[openssl]: count 668, average 552, total 369345
@q2[ksoftirqd/169]: count 39, average 686, total 26760
@q2[kworker/169:0]: count 1, average 9077, total 9077


@q4[openssl]: count 15367, average 964, total 14825665
@q4[ksoftirqd/169]: count 103, average 977, total 100725
@q4[kworker/169:0]: count 1, average 19206, total 19206

@q5[openssl]: count 236759, average 214, total 50848833
@q5[ksoftirqd/169]: count 612, average 437, total 267563
@q5[kworker/169:0]: count 3, average 5149, total 15449

@uc: count 2250, average 6154, total 13847686

@q1[openssl]: count 422, average 1364, total 575787
@q1[ksoftirqd/169]: count 4, average 3586, total 14347
@q1[kworker/169:0]: count 1, average 13254, total 13254

@q2[openssl]: count 857, average 547, total 468793
@q2[ksoftirqd/169]: count 32, average 748, total 23944
@q2[kworker/169:0]: count 1, average 11281, total 11281


@q4[ksoftirqd/169]: count 92, average 952, total 87674
@q4[openssl]: count 15519, average 959, total 14894516
@q4[kworker/169:0]: count 1, average 31800, total 31800

@q5[openssl]: count 118470, average 429, total 50920712
@q5[ksoftirqd/169]: count 583, average 441, total 257106
@q5[kworker/169:0]: count 2, average 14121, total 28243

@uc: count 2758, average 8832, total 24361052

@q1[openssl]: count 420, average 1359, total 571127
@q1[ksoftirqd/169]: count 6, average 2449, total 14698
@q1[kworker/169:0]: count 1, average 13014, total 13014

@q2[openssl]: count 797, average 548, total 437400
@q2[ksoftirqd/169]: count 25, average 791, total 19788
@q2[kworker/169:0]: count 1, average 11171, total 11171


@q4[openssl]: count 15477, average 961, total 14876296
@q4[ksoftirqd/169]: count 67, average 981, total 65733
@q4[kworker/169:0]: count 11, average 3091, total 34003

@q5[openssl]: count 118513, average 429, total 50919809
@q5[ksoftirqd/169]: count 413, average 461, total 190727
@q5[kworker/169:0]: count 82, average 646, total 53003

@uc: count 2369, average 8382, total 19858304

@q1[openssl]: count 479, average 1412, total 676371
@q1[ksoftirqd/169]: count 12, average 2389, total 28671
@q1[kworker/169:0]: count 2, average 5886, total 11772

@q2[openssl]: count 868, average 555, total 481751
@q2[ksoftirqd/169]: count 38, average 697, total 26496
@q2[kworker/169:0]: count 2, average 3291, total 6582


@q4[openssl]: count 15532, average 961, total 14930823
@q4[ksoftirqd/169]: count 92, average 980, total 90217
@q4[kworker/169:0]: count 2, average 8807, total 17614

@q5[openssl]: count 118490, average 429, total 50931140
@q5[ksoftirqd/169]: count 538, average 444, total 239324
@q5[kworker/169:0]: count 5, average 2975, total 14878

@uc: count 2508, average 12204, total 30609774

@q1[openssl]: count 415, average 1336, total 554623
@q1[ksoftirqd/169]: count 6, average 2628, total 15771
@q1[kworker/169:11]: count 1, average 17042, total 17042

@q2[openssl]: count 818, average 547, total 448263
@q2[ksoftirqd/169]: count 39, average 711, total 27741
@q2[kworker/169:11]: count 1, average 14397, total 14397


@q4[ksoftirqd/169]: count 114, average 952, total 108573
@q4[openssl]: count 15472, average 961, total 14875317
@q4[kworker/169:11]: count 1, average 33483, total 33483

@q5[openssl]: count 118353, average 430, total 50960331
@q5[ksoftirqd/169]: count 705, average 440, total 310247
@q5[kworker/169:11]: count 2, average 13500, total 27001

@uc: count 2412, average 7825, total 18874485

@q1[openssl]: count 413, average 1403, total 579465
@q1[ksoftirqd/169]: count 11, average 2140, total 23545

@q2[openssl]: count 626, average 562, total 351870
@q2[ksoftirqd/169]: count 35, average 760, total 26630


@q4[ksoftirqd/169]: count 91, average 924, total 84097
@q4[openssl]: count 15331, average 965, total 14802917

@q5[openssl]: count 118435, average 430, total 50983779
@q5[ksoftirqd/169]: count 545, average 454, total 247878

@uc: count 2545, average 7293, total 18561814

@q1[openssl]: count 409, average 1411, total 577265
@q1[ksoftirqd/169]: count 14, average 1697, total 23768
@q1[kworker/169:11]: count 1, average 12915, total 12915

@q2[openssl]: count 580, average 574, total 333065
@q2[ksoftirqd/169]: count 39, average 671, total 26191
@q2[kworker/169:11]: count 2, average 4238, total 8476


@q4[ksoftirqd/169]: count 92, average 909, total 83697
@q4[openssl]: count 15307, average 968, total 14826542
@q4[kworker/169:11]: count 12, average 5011, total 60143

@q5[openssl]: count 118483, average 430, total 50971703
@q5[ksoftirqd/169]: count 507, average 449, total 227846
@q5[kworker/169:11]: count 83, average 733, total 60907

@uc: count 2283, average 6087, total 13898898

@q1[openssl]: count 417, average 1445, total 602860
@q1[ksoftirqd/169]: count 5, average 3017, total 15089

@q2[openssl]: count 599, average 561, total 336315
@q2[ksoftirqd/169]: count 29, average 953, total 27652


@q4[ksoftirqd/169]: count 95, average 951, total 90430
@q4[openssl]: count 15317, average 967, total 14816304

@q5[openssl]: count 118375, average 430, total 50958994
@q5[ksoftirqd/169]: count 600, average 440, total 264259

@uc: count 2172, average 6203, total 13474892

@q1[openssl]: count 476, average 1456, total 693488
@q1[ksoftirqd/169]: count 15, average 1643, total 24646
@q1[kworker/169:11]: count 2, average 8270, total 16541
@q1[kworker/169:0]: count 1, average 10069, total 10069

@q2[openssl]: count 624, average 565, total 352693
@q2[ksoftirqd/169]: count 41, average 700, total 28722
@q2[kworker/169:11]: count 3, average 3967, total 11903
@q2[kworker/169:0]: count 1, average 9457, total 9457


@q4[ksoftirqd/169]: count 96, average 953, total 91514
@q4[openssl]: count 15334, average 966, total 14826122
@q4[kworker/169:11]: count 13, average 2777, total 36106
@q4[kworker/169:0]: count 1, average 11772, total 11772

@q5[openssl]: count 118479, average 430, total 50982452
@q5[ksoftirqd/169]: count 527, average 451, total 238038
@q5[kworker/169:11]: count 88, average 671, total 59088
@q5[kworker/169:0]: count 2, average 5630, total 11261

@uc: count 2252, average 5635, total 12692208

@q1[openssl]: count 412, average 1428, total 588508
@q1[ksoftirqd/169]: count 10, average 2266, total 22661
@q1[kworker/169:11]: count 3, average 5296, total 15888

@q2[openssl]: count 616, average 564, total 347624
@q2[ksoftirqd/169]: count 34, average 699, total 23786
@q2[kworker/169:11]: count 3, average 4127, total 12382


@q4[ksoftirqd/169]: count 87, average 937, total 81550
@q4[openssl]: count 15340, average 967, total 14844297
@q4[kworker/169:11]: count 3, average 8188, total 24566

@q5[openssl]: count 118458, average 430, total 50963934
@q5[ksoftirqd/169]: count 512, average 448, total 229540
@q5[kworker/169:11]: count 7, average 3120, total 21840

@uc: count 2561, average 6208, total 15901182

@q1[openssl]: count 416, average 1369, total 569753
@q1[ksoftirqd/169]: count 7, average 3622, total 25358

@q2[openssl]: count 607, average 553, total 336031
@q2[ksoftirqd/169]: count 28, average 1063, total 29765


@q4[ksoftirqd/169]: count 85, average 954, total 81160
@q4[openssl]: count 15338, average 968, total 14858845

@q5[openssl]: count 118515, average 430, total 51017770
@q5[ksoftirqd/169]: count 534, average 441, total 235849

@uc: count 2268, average 5889, total 13356678

@q1[openssl]: count 410, average 1439, total 590108
@q1[ksoftirqd/169]: count 11, average 2395, total 26352

@q2[openssl]: count 583, average 546, total 318664
@q2[ksoftirqd/169]: count 30, average 1061, total 31849


@q4[ksoftirqd/169]: count 71, average 929, total 66025
@q4[openssl]: count 15334, average 969, total 14867249

@q5[openssl]: count 118676, average 433, total 51425007
@q5[ksoftirqd/169]: count 396, average 448, total 177440

@uc: count 2183, average 5360, total 11702652

@q1[openssl]: count 411, average 1388, total 570496
@q1[ksoftirqd/169]: count 12, average 2290, total 27491
@q1[kworker/169:11]: count 4, average 4350, total 17402

@q2[openssl]: count 630, average 556, total 350551
@q2[ksoftirqd/169]: count 35, average 763, total 26732
@q2[kworker/169:11]: count 5, average 2492, total 12463


@q4[openssl]: count 15346, average 967, total 14850355
@q4[ksoftirqd/169]: count 85, average 980, total 83344
@q4[kworker/169:11]: count 15, average 1771, total 26578

@q5[openssl]: count 118414, average 433, total 51286547
@q5[ksoftirqd/169]: count 487, average 466, total 227032
@q5[kworker/169:11]: count 94, average 542, total 50957

@uc: count 2188, average 5796, total 12682000

@q1[openssl]: count 485, average 1437, total 697044
@q1[ksoftirqd/169]: count 6, average 3022, total 18134
@q1[kworker/169:11]: count 2, average 5084, total 10169

@q2[openssl]: count 738, average 557, total 411744
@q2[ksoftirqd/169]: count 25, average 926, total 23153
@q2[kworker/169:11]: count 2, average 4333, total 8666


@q4[openssl]: count 15432, average 966, total 14916069
@q4[ksoftirqd/169]: count 75, average 1009, total 75683
@q4[kworker/169:11]: count 2, average 7283, total 14567

@q5[openssl]: count 118578, average 433, total 51426746
@q5[ksoftirqd/169]: count 471, average 460, total 216968
@q5[kworker/169:11]: count 3, average 3743, total 11231

@uc: count 2545, average 5908, total 15037718

@q1[openssl]: count 415, average 1418, total 588614
@q1[ksoftirqd/169]: count 8, average 2095, total 16761
@q1[kworker/169:11]: count 1, average 10409, total 10409

@q2[openssl]: count 640, average 562, total 360283
@q2[ksoftirqd/169]: count 33, average 838, total 27661
@q2[kworker/169:11]: count 1, average 7625, total 7625


@q4[ksoftirqd/169]: count 89, average 921, total 81997
@q4[openssl]: count 15364, average 968, total 14878853
@q4[kworker/169:11]: count 1, average 12002, total 12002

@q5[openssl]: count 118463, average 433, total 51342648
@q5[ksoftirqd/169]: count 527, average 444, total 234474
@q5[kworker/169:11]: count 3, average 3396, total 10189

@uc: count 2496, average 10793, total 26941451

@q1[openssl]: count 411, average 1414, total 581528
@q1[ksoftirqd/169]: count 8, average 2890, total 23123
@q1[kworker/169:11]: count 1, average 28233, total 28233

@q2[openssl]: count 613, average 558, total 342234
@q2[ksoftirqd/169]: count 34, average 733, total 24946
@q2[kworker/169:11]: count 1, average 26440, total 26440


@q4[ksoftirqd/169]: count 93, average 943, total 87713
@q4[openssl]: count 15341, average 968, total 14856181
@q4[kworker/169:11]: count 1, average 29806, total 29806

@q5[openssl]: count 118475, average 433, total 51356284
@q5[ksoftirqd/169]: count 572, average 454, total 259710
@q5[kworker/169:11]: count 2, average 12884, total 25768

@uc: count 2375, average 6199, total 14724666

@q1[openssl]: count 414, average 1376, total 569944
@q1[ksoftirqd/169]: count 9, average 2984, total 26860

@q2[openssl]: count 624, average 562, total 350782
@q2[ksoftirqd/169]: count 39, average 897, total 34999


@q4[openssl]: count 15330, average 966, total 14815684
@q4[ksoftirqd/169]: count 115, average 968, total 111377

@q5[openssl]: count 118342, average 433, total 51333553
@q5[ksoftirqd/169]: count 711, average 444, total 316069

@uc: count 2574, average 13060, total 33618831

@q1[openssl]: count 414, average 1412, total 584726
@q1[ksoftirqd/169]: count 8, average 2808, total 22471

@q2[openssl]: count 662, average 570, total 377595
@q2[ksoftirqd/169]: count 31, average 746, total 23133


@q4[openssl]: count 15375, average 971, total 14937811
@q4[ksoftirqd/169]: count 82, average 979, total 80303

@q5[openssl]: count 118527, average 434, total 51447841
@q5[ksoftirqd/169]: count 495, average 454, total 224898

@uc: count 2534, average 6423, total 16275907

@q1[openssl]: count 491, average 1404, total 689469
@q1[ksoftirqd/169]: count 7, average 2895, total 20267

@q2[openssl]: count 672, average 546, total 366941
@q2[ksoftirqd/169]: count 31, average 997, total 30917


@q4[ksoftirqd/169]: count 87, average 936, total 81444
@q4[openssl]: count 15390, average 968, total 14900196

@q5[openssl]: count 118528, average 433, total 51341468
@q5[ksoftirqd/169]: count 530, average 453, total 240247

@uc: count 2334, average 5473, total 12776269

@q1[openssl]: count 413, average 1412, total 583508
@q1[ksoftirqd/169]: count 11, average 2187, total 24064

@q2[openssl]: count 595, average 576, total 342938
@q2[ksoftirqd/169]: count 37, average 702, total 25990


@q4[ksoftirqd/169]: count 92, average 921, total 84807
@q4[openssl]: count 15334, average 971, total 14889522

@q5[openssl]: count 118527, average 433, total 51348199
@q5[ksoftirqd/169]: count 522, average 460, total 240483

@uc: count 2175, average 5315, total 11561879

@q1[openssl]: count 417, average 1417, total 591247
@q1[ksoftirqd/169]: count 6, average 2456, total 14736
@q1[kworker/169:11]: count 2, average 7484, total 14968

@q2[openssl]: count 598, average 563, total 336914
@q2[ksoftirqd/169]: count 33, average 728, total 24047
@q2[kworker/169:11]: count 2, average 6722, total 13445


@q4[ksoftirqd/169]: count 90, average 947, total 85287
@q4[openssl]: count 15314, average 968, total 14835934
@q4[kworker/169:11]: count 13, average 2551, total 33173

@q5[openssl]: count 118383, average 433, total 51271788
@q5[ksoftirqd/169]: count 541, average 448, total 242771
@q5[kworker/169:11]: count 91, average 614, total 55946

@uc: count 2248, average 5874, total 13204891

@q1[openssl]: count 420, average 1393, total 585190
@q1[ksoftirqd/169]: count 5, average 3141, total 15709

@q2[openssl]: count 644, average 556, total 358232
@q2[ksoftirqd/169]: count 32, average 860, total 27541
@q2[kworker/169:11]: count 1, average 5169, total 5169


@q4[ksoftirqd/169]: count 93, average 943, total 87773
@q4[openssl]: count 15357, average 970, total 14908759
@q4[kworker/169:11]: count 11, average 1411, total 15531

@q5[openssl]: count 118431, average 433, total 51347774
@q5[ksoftirqd/169]: count 576, average 454, total 261603
@q5[kworker/169:11]: count 84, average 490, total 41229

@uc: count 2556, average 6304, total 16114953

@q1[openssl]: count 484, average 1391, total 673548
@q1[ksoftirqd/169]: count 8, average 2278, total 18227
@q1[kworker/169:11]: count 1, average 17863, total 17863

@q2[openssl]: count 738, average 558, total 412081
@q2[ksoftirqd/169]: count 28, average 788, total 22090
@q2[kworker/169:11]: count 1, average 13555, total 13555


@q4[openssl]: count 15444, average 969, total 14971283
@q4[ksoftirqd/169]: count 72, average 1009, total 72696
@q4[kworker/169:11]: count 1, average 34044, total 34044

@q5[openssl]: count 118586, average 433, total 51458357
@q5[ksoftirqd/169]: count 421, average 455, total 191741
@q5[kworker/169:11]: count 2, average 16240, total 32481

@uc: count 2302, average 5592, total 12874178

@q1[openssl]: count 412, average 1380, total 568951
@q1[ksoftirqd/169]: count 11, average 2123, total 23355
@q1[kworker/169:11]: count 1, average 15008, total 15008

@q2[openssl]: count 612, average 554, total 339642
@q2[ksoftirqd/169]: count 39, average 780, total 30429
@q2[kworker/169:11]: count 2, average 5089, total 10179


@q4[ksoftirqd/169]: count 120, average 925, total 111093
@q4[openssl]: count 15299, average 968, total 14821948
@q4[kworker/169:11]: count 12, average 2351, total 28214

@q5[openssl]: count 118256, average 433, total 51268436
@q5[ksoftirqd/169]: count 736, average 446, total 328340
@q5[kworker/169:11]: count 88, average 570, total 50247

@uc: count 2198, average 6375, total 14014147

@q1[openssl]: count 416, average 1419, total 590566
@q1[ksoftirqd/169]: count 6, average 2237, total 13425
@q1[kworker/169:11]: count 1, average 14067, total 14067

@q2[openssl]: count 648, average 558, total 361855
@q2[ksoftirqd/169]: count 26, average 788, total 20496
@q2[kworker/169:11]: count 1, average 12463, total 12463


@q4[ksoftirqd/169]: count 70, average 966, total 67661
@q4[openssl]: count 15374, average 970, total 14926902
@q4[kworker/169:11]: count 1, average 28574, total 28574

@q5[openssl]: count 118608, average 433, total 51391805
@q5[ksoftirqd/169]: count 422, average 462, total 195368
@q5[kworker/169:11]: count 2, average 12548, total 25096

@uc: count 2170, average 5302, total 11507034

@q1[openssl]: count 416, average 1387, total 577248
@q1[ksoftirqd/169]: count 10, average 1844, total 18446

@q2[openssl]: count 659, average 562, total 370749
@q2[ksoftirqd/169]: count 30, average 739, total 22182


@q4[openssl]: count 15378, average 970, total 14928015
@q4[ksoftirqd/169]: count 78, average 1021, total 79684

@q5[openssl]: count 118510, average 433, total 51358313
@q5[ksoftirqd/169]: count 473, average 448, total 212003

@uc: count 2598, average 6297, total 16361829

@q1[openssl]: count 417, average 1410, total 588080
@q1[ksoftirqd/169]: count 8, average 2646, total 21170
@q1[kworker/169:11]: count 1, average 16150, total 16150

@q2[openssl]: count 679, average 563, total 382538
@q2[ksoftirqd/169]: count 35, average 857, total 30024
@q2[kworker/169:11]: count 2, average 6963, total 13926


@q4[ksoftirqd/169]: count 96, average 948, total 91030
@q4[openssl]: count 15384, average 970, total 14922616
@q4[kworker/169:11]: count 3, average 7814, total 23443

@q5[openssl]: count 118483, average 433, total 51402739
@q5[ksoftirqd/169]: count 583, average 445, total 259805
@q5[kworker/169:11]: count 15, average 1566, total 23504

@uc: count 2364, average 7750, total 18323213

@q1[openssl]: count 482, average 1449, total 698786
@q1[ksoftirqd/169]: count 8, average 2747, total 21982
@q1[kworker/169:11]: count 3, average 3767, total 11302

@q2[openssl]: count 709, average 565, total 400699
@q2[ksoftirqd/169]: count 31, average 735, total 22792
@q2[kworker/169:11]: count 4, average 1800, total 7203


@q4[openssl]: count 15402, average 968, total 14913712
@q4[ksoftirqd/169]: count 81, average 988, total 80059
@q4[kworker/169:11]: count 14, average 1396, total 19549

@q5[openssl]: count 118417, average 433, total 51376505
@q5[ksoftirqd/169]: count 480, average 446, total 214447
@q5[kworker/169:11]: count 88, average 558, total 49173

@uc: count 2453, average 9655, total 23685957

@q1[openssl]: count 408, average 1441, total 588117
@q1[ksoftirqd/169]: count 12, average 1700, total 20407
@q1[kworker/169:11]: count 1, average 11602, total 11602

@q2[openssl]: count 575, average 548, total 315220
@q2[ksoftirqd/169]: count 39, average 961, total 37500
@q2[kworker/169:11]: count 2, average 6292, total 12584


@q4[ksoftirqd/169]: count 106, average 935, total 99124
@q4[openssl]: count 15293, average 969, total 14832121
@q4[kworker/169:11]: count 13, average 3267, total 42477

@q5[openssl]: count 118333, average 433, total 51333190
@q5[ksoftirqd/169]: count 635, average 448, total 284637
@q5[kworker/169:11]: count 94, average 709, total 66676

@uc: count 2197, average 5536, total 12162986

@q1[openssl]: count 409, average 1453, total 594657
@q1[ksoftirqd/169]: count 11, average 2430, total 26740
@q1[kworker/169:11]: count 1, average 14377, total 14377

@q2[openssl]: count 666, average 561, total 373656
@q2[ksoftirqd/169]: count 36, average 847, total 30525
@q2[kworker/169:11]: count 1, average 10590, total 10590


@q4[ksoftirqd/169]: count 91, average 942, total 85727
@q4[openssl]: count 15376, average 970, total 14920795
@q4[kworker/169:11]: count 1, average 29536, total 29536

@q5[openssl]: count 118469, average 433, total 51348409
@q5[ksoftirqd/169]: count 533, average 451, total 240435
@q5[kworker/169:11]: count 2, average 12328, total 24656

@uc: count 2905, average 13067, total 37962036

@q1[openssl]: count 413, average 1366, total 564452
@q1[ksoftirqd/169]: count 8, average 3297, total 26380

@q2[openssl]: count 696, average 557, total 388053
@q2[ksoftirqd/169]: count 34, average 718, total 24438


@q4[openssl]: count 15398, average 967, total 14896962
@q4[ksoftirqd/169]: count 94, average 992, total 93273

@q5[openssl]: count 118446, average 436, total 51756298
@q5[ksoftirqd/169]: count 575, average 444, total 255393

@uc: count 2330, average 6085, total 14179680

@q1[openssl]: count 410, average 1389, total 569741
@q1[ksoftirqd/169]: count 9, average 2885, total 25971
@q1[kworker/169:11]: count 1, average 12814, total 12814

@q2[openssl]: count 667, average 554, total 370071
@q2[ksoftirqd/169]: count 35, average 963, total 33724
@q2[kworker/169:11]: count 1, average 11211, total 11211


@q4[ksoftirqd/169]: count 95, average 929, total 88320
@q4[openssl]: count 15376, average 970, total 14920460
@q4[kworker/169:11]: count 1, average 23564, total 23564

@q5[openssl]: count 118493, average 437, total 51831329
@q5[ksoftirqd/169]: count 569, average 451, total 256783
@q5[kworker/169:11]: count 1, average 18435, total 18435

@uc: count 2259, average 5889, total 13303986

@q1[openssl]: count 477, average 1423, total 679002
@q1[ksoftirqd/169]: count 16, average 1676, total 26830
@q1[kworker/169:11]: count 3, average 5587, total 16761

@q2[openssl]: count 742, average 555, total 412228
@q2[ksoftirqd/169]: count 39, average 688, total 26859
@q2[kworker/169:11]: count 3, average 3660, total 10981


@q4[ksoftirqd/169]: count 94, average 913, total 85823
@q4[openssl]: count 15435, average 967, total 14929888
@q4[kworker/169:11]: count 3, average 2902, total 8706

@q5[openssl]: count 118456, average 437, total 51774843
@q5[ksoftirqd/169]: count 535, average 456, total 244106
@q5[kworker/169:11]: count 11, average 1010, total 11111

@uc: count 2314, average 5717, total 13229547

@q1[openssl]: count 413, average 1388, total 573308
@q1[ksoftirqd/169]: count 10, average 2702, total 27029

@q2[openssl]: count 653, average 544, total 355234
@q2[ksoftirqd/169]: count 37, average 915, total 33886


@q4[ksoftirqd/169]: count 96, average 924, total 88710
@q4[openssl]: count 15373, average 970, total 14922809

@q5[openssl]: count 118495, average 433, total 51363324
@q5[ksoftirqd/169]: count 571, average 453, total 258899

@uc: count 2516, average 5841, total 14697911

@q1[openssl]: count 417, average 1433, total 597620
@q1[ksoftirqd/169]: count 7, average 2581, total 18073
@q1[kworker/169:0]: count 1, average 15219, total 15219

@q2[openssl]: count 643, average 561, total 361041
@q2[ksoftirqd/169]: count 34, average 752, total 25576
