Attaching 12 probes...
Tracing latency of network stack funtions. Hit Ctrl-C to end.
@q1[openssl]: count 10989, average 1683, total 18498778
@q4[kworker/169:2]: count 1, average 35066, total 35066

@q5[openssl]: count 261158, average 430, total 112333354
@q5[ksoftirqd/169]: count 10902, average 432, total 4718958
@q5[kworker/169:2]: count 6, average 5505, total 33032

@uc: count 2247, average 5906, total 13271229

@q1[openssl]: count 726, average 2053, total 1490720
@q1[ksoftirqd/169]: count 88, average 2226, total 195927

@q2[openssl]: count 1434, average 614, total 881862
@q2[ksoftirqd/169]: count 168, average 723, total 121532


@q4[ksoftirqd/169]: count 1576, average 967, total 1524663
@q4[openssl]: count 33346, average 971, total 32405859

@q5[ksoftirqd/169]: count 11958, average 430, total 5145027
@q5[openssl]: count 260146, average 430, total 111879029

@uc: count 1946, average 5898, total 11479064

@q1[openssl]: count 738, average 2090, total 1542497
@q1[ksoftirqd/169]: count 76, average 2366, total 179865
@q1[kworker/169:2]: count 2, average 9077, total 18155

@q2[openssl]: count 1461, average 621, total 907926
@q2[ksoftirqd/169]: count 131, average 661, total 86640
@q2[kworker/169:2]: count 4, average 3612, total 14448


@q4[openssl]: count 33496, average 971, total 32545948
@q4[ksoftirqd/169]: count 1335, average 976, total 1303933
@q4[kworker/169:2]: count 99, average 1260, total 124786

@q5[openssl]: count 261200, average 429, total 112200881
@q5[ksoftirqd/169]: count 10165, average 430, total 4376686
@q5[kworker/169:2]: count 772, average 464, total 358552

@uc: count 1888, average 6034, total 11392590

@q1[openssl]: count 743, average 2099, total 1559648
@q1[ksoftirqd/169]: count 77, average 2339, total 180160

@q2[openssl]: count 1425, average 627, total 893857
@q2[ksoftirqd/169]: count 149, average 667, total 99402
@q2[kworker/169:2]: count 1, average 11742, total 11742


@q4[openssl]: count 33297, average 970, total 32315604
@q4[ksoftirqd/169]: count 1562, average 975, total 1523388
@q4[kworker/169:2]: count 37, average 1746, total 64616

@q5[openssl]: count 259862, average 429, total 111709131
@q5[ksoftirqd/169]: count 11936, average 431, total 5147539
@q5[kworker/169:2]: count 291, average 517, total 150595

@uc: count 2019, average 6406, total 12934571

@q1[openssl]: count 721, average 2050, total 1478195
@q1[ksoftirqd/169]: count 88, average 2318, total 204023

@q2[openssl]: count 1427, average 618, total 882975
@q2[ksoftirqd/169]: count 163, average 688, total 112185


@q4[ksoftirqd/169]: count 1649, average 969, total 1597917
@q4[openssl]: count 33273, average 972, total 32362891

@q5[openssl]: count 259489, average 430, total 111645819
@q5[ksoftirqd/169]: count 12576, average 431, total 5431494

@uc: count 2208, average 6267, total 13837726

@q1[openssl]: count 727, average 2101, total 1527501
@q1[ksoftirqd/169]: count 84, average 2188, total 183810
@q1[kworker/169:2]: count 2, average 6692, total 13385

@q2[openssl]: count 1439, average 621, total 893949
@q2[ksoftirqd/169]: count 154, average 665, total 102454
@q2[kworker/169:2]: count 4, average 2341, total 9367


@q4[openssl]: count 33223, average 971, total 32276799
@q4[ksoftirqd/169]: count 1612, average 977, total 1574997
@q4[kworker/169:2]: count 67, average 1212, total 81270

@q5[openssl]: count 259224, average 429, total 111386384
@q5[ksoftirqd/169]: count 12295, average 431, total 5303969
@q5[kworker/169:2]: count 525, average 458, total 240539

@uc: count 1989, average 8394, total 16697098

@q1[openssl]: count 733, average 2078, total 1523210
@q1[ksoftirqd/169]: count 88, average 2278, total 200543

@q2[openssl]: count 1436, average 620, total 891647
@q2[ksoftirqd/169]: count 160, average 741, total 118623


@q4[openssl]: count 33113, average 970, total 32146725
@q4[ksoftirqd/169]: count 1811, average 971, total 1759579

@q5[openssl]: count 258252, average 430, total 111084301
@q5[ksoftirqd/169]: count 13868, average 431, total 5981179

@uc: count 2268, average 9496, total 21538292

@q1[openssl]: count 735, average 2130, total 1565672
@q1[ksoftirqd/169]: count 76, average 2355, total 179052
@q1[kworker/169:2]: count 1, average 14848, total 14848

@q2[openssl]: count 1449, average 626, total 908352
@q2[ksoftirqd/169]: count 138, average 692, total 95627
@q2[kworker/169:2]: count 4, average 3351, total 13405


@q4[openssl]: count 33269, average 971, total 32311223
@q4[ksoftirqd/169]: count 1553, average 974, total 1512974
@q4[kworker/169:2]: count 72, average 1489, total 107234

@q5[openssl]: count 259557, average 430, total 111671077
@q5[ksoftirqd/169]: count 11899, average 431, total 5137512
@q5[kworker/169:2]: count 560, average 493, total 276115

@uc: count 2472, average 13231, total 32708787

@q1[openssl]: count 728, average 2064, total 1502869
@q1[ksoftirqd/169]: count 90, average 2237, total 201391

@q2[openssl]: count 1432, average 616, total 882538
@q2[ksoftirqd/169]: count 173, average 736, total 127356
@q2[kworker/169:2]: count 2, average 6578, total 13156


@q4[ksoftirqd/169]: count 1676, average 969, total 1624299
@q4[openssl]: count 33221, average 972, total 32295253
@q4[kworker/169:2]: count 38, average 1848, total 70253

@q5[ksoftirqd/169]: count 12766, average 430, total 5500076
@q5[openssl]: count 259062, average 430, total 111408445
@q5[kworker/169:2]: count 294, average 542, total 159435

@uc: count 2173, average 6316, total 13726531

@q1[openssl]: count 744, average 2070, total 1540489
@q1[ksoftirqd/169]: count 73, average 2265, total 165408
@q1[kworker/169:2]: count 2, average 11125, total 22251

@q2[openssl]: count 1463, average 616, total 901915
@q2[ksoftirqd/169]: count 151, average 705, total 106580
@q2[kworker/169:2]: count 2, average 7599, total 15199


@q4[ksoftirqd/169]: count 1551, average 968, total 1502510
@q4[openssl]: count 33380, average 971, total 32438362
@q4[kworker/169:2]: count 2, average 19707, total 39414

@q5[ksoftirqd/169]: count 11836, average 430, total 5098508
@q5[openssl]: count 260252, average 430, total 111928651
@q5[kworker/169:2]: count 14, average 2917, total 40846

@uc: count 1902, average 5659, total 10765185

@q1[openssl]: count 731, average 2076, total 1517665
@q1[ksoftirqd/169]: count 82, average 2266, total 185877

@q2[openssl]: count 1451, average 623, total 904154
@q2[ksoftirqd/169]: count 159, average 657, total 104535


@q4[ksoftirqd/169]: count 1804, average 973, total 1756293
@q4[openssl]: count 33127, average 974, total 32294198

@q5[ksoftirqd/169]: count 13818, average 429, total 5937503
@q5[openssl]: count 258312, average 430, total 111159047

@uc: count 1928, average 5603, total 10804081

@q1[openssl]: count 735, average 2082, total 1530600
@q1[ksoftirqd/169]: count 81, average 2275, total 184334

@q2[openssl]: count 1443, average 619, total 894521
@q2[ksoftirqd/169]: count 141, average 698, total 98475


@q4[openssl]: count 33228, average 971, total 32266957
@q4[ksoftirqd/169]: count 1679, average 972, total 1632293
@q4[kworker/169:2]: count 1, average 33774, total 33774

@q5[ksoftirqd/169]: count 12882, average 431, total 5563164
@q5[openssl]: count 259163, average 858, total 222617607
@q5[kworker/169:2]: count 8, average 3639, total 29114

@uc: count 2140, average 6308, total 13501218

@q1[openssl]: count 722, average 2087, total 1507481
@q1[ksoftirqd/169]: count 94, average 2365, total 222374

@q2[openssl]: count 1425, average 625, total 891818
@q2[ksoftirqd/169]: count 174, average 662, total 115351
@q2[kworker/169:2]: count 1, average 17012, total 17012


@q4[ksoftirqd/169]: count 1853, average 968, total 1794974
@q4[openssl]: count 33024, average 972, total 32116847
@q4[kworker/169:2]: count 36, average 2012, total 72439

@q5[openssl]: count 257673, average 429, total 110792597
@q5[ksoftirqd/169]: count 14176, average 431, total 6120386
@q5[kworker/169:2]: count 283, average 542, total 153430

@uc: count 2354, average 5916, total 13927785

@q1[openssl]: count 734, average 2100, total 1541539
@q1[ksoftirqd/169]: count 83, average 2227, total 184919

@q2[openssl]: count 1426, average 622, total 887058
@q2[ksoftirqd/169]: count 166, average 666, total 110634


@q4[ksoftirqd/169]: count 1601, average 970, total 1554386
@q4[openssl]: count 33300, average 971, total 32336484

@q5[openssl]: count 259872, average 429, total 111739546
@q5[ksoftirqd/169]: count 12188, average 430, total 5248047

@uc: count 1900, average 5966, total 11336647

@q1[openssl]: count 726, average 2073, total 1505266
@q1[ksoftirqd/169]: count 85, average 2183, total 185639

@q2[openssl]: count 1461, average 619, total 905074
@q2[ksoftirqd/169]: count 164, average 665, total 109109
@q2[kworker/169:2]: count 2, average 8226, total 16452


@q4[openssl]: count 33089, average 971, total 32153063
@q4[ksoftirqd/169]: count 1799, average 976, total 1756634
@q4[kworker/169:2]: count 38, average 1851, total 70375

@q5[openssl]: count 257967, average 430, total 110953293
@q5[ksoftirqd/169]: count 13761, average 431, total 5934297
@q5[kworker/169:2]: count 294, average 533, total 156856

@uc: count 1967, average 6594, total 12972016

@q1[openssl]: count 739, average 2053, total 1517207
@q1[ksoftirqd/169]: count 75, average 2308, total 173102

@q2[openssl]: count 1463, average 615, total 900232
@q2[ksoftirqd/169]: count 140, average 730, total 102301
@q2[kworker/169:2]: count 1, average 15359, total 15359


@q4[ksoftirqd/169]: count 1393, average 969, total 1350503
@q4[openssl]: count 33506, average 969, total 32496547
@q4[kworker/169:2]: count 37, average 1957, total 72409

@q5[openssl]: count 261281, average 430, total 112392689
@q5[ksoftirqd/169]: count 10605, average 431, total 4571198
@q5[kworker/169:2]: count 293, average 544, total 159455

@uc: count 2002, average 5643, total 11298002

@q1[openssl]: count 738, average 2072, total 1529374
@q1[ksoftirqd/169]: count 76, average 2217, total 168513
@q1[kworker/169:2]: count 1, average 17272, total 17272

@q2[openssl]: count 1467, average 618, total 907572
@q2[ksoftirqd/169]: count 141, average 688, total 97140
@q2[kworker/169:2]: count 2, average 6011, total 12022


@q4[openssl]: count 33339, average 972, total 32436298
@q4[ksoftirqd/169]: count 1541, average 978, total 1508494
@q4[kworker/169:2]: count 37, average 1718, total 63575

@q5[openssl]: count 259943, average 430, total 111779559
@q5[ksoftirqd/169]: count 11787, average 431, total 5086178
@q5[kworker/169:2]: count 288, average 513, total 147883

@uc: count 2261, average 6788, total 15348725

@q1[openssl]: count 747, average 2090, total 1561357
@q1[ksoftirqd/169]: count 81, average 2334, total 189075
@q1[kworker/169:2]: count 1, average 16411, total 16411

@q2[openssl]: count 1462, average 613, total 896672
@q2[ksoftirqd/169]: count 142, average 734, total 104266
@q2[kworker/169:2]: count 1, average 10069, total 10069


@q4[ksoftirqd/169]: count 1568, average 970, total 1520970
@q4[openssl]: count 33343, average 973, total 32472244
@q4[kworker/169:2]: count 1, average 27261, total 27261

@q5[openssl]: count 260076, average 430, total 111871312
@q5[ksoftirqd/169]: count 11979, average 431, total 5166593
@q5[kworker/169:2]: count 6, average 4159, total 24957

@uc: count 2319, average 9059, total 21009945

@q1[openssl]: count 728, average 2074, total 1510300
@q1[ksoftirqd/169]: count 84, average 2313, total 194311
@q1[kworker/169:2]: count 1, average 18083, total 18083

@q2[openssl]: count 1430, average 628, total 898173
@q2[ksoftirqd/169]: count 158, average 743, total 117414
@q2[kworker/169:2]: count 3, average 4859, total 14578


@q4[openssl]: count 33251, average 971, total 32305203
@q4[ksoftirqd/169]: count 1605, average 981, total 1576018
@q4[kworker/169:2]: count 68, average 1442, total 98105

@q5[openssl]: count 259393, average 429, total 111470928
@q5[ksoftirqd/169]: count 12252, average 431, total 5283093
@q5[kworker/169:2]: count 533, average 480, total 256324

@uc: count 2052, average 6453, total 13241910

@q1[openssl]: count 732, average 2060, total 1508174
@q1[ksoftirqd/169]: count 79, average 2231, total 176255

@q2[openssl]: count 1477, average 624, total 922085
@q2[ksoftirqd/169]: count 150, average 686, total 102946


@q4[ksoftirqd/169]: count 1677, average 970, total 1627992
@q4[openssl]: count 33243, average 972, total 32318001
@q4[kworker/169:2]: count 1, average 32842, total 32842

@q5[openssl]: count 259269, average 430, total 111592546
@q5[ksoftirqd/169]: count 12837, average 431, total 5538139
@q5[kworker/169:2]: count 8, average 3817, total 30537

@uc: count 2379, average 10667, total 25377231

@q1[openssl]: count 737, average 2076, total 1530020
@q1[ksoftirqd/169]: count 75, average 2327, total 174544

@q2[openssl]: count 1449, average 620, total 899351
@q2[ksoftirqd/169]: count 136, average 674, total 91698
@q2[kworker/169:2]: count 2, average 6697, total 13395


@q4[openssl]: count 33321, average 974, total 32473950
@q4[ksoftirqd/169]: count 1481, average 977, total 1448196
@q4[kworker/169:2]: count 96, average 1315, total 126308

@q5[ksoftirqd/169]: count 11344, average 430, total 4889091
@q5[openssl]: count 259858, average 430, total 111838935
@q5[kworker/169:2]: count 760, average 465, total 353971

@uc: count 2234, average 7535, total 16834286

@q1[openssl]: count 726, average 2043, total 1483450
@q1[ksoftirqd/169]: count 90, average 2206, total 198606

@q2[openssl]: count 1480, average 625, total 925481
@q2[ksoftirqd/169]: count 159, average 718, total 114305


@q4[openssl]: count 33338, average 972, total 32423941
@q4[ksoftirqd/169]: count 1610, average 973, total 1566567

@q5[ksoftirqd/169]: count 12250, average 430, total 5272758
@q5[openssl]: count 259953, average 430, total 111827751

@uc: count 1993, average 6450, total 12856022

@q1[openssl]: count 734, average 2045, total 1501121
@q1[ksoftirqd/169]: count 78, average 2353, total 183587
@q1[kworker/169:2]: count 1, average 18645, total 18645

@q2[openssl]: count 1475, average 619, total 913336
@q2[ksoftirqd/169]: count 141, average 680, total 95948
@q2[kworker/169:2]: count 1, average 9948, total 9948


@q4[ksoftirqd/169]: count 1453, average 973, total 1414885
@q4[openssl]: count 33472, average 975, total 32666811
@q4[kworker/169:2]: count 1, average 32992, total 32992

@q5[openssl]: count 260984, average 431, total 112513387
@q5[ksoftirqd/169]: count 11098, average 435, total 4833913
@q5[kworker/169:2]: count 7, average 4604, total 32232

@uc: count 1940, average 7018, total 13616572

@q1[openssl]: count 730, average 2032, total 1483665
@q1[ksoftirqd/169]: count 81, average 2248, total 182135

@q2[openssl]: count 1469, average 617, total 907500
@q2[ksoftirqd/169]: count 158, average 690, total 109142


@q4[ksoftirqd/169]: count 1583, average 970, total 1536367
@q4[openssl]: count 33368, average 973, total 32493303

@q5[ksoftirqd/169]: count 12072, average 432, total 5224399
@q5[openssl]: count 259980, average 865, total 224937170

@uc: count 2206, average 6388, total 14093571

@q1[openssl]: count 738, average 2078, total 1533883
@q1[ksoftirqd/169]: count 75, average 2306, total 172963

@q2[openssl]: count 1487, average 615, total 915513
@q2[ksoftirqd/169]: count 148, average 670, total 99239
@q2[kworker/169:2]: count 2, average 8561, total 17122


@q4[openssl]: count 33322, average 972, total 32408194
@q4[ksoftirqd/169]: count 1581, average 974, total 1541284
@q4[kworker/169:2]: count 38, average 1926, total 73200

@q5[ksoftirqd/169]: count 12123, average 431, total 5228610
@q5[openssl]: count 259645, average 432, total 112311342
@q5[kworker/169:2]: count 297, average 536, total 159384

@uc: count 2343, average 6688, total 15670932

@q1[openssl]: count 732, average 2093, total 1532646
@q1[ksoftirqd/169]: count 79, average 2151, total 169945

@q2[openssl]: count 1458, average 609, total 888801
@q2[ksoftirqd/169]: count 150, average 689, total 103437


@q4[ksoftirqd/169]: count 1570, average 965, total 1515813
@q4[openssl]: count 33355, average 973, total 32473329

@q5[openssl]: count 260130, average 430, total 111984685
@q5[ksoftirqd/169]: count 11959, average 431, total 5166017

@uc: count 1943, average 5900, total 11464386

@q1[openssl]: count 742, average 2039, total 1512958
@q1[ksoftirqd/169]: count 73, average 2259, total 164959

@q2[openssl]: count 1495, average 617, total 922879
@q2[ksoftirqd/169]: count 143, average 741, total 105974
@q2[kworker/169:2]: count 2, average 6697, total 13395


@q4[ksoftirqd/169]: count 1586, average 970, total 1539776
@q4[openssl]: count 33317, average 974, total 32476275
@q4[kworker/169:2]: count 37, average 1835, total 67900

@q5[openssl]: count 259656, average 430, total 111769863
@q5[ksoftirqd/169]: count 12140, average 431, total 5232864
@q5[kworker/169:2]: count 290, average 522, total 151618

@uc: count 2055, average 6943, total 14268205

@q1[openssl]: count 727, average 2068, total 1503701
@q1[ksoftirqd/169]: count 87, average 2260, total 196624

@q2[openssl]: count 1449, average 614, total 890408
@q2[ksoftirqd/169]: count 155, average 720, total 111642
@q2[kworker/169:2]: count 2, average 8445, total 16891


@q4[ksoftirqd/169]: count 1741, average 973, total 1695501
@q4[openssl]: count 33139, average 973, total 32274014
@q4[kworker/169:2]: count 39, average 1923, total 75025

@q5[openssl]: count 258481, average 430, total 111238254
@q5[ksoftirqd/169]: count 13309, average 431, total 5745271
@q5[kworker/169:2]: count 304, average 550, total 167486

@uc: count 2098, average 6883, total 14441323

@q1[openssl]: count 739, average 2049, total 1514257
@q1[ksoftirqd/169]: count 82, average 2308, total 189274

@q2[openssl]: count 1489, average 609, total 907009
@q2[ksoftirqd/169]: count 160, average 809, total 129577
@q2[kworker/169:2]: count 2, average 7323, total 14647


@q4[openssl]: count 33158, average 974, total 32319493
@q4[ksoftirqd/169]: count 1774, average 985, total 1748242
@q4[kworker/169:2]: count 39, average 1872, total 73020

@q5[ksoftirqd/169]: count 13595, average 430, total 5853672
@q5[openssl]: count 258273, average 430, total 111298995
@q5[kworker/169:2]: count 304, average 544, total 165435

@uc: count 2268, average 6396, total 14507504

@q1[openssl]: count 734, average 2081, total 1528017
@q1[ksoftirqd/169]: count 91, average 2227, total 202677

@q2[openssl]: count 1451, average 619, total 898359
@q2[ksoftirqd/169]: count 164, average 676, total 110995


@q4[openssl]: count 33268, average 976, total 32491671
@q4[ksoftirqd/169]: count 1661, average 984, total 1636057

@q5[openssl]: count 259394, average 430, total 111607144
@q5[ksoftirqd/169]: count 12670, average 431, total 5467979

@uc: count 2242, average 12267, total 27503442

@q1[openssl]: count 739, average 2052, total 1516640
@q1[ksoftirqd/169]: count 89, average 2467, total 219608

@q2[openssl]: count 1504, average 625, total 940230
@q2[ksoftirqd/169]: count 167, average 663, total 110833
@q2[kworker/169:2]: count 1, average 9678, total 9678


@q4[openssl]: count 33086, average 975, total 32259467
@q4[ksoftirqd/169]: count 1837, average 984, total 1809191
@q4[kworker/169:2]: count 37, average 1959, total 72486

@q5[ksoftirqd/169]: count 14080, average 430, total 6062179
@q5[openssl]: count 257732, average 430, total 110978450
@q5[kworker/169:2]: count 293, average 543, total 159110

@uc: count 2464, average 13182, total 32481559

@q1[openssl]: count 735, average 2057, total 1512575
@q1[ksoftirqd/169]: count 88, average 2266, total 199446

@q2[openssl]: count 1499, average 611, total 916336
@q2[ksoftirqd/169]: count 166, average 728, total 120914
@q2[kworker/169:2]: count 1, average 14918, total 14918


@q4[openssl]: count 33162, average 975, total 32336616
@q4[ksoftirqd/169]: count 1759, average 979, total 1722487
@q4[kworker/169:2]: count 36, average 1975, total 71112

@q5[ksoftirqd/169]: count 13444, average 429, total 5778446
@q5[openssl]: count 258404, average 429, total 110948830
@q5[kworker/169:2]: count 284, average 544, total 154700

@uc: count 2199, average 6631, total 14583137

@q1[openssl]: count 724, average 2048, total 1483415
@q1[ksoftirqd/169]: count 85, average 2179, total 185245
@q1[kworker/169:2]: count 1, average 14818, total 14818

@q2[openssl]: count 1489, average 617, total 919706
@q2[ksoftirqd/169]: count 170, average 656, total 111611
@q2[kworker/169:2]: count 1, average 29325, total 29325


@q4[ksoftirqd/169]: count 1855, average 976, total 1810829
@q4[openssl]: count 33061, average 976, total 32274397
@q4[kworker/169:2]: count 36, average 1875, total 67516

@q5[openssl]: count 257569, average 429, total 110599207
@q5[ksoftirqd/169]: count 14184, average 430, total 6102769
@q5[kworker/169:2]: count 281, average 527, total 148134

@uc: count 2240, average 6723, total 15061673

@q1[openssl]: count 741, average 2033, total 1507055
@q1[ksoftirqd/169]: count 85, average 2318, total 197077

@q2[openssl]: count 1510, average 615, total 929709
@q2[ksoftirqd/169]: count 169, average 713, total 120572


@q4[openssl]: count 33257, average 975, total 32450789
@q4[ksoftirqd/169]: count 1701, average 979, total 1665950

@q5[ksoftirqd/169]: count 12969, average 429, total 5567766
@q5[openssl]: count 259124, average 429, total 111232805

@uc: count 1967, average 6053, total 11907378

@q1[openssl]: count 723, average 2050, total 1482446
@q1[ksoftirqd/169]: count 87, average 2355, total 204942

@q2[openssl]: count 1470, average 627, total 922117
@q2[ksoftirqd/169]: count 172, average 663, total 114173
@q2[kworker/169:2]: count 1, average 12543, total 12543


@q4[ksoftirqd/169]: count 1821, average 974, total 1773961
@q4[openssl]: count 33084, average 975, total 32262312
@q4[kworker/169:2]: count 37, average 1875, total 69381

@q5[ksoftirqd/169]: count 13947, average 429, total 5987066
@q5[openssl]: count 257892, average 429, total 110672107
@q5[kworker/169:2]: count 291, average 543, total 158102

@uc: count 2021, average 7682, total 15525394

@q1[openssl]: count 740, average 2046, total 1514657
@q1[ksoftirqd/169]: count 78, average 2275, total 177486

@q2[openssl]: count 1517, average 624, total 947699
@q2[ksoftirqd/169]: count 154, average 664, total 102377


@q4[openssl]: count 33305, average 976, total 32516479
@q4[ksoftirqd/169]: count 1653, average 979, total 1619751

@q5[ksoftirqd/169]: count 12636, average 429, total 5421729
@q5[openssl]: count 259429, average 429, total 111466332

@uc: count 2144, average 6731, total 14431305

@q1[openssl]: count 731, average 2044, total 1494308
@q1[ksoftirqd/169]: count 85, average 2393, total 203408

@q2[openssl]: count 1456, average 627, total 913766
@q2[ksoftirqd/169]: count 163, average 682, total 111313
@q2[kworker/169:2]: count 2, average 6427, total 12854


@q4[openssl]: count 33127, average 976, total 32337510
@q4[ksoftirqd/169]: count 1762, average 989, total 1743491
@q4[kworker/169:2]: count 37, average 1678, total 62094

@q5[ksoftirqd/169]: count 13524, average 429, total 5810279
@q5[openssl]: count 258235, average 429, total 110902637
@q5[kworker/169:2]: count 288, average 516, total 148893

@uc: count 2325, average 6764, total 15727473

@q1[openssl]: count 734, average 2047, total 1502545
@q1[ksoftirqd/169]: count 88, average 2232, total 196485

@q2[openssl]: count 1495, average 624, total 933391
@q2[ksoftirqd/169]: count 163, average 658, total 107381
@q2[kworker/169:2]: count 1, average 16230, total 16230


@q4[ksoftirqd/169]: count 1822, average 968, total 1764471
@q4[openssl]: count 33099, average 976, total 32327129
@q4[kworker/169:2]: count 35, average 2007, total 70264

@q5[openssl]: count 257864, average 429, total 110706032
@q5[ksoftirqd/169]: count 13939, average 430, total 5999314
@q5[kworker/169:2]: count 277, average 536, total 148728

@uc: count 1948, average 7023, total 13681601

@q1[openssl]: count 741, average 2048, total 1517613
@q1[ksoftirqd/169]: count 86, average 2174, total 187016
@q1[kworker/169:2]: count 1, average 13114, total 13114

@q2[openssl]: count 1461, average 612, total 894680
@q2[ksoftirqd/169]: count 167, average 719, total 120228
@q2[kworker/169:2]: count 1, average 14727, total 14727


@q4[openssl]: count 33312, average 975, total 32506303
@q4[ksoftirqd/169]: count 1601, average 979, total 1568048
@q4[kworker/169:2]: count 38, average 1901, total 72266

@q5[openssl]: count 259714, average 428, total 111415293
@q5[ksoftirqd/169]: count 12168, average 430, total 5233073
@q5[kworker/169:2]: count 297, average 536, total 159412

@uc: count 1972, average 6373, total 12569081

@q1[openssl]: count 726, average 2041, total 1482259
@q1[ksoftirqd/169]: count 94, average 2296, total 215829

@q2[openssl]: count 1473, average 618, total 911220
@q2[ksoftirqd/169]: count 177, average 670, total 118656


@q4[openssl]: count 33103, average 977, total 32347101
@q4[ksoftirqd/169]: count 1839, average 980, total 1803167

@q5[ksoftirqd/169]: count 14074, average 429, total 6047318
@q5[openssl]: count 257936, average 429, total 110766274

@uc: count 2120, average 6569, total 13928396

@q1[openssl]: count 740, average 2059, total 1523844
@q1[ksoftirqd/169]: count 89, average 2441, total 217316
@q1[kworker/169:2]: count 1, average 18605, total 18605

@q2[openssl]: count 1491, average 620, total 925432
@q2[ksoftirqd/169]: count 160, average 689, total 110375
@q2[kworker/169:2]: count 2, average 8335, total 16670


