Attaching 12 probes...
Tracing latency of network stack funtions. Hit Ctrl-C to end.
@q1[openssl]: count 512, average 2540, total 1300777
@q4[kworker/169:2]: count 56, average 1496, total 83788
@q4[kworker/169:0]: count 17, average 3265, total 55515

@q5[openssl]: count 329561, average 431, total 142255374
@q5[ksoftirqd/169]: count 18119, average 433, total 7849138
@q5[kworker/169:1]: count 356, average 449, total 159923
@q5[kworker/169:2]: count 442, average 476, total 210513
@q5[kworker/169:0]: count 133, average 665, total 88533

@uc: count 2288, average 7909, total 18096052

@q1[ksoftirqd/169]: count 136, average 2651, total 360608
@q1[openssl]: count 1203, average 2672, total 3214625
@q1[kworker/169:1]: count 1, average 16611, total 16611

@q2[openssl]: count 1715, average 636, total 1091841
@q2[ksoftirqd/169]: count 209, average 669, total 139956
@q2[kworker/169:1]: count 1, average 19597, total 19597


@q4[openssl]: count 42329, average 968, total 40992410
@q4[ksoftirqd/169]: count 2309, average 986, total 2278053
@q4[kworker/169:1]: count 1, average 30597, total 30597

@q5[openssl]: count 331770, average 431, total 143203613
@q5[ksoftirqd/169]: count 17776, average 434, total 7715621
@q5[kworker/169:1]: count 7, average 3314, total 23203

@uc: count 2471, average 5692, total 14066204

@q1[ksoftirqd/169]: count 147, average 2639, total 387954
@q1[openssl]: count 1170, average 2672, total 3126703
@q1[kworker/169:1]: count 2, average 12077, total 24154

@q2[openssl]: count 1603, average 631, total 1011880
@q2[ksoftirqd/169]: count 230, average 737, total 169617
@q2[kworker/169:1]: count 3, average 5671, total 17013


@q4[openssl]: count 42261, average 970, total 41026463
@q4[ksoftirqd/169]: count 2241, average 976, total 2187822
@q4[kworker/169:1]: count 42, average 2138, total 89821

@q5[openssl]: count 331411, average 431, total 143123447
@q5[ksoftirqd/169]: count 17150, average 433, total 7440481
@q5[kworker/169:1]: count 328, average 572, total 187708

@uc: count 3125, average 15755, total 49237083

@q1[openssl]: count 1176, average 2646, total 3112731
@q1[ksoftirqd/169]: count 186, average 2814, total 523510

@q2[openssl]: count 1662, average 634, total 1053791
@q2[ksoftirqd/169]: count 246, average 669, total 164750
@q2[kworker/169:1]: count 3, average 3750, total 11252


@q4[openssl]: count 41272, average 971, total 40110164
@q4[ksoftirqd/169]: count 2649, average 1020, total 2702649
@q4[kworker/169:1]: count 121, average 1468, total 177705

@q5[openssl]: count 323388, average 431, total 139621980
@q5[ksoftirqd/169]: count 20375, average 432, total 8809820
@q5[kworker/169:1]: count 958, average 451, total 432804

@uc: count 2815, average 6364, total 17915977

@q1[openssl]: count 1185, average 2572, total 3048861
@q1[ksoftirqd/169]: count 174, average 2823, total 491221

@q2[openssl]: count 1699, average 633, total 1076618
@q2[ksoftirqd/169]: count 225, average 673, total 151620


@q4[ksoftirqd/169]: count 1901, average 960, total 1826337
@q4[openssl]: count 41795, average 968, total 40483885

@q5[openssl]: count 327358, average 431, total 141348005
@q5[ksoftirqd/169]: count 14494, average 434, total 6295406

@uc: count 2032, average 6418, total 13041397

@q1[openssl]: count 1147, average 2582, total 2962530
@q1[ksoftirqd/169]: count 175, average 2751, total 481565

@q2[openssl]: count 1689, average 627, total 1059244
@q2[ksoftirqd/169]: count 225, average 719, total 161926


@q4[openssl]: count 41515, average 968, total 40197927
@q4[ksoftirqd/169]: count 2186, average 969, total 2119729

@q5[openssl]: count 325202, average 431, total 140332930
@q5[ksoftirqd/169]: count 16757, average 433, total 7260195

@uc: count 2016, average 6281, total 12663865

@q1[openssl]: count 44, average 2727, total 120022
@q1[ksoftirqd/169]: count 6, average 5231, total 31389

@q2[openssl]: count 66, average 699, total 46146
@q2[ksoftirqd/169]: count 8, average 2498, total 19986


@q4[openssl]: count 1658, average 989, total 1641237
@q4[ksoftirqd/169]: count 20773, average 1269, total 26369581

@q5[ksoftirqd/169]: count 165214, average 434, total 71724089
@q5[openssl]: count 12975, average 435, total 5647799

@uc: count 5885, average 14147, total 83258682




@q4[ksoftirqd/169]: count 21444, average 1271, total 27273459

@q5[ksoftirqd/169]: count 170533, average 433, total 73916124

@uc: count 7211, average 5323, total 38385462




@q4[ksoftirqd/169]: count 21072, average 1271, total 26791956

@q5[ksoftirqd/169]: count 167590, average 432, total 72527995

@uc: count 4613, average 9997, total 46120746




@q4[ksoftirqd/169]: count 21139, average 1275, total 26970337

@q5[ksoftirqd/169]: count 168195, average 433, total 72875794

@uc: count 6089, average 2536, total 15444904




@q4[ksoftirqd/169]: count 20918, average 1271, total 26597766

@q5[ksoftirqd/169]: count 166429, average 434, total 72259044

@uc: count 5339, average 3520, total 18794609




@q4[ksoftirqd/169]: count 21533, average 1272, total 27392529

@q5[ksoftirqd/169]: count 171246, average 433, total 74179384

@uc: count 6250, average 2590, total 16190542




@q4[ksoftirqd/169]: count 17305, average 1318, total 22809599

@q5[ksoftirqd/169]: count 137686, average 440, total 60703525

@uc: count 5785, average 12738, total 73691987




@q4[ksoftirqd/169]: count 17480, average 1299, total 22707742

@q5[ksoftirqd/169]: count 138982, average 443, total 61591788

@uc: count 6407, average 7509, total 48115643




@q4[ksoftirqd/169]: count 17489, average 1291, total 22579774

@q5[ksoftirqd/169]: count 139142, average 440, total 61249444

@uc: count 5955, average 3541, total 21091988




@q4[ksoftirqd/169]: count 17249, average 1306, total 22540773

@q5[ksoftirqd/169]: count 137177, average 442, total 60753616

@uc: count 5563, average 3503, total 19487869




@q4[ksoftirqd/169]: count 17444, average 1305, total 22769471

@q5[ksoftirqd/169]: count 138792, average 443, total 61550514

@uc: count 6470, average 3153, total 20401014




@q4[ksoftirqd/169]: count 17706, average 1282, total 22714305

@q5[ksoftirqd/169]: count 140867, average 441, total 62259743

@uc: count 12344, average 1837, total 22686753




@q4[ksoftirqd/169]: count 17480, average 1281, total 22401111

@q5[ksoftirqd/169]: count 139070, average 442, total 61539964

@uc: count 11598, average 2227, total 25836952




@q4[ksoftirqd/169]: count 17413, average 1280, total 22299317

@q5[ksoftirqd/169]: count 138481, average 440, total 61017635

@uc: count 10650, average 2167, total 23081306




@q4[ksoftirqd/169]: count 17068, average 1308, total 22332487

@q5[ksoftirqd/169]: count 135754, average 443, total 60182909

@uc: count 8504, average 2502, total 21277936




@q4[ksoftirqd/169]: count 17411, average 1298, total 22603364

@q5[ksoftirqd/169]: count 138434, average 443, total 61337839

@uc: count 11877, average 2119, total 25174387




@q4[ksoftirqd/169]: count 17455, average 1306, total 22806587

@q5[ksoftirqd/169]: count 138874, average 440, total 61129000

@uc: count 9568, average 2554, total 24438922




@q4[ksoftirqd/169]: count 17630, average 1294, total 22826279

@q5[ksoftirqd/169]: count 279134, average 220, total 61571227

@uc: count 6597, average 6579, total 43403941




@q4[ksoftirqd/169]: count 17215, average 1312, total 22597251

@q5[ksoftirqd/169]: count 136955, average 438, total 60064706

@uc: count 5464, average 3538, total 19336336




@q4[ksoftirqd/169]: count 17402, average 1314, total 22879463

@q5[ksoftirqd/169]: count 138393, average 439, total 60779570

@uc: count 5565, average 3542, total 19712641




@q4[ksoftirqd/169]: count 17534, average 1310, total 22980563

@q5[ksoftirqd/169]: count 139501, average 438, total 61106348

@uc: count 9136, average 3898, total 35618425




@q4[ksoftirqd/169]: count 17536, average 1274, total 22356566

@q5[ksoftirqd/169]: count 139503, average 440, total 61462137

@uc: count 7485, average 4338, total 32472255




@q4[ksoftirqd/169]: count 17798, average 1311, total 23345183

@q5[ksoftirqd/169]: count 141547, average 441, total 62447014

@uc: count 7562, average 2770, total 20947550




@q4[ksoftirqd/169]: count 17657, average 1275, total 22528570

@q5[ksoftirqd/169]: count 140438, average 438, total 61554913

@uc: count 7156, average 2967, total 21236395




@q4[ksoftirqd/169]: count 17902, average 1276, total 22851376

@q5[ksoftirqd/169]: count 142371, average 438, total 62431523

@uc: count 7998, average 3074, total 24589747




@q4[ksoftirqd/169]: count 17408, average 1301, total 22650710

@q5[ksoftirqd/169]: count 138449, average 439, total 60843101

@uc: count 6736, average 4564, total 30746522




@q4[ksoftirqd/169]: count 17328, average 1303, total 22589372

@q5[ksoftirqd/169]: count 137814, average 442, total 61020187

@uc: count 5385, average 3394, total 18278992




@q4[ksoftirqd/169]: count 17904, average 1286, total 23039383

@q5[ksoftirqd/169]: count 142450, average 438, total 62529254

@uc: count 4118, average 13163, total 54205459




@q4[ksoftirqd/169]: count 17392, average 1304, total 22686364

@q5[ksoftirqd/169]: count 138374, average 440, total 60993989

@uc: count 7760, average 4418, total 34290039




@q4[ksoftirqd/169]: count 18036, average 1262, total 22773441

@q5[ksoftirqd/169]: count 143437, average 438, total 62934363

@uc: count 12339, average 1964, total 24241196




@q4[ksoftirqd/169]: count 17937, average 1273, total 22842485

@q5[ksoftirqd/169]: count 142693, average 439, total 62779095

@uc: count 12595, average 2032, total 25598653




@q4[ksoftirqd/169]: count 18007, average 1292, total 23265409

@q5[ksoftirqd/169]: count 143206, average 440, total 63056499

@uc: count 12341, average 1930, total 23822621




@q4[ksoftirqd/169]: count 17520, average 1286, total 22536250

@q5[ksoftirqd/169]: count 139340, average 440, total 61429861

@uc: count 8692, average 2831, total 24614751

@q1[swapper/169]: count 15, average 2737, total 41068
@q1[ksoftirqd/169]: count 4, average 10727, total 42910

@q2[swapper/169]: count 22, average 894, total 19668
@q2[ksoftirqd/169]: count 9, average 4932, total 44394


@q4[swapper/169]: count 747, average 1095, total 818661
@q4[ksoftirqd/169]: count 20511, average 1219, total 25019516

@q5[ksoftirqd/169]: count 163105, average 442, total 72121708
@q5[swapper/169]: count 5899, average 468, total 2766591

@uc: count 9823, average 3575, total 35117876
