Attaching 12 probes...
Tracing latency of network stack funtions. Hit Ctrl-C to end.
@q1[openssl]: count 336, average 1972, total 662891
@q4[openssl]: count 27670, average 962, total 26621372
@q4[ksoftirqd/169]: count 825, average 967, total 798044

@q5[openssl]: count 214857, average 431, total 92792331
@q5[ksoftirqd/169]: count 6232, average 437, total 2725172

@uc: count 2481, average 9464, total 23480877

@q1[openssl]: count 679, average 1974, total 1341014
@q1[ksoftirqd/169]: count 45, average 1998, total 89936
@q1[kworker/169:1]: count 1, average 16901, total 16901

@q2[openssl]: count 1523, average 638, total 972147
@q2[ksoftirqd/169]: count 93, average 662, total 61572
@q2[kworker/169:1]: count 2, average 7249, total 14498


@q4[ksoftirqd/169]: count 805, average 954, total 768468
@q4[openssl]: count 27646, average 964, total 26678301
@q4[kworker/169:1]: count 31, average 2151, total 66686

@q5[openssl]: count 214783, average 431, total 92663559
@q5[ksoftirqd/169]: count 6024, average 436, total 2631819
@q5[kworker/169:1]: count 242, average 568, total 137483

@uc: count 2139, average 6471, total 13841938

@q1[openssl]: count 704, average 1932, total 1360776
@q1[ksoftirqd/169]: count 33, average 2104, total 69457

@q2[openssl]: count 1578, average 633, total 1000272
@q2[ksoftirqd/169]: count 73, average 728, total 53163
@q2[kworker/169:1]: count 1, average 15299, total 15299


@q4[ksoftirqd/169]: count 625, average 953, total 595787
@q4[openssl]: count 27850, average 962, total 26816931
@q4[kworker/169:1]: count 31, average 2153, total 66766

@q5[openssl]: count 216170, average 431, total 93291150
@q5[ksoftirqd/169]: count 4675, average 436, total 2042281
@q5[kworker/169:1]: count 244, average 560, total 136819

@uc: count 2199, average 8747, total 19236244

@q1[ksoftirqd/169]: count 39, average 1914, total 74648
@q1[openssl]: count 695, average 1917, total 1332803

@q2[openssl]: count 1597, average 631, total 1008140
@q2[ksoftirqd/169]: count 87, average 679, total 59117


@q4[openssl]: count 27787, average 960, total 26679575
@q4[ksoftirqd/169]: count 737, average 961, total 708954

@q5[openssl]: count 215567, average 431, total 93000557
@q5[ksoftirqd/169]: count 5504, average 438, total 2410955

@uc: count 2255, average 11697, total 26378579

@q1[openssl]: count 672, average 1892, total 1271698
@q1[ksoftirqd/169]: count 32, average 1927, total 61679
@q1[kworker/169:1]: count 1, average 20278, total 20278

@q2[openssl]: count 1556, average 635, total 988343
@q2[ksoftirqd/169]: count 71, average 683, total 48524
@q2[kworker/169:1]: count 2, average 8310, total 16621


@q4[openssl]: count 27784, average 960, total 26686644
@q4[ksoftirqd/169]: count 678, average 963, total 653128
@q4[kworker/169:1]: count 31, average 2159, total 66936

@q5[openssl]: count 215800, average 431, total 93033946
@q5[ksoftirqd/169]: count 5096, average 434, total 2216118
@q5[kworker/169:1]: count 244, average 555, total 135489

@uc: count 2257, average 6056, total 13669645

@q1[openssl]: count 689, average 1926, total 1327138
@q1[ksoftirqd/169]: count 44, average 1999, total 87961
@q1[kworker/169:1]: count 1, average 8376, total 8376

@q2[openssl]: count 1554, average 626, total 974322
@q2[ksoftirqd/169]: count 91, average 819, total 74563
@q2[kworker/169:1]: count 3, average 3877, total 11632


@q4[ksoftirqd/169]: count 758, average 949, total 719931
@q4[openssl]: count 27717, average 963, total 26717032
@q4[kworker/169:1]: count 32, average 1143, total 36587

@q5[openssl]: count 215081, average 431, total 92811740
@q5[ksoftirqd/169]: count 5654, average 437, total 2471194
@q5[kworker/169:1]: count 250, average 453, total 113261

@uc: count 2062, average 6304, total 13000605

@q1[openssl]: count 679, average 1925, total 1307431
@q1[ksoftirqd/169]: count 40, average 1970, total 78824

@q2[openssl]: count 1546, average 629, total 973447
@q2[ksoftirqd/169]: count 83, average 673, total 55884


@q4[ksoftirqd/169]: count 691, average 947, total 654989
@q4[openssl]: count 27814, average 962, total 26766970

@q5[openssl]: count 215985, average 431, total 93174577
@q5[ksoftirqd/169]: count 5169, average 436, total 2258340

@uc: count 2029, average 6503, total 13195468

@q1[openssl]: count 697, average 1902, total 1325937
@q1[ksoftirqd/169]: count 35, average 2055, total 71947

@q2[openssl]: count 1586, average 628, total 996470
@q2[ksoftirqd/169]: count 74, average 750, total 55512
@q2[kworker/169:1]: count 1, average 12844, total 12844


@q4[openssl]: count 27900, average 962, total 26849442
@q4[ksoftirqd/169]: count 622, average 963, total 599505
@q4[kworker/169:1]: count 5, average 8245, total 41227

@q5[openssl]: count 216413, average 431, total 93401478
@q5[ksoftirqd/169]: count 4635, average 437, total 2030012
@q5[kworker/169:1]: count 38, average 1235, total 46938

@uc: count 2151, average 6237, total 13417593

@q1[openssl]: count 665, average 1891, total 1257992
@q1[ksoftirqd/169]: count 43, average 2079, total 89429
@q1[kworker/169:1]: count 1, average 11030, total 11030

@q2[openssl]: count 1512, average 632, total 955882
@q2[ksoftirqd/169]: count 87, average 670, total 58358
@q2[kworker/169:1]: count 3, average 4765, total 14297


@q4[ksoftirqd/169]: count 732, average 958, total 701886
@q4[openssl]: count 27707, average 963, total 26706836
@q4[kworker/169:1]: count 53, average 1316, total 69760

@q5[openssl]: count 215186, average 431, total 92865695
@q5[ksoftirqd/169]: count 5465, average 440, total 2408531
@q5[kworker/169:1]: count 417, average 464, total 193502

@uc: count 2275, average 6763, total 15386367

@q1[openssl]: count 690, average 1923, total 1326945
@q1[ksoftirqd/169]: count 31, average 2014, total 62445

@q2[openssl]: count 1554, average 634, total 985592
@q2[ksoftirqd/169]: count 71, average 692, total 49161
@q2[kworker/169:1]: count 1, average 5751, total 5751


@q4[openssl]: count 27799, average 960, total 26689913
@q4[ksoftirqd/169]: count 666, average 966, total 644012
@q4[kworker/169:1]: count 27, average 1145, total 30937

@q5[openssl]: count 215770, average 431, total 93101347
@q5[ksoftirqd/169]: count 5020, average 437, total 2195210
@q5[kworker/169:1]: count 214, average 473, total 101248

@uc: count 2149, average 6029, total 12958123

@q1[openssl]: count 678, average 1906, total 1292912
@q1[ksoftirqd/169]: count 35, average 2025, total 70883

@q2[openssl]: count 1580, average 637, total 1007963
@q2[ksoftirqd/169]: count 77, average 734, total 56524


@q4[ksoftirqd/169]: count 638, average 949, total 605743
@q4[openssl]: count 27860, average 961, total 26784338

@q5[openssl]: count 216316, average 431, total 93336561
@q5[ksoftirqd/169]: count 4761, average 435, total 2075416

@uc: count 1942, average 6095, total 11836706

@q1[ksoftirqd/169]: count 42, average 1812, total 76104
@q1[openssl]: count 679, average 1932, total 1312238

@q2[openssl]: count 1506, average 630, total 949729
@q2[ksoftirqd/169]: count 98, average 651, total 63851


@q4[ksoftirqd/169]: count 851, average 961, total 818246
@q4[openssl]: count 27665, average 963, total 26642380

@q5[openssl]: count 214678, average 432, total 92769987
@q5[ksoftirqd/169]: count 6355, average 438, total 2789503

@uc: count 1945, average 6539, total 12718871

@q1[openssl]: count 685, average 1879, total 1287747
@q1[ksoftirqd/169]: count 41, average 1974, total 80951

@q2[openssl]: count 1489, average 630, total 939061
@q2[ksoftirqd/169]: count 83, average 669, total 55543


@q4[ksoftirqd/169]: count 686, average 957, total 656670
@q4[openssl]: count 27830, average 962, total 26781426

@q5[openssl]: count 216097, average 432, total 93361841
@q5[ksoftirqd/169]: count 5101, average 440, total 2248570

@uc: count 2360, average 6376, total 15048268

@q1[openssl]: count 668, average 1864, total 1245528
@q1[ksoftirqd/169]: count 41, average 2221, total 91084

@q2[openssl]: count 1496, average 628, total 940501
@q2[ksoftirqd/169]: count 89, average 669, total 59543


@q4[ksoftirqd/169]: count 758, average 955, total 724441
@q4[openssl]: count 27743, average 962, total 26694995

@q5[openssl]: count 215343, average 432, total 93054515
@q5[ksoftirqd/169]: count 5686, average 437, total 2488919

@uc: count 2712, average 18217, total 49405452

@q1[openssl]: count 697, average 1882, total 1311921
@q1[ksoftirqd/169]: count 27, average 2147, total 57969

@q2[openssl]: count 1531, average 624, total 956169
@q2[ksoftirqd/169]: count 69, average 701, total 48425


@q4[openssl]: count 27965, average 963, total 26931880
@q4[ksoftirqd/169]: count 552, average 964, total 532238

@q5[openssl]: count 216955, average 432, total 93747633
@q5[ksoftirqd/169]: count 4117, average 435, total 1793034

@uc: count 1961, average 6385, total 12522492

@q1[ksoftirqd/169]: count 36, average 1870, total 67327
@q1[openssl]: count 699, average 1939, total 1355660

@q2[openssl]: count 1540, average 631, total 972377
@q2[ksoftirqd/169]: count 75, average 676, total 50751


@q4[openssl]: count 27801, average 961, total 26743596
@q4[ksoftirqd/169]: count 716, average 965, total 690993

@q5[openssl]: count 215771, average 431, total 93179843
@q5[ksoftirqd/169]: count 5391, average 437, total 2359712

@uc: count 1973, average 6843, total 13502098

@q1[openssl]: count 694, average 1908, total 1324524
@q1[ksoftirqd/169]: count 32, average 2189, total 70078

@q2[openssl]: count 1537, average 624, total 960409
@q2[ksoftirqd/169]: count 73, average 774, total 56566


@q4[openssl]: count 27875, average 962, total 26828579
@q4[ksoftirqd/169]: count 628, average 981, total 616094

@q5[openssl]: count 216291, average 432, total 93441336
@q5[ksoftirqd/169]: count 4728, average 438, total 2073996

@uc: count 2564, average 8004, total 20524672

@q1[openssl]: count 692, average 1905, total 1318766
@q1[ksoftirqd/169]: count 27, average 2204, total 59524

@q2[openssl]: count 1559, average 627, total 978658
@q2[ksoftirqd/169]: count 65, average 777, total 50535


@q4[openssl]: count 27907, average 963, total 26876554
@q4[ksoftirqd/169]: count 607, average 981, total 595752

@q5[openssl]: count 216496, average 432, total 93588862
@q5[ksoftirqd/169]: count 4592, average 438, total 2013961

@uc: count 2139, average 6308, total 13493448

@q1[openssl]: count 680, average 1919, total 1305094
@q1[ksoftirqd/169]: count 35, average 2157, total 75512

@q2[openssl]: count 1517, average 625, total 948753
@q2[ksoftirqd/169]: count 79, average 663, total 52444


@q4[openssl]: count 27806, average 962, total 26762896
@q4[ksoftirqd/169]: count 688, average 968, total 666412

@q5[openssl]: count 215887, average 432, total 93328963
@q5[ksoftirqd/169]: count 5137, average 439, total 2259022

@uc: count 2091, average 5999, total 12545669

@q1[openssl]: count 679, average 1944, total 1320166
@q1[ksoftirqd/169]: count 33, average 2143, total 70721
@q1[kworker/169:1]: count 1, average 10560, total 10560

@q2[openssl]: count 1516, average 636, total 964849
@q2[ksoftirqd/169]: count 73, average 740, total 54076
@q2[kworker/169:1]: count 2, average 6522, total 13045


@q4[openssl]: count 27790, average 963, total 26778554
@q4[ksoftirqd/169]: count 683, average 969, total 662106
@q4[kworker/169:1]: count 30, average 1776, total 53291

@q5[openssl]: count 215812, average 432, total 93356958
@q5[ksoftirqd/169]: count 5136, average 437, total 2246034
@q5[kworker/169:1]: count 236, average 508, total 119952

@uc: count 1991, average 5813, total 11574634

@q1[openssl]: count 697, average 1863, total 1299198
@q1[ksoftirqd/169]: count 36, average 1928, total 69411

@q2[openssl]: count 1520, average 629, total 957164
@q2[ksoftirqd/169]: count 75, average 684, total 51337


@q4[ksoftirqd/169]: count 619, average 960, total 594709
@q4[openssl]: count 27892, average 964, total 26904511

@q5[openssl]: count 216397, average 432, total 93570393
@q5[ksoftirqd/169]: count 4611, average 438, total 2023018

@uc: count 2269, average 6739, total 15292904

@q1[openssl]: count 710, average 1942, total 1379195
@q1[ksoftirqd/169]: count 33, average 2030, total 67006
@q1[kworker/169:1]: count 1, average 18044, total 18044

@q2[openssl]: count 1518, average 626, total 950839
@q2[ksoftirqd/169]: count 78, average 745, total 58167
@q2[kworker/169:1]: count 2, average 7599, total 15199


@q4[openssl]: count 27805, average 961, total 26746623
@q4[ksoftirqd/169]: count 682, average 963, total 656865
@q4[kworker/169:1]: count 31, average 2118, total 65674

@q5[openssl]: count 215749, average 432, total 93262774
@q5[ksoftirqd/169]: count 5108, average 438, total 2238291
@q5[kworker/169:1]: count 242, average 545, total 132073

@uc: count 2077, average 5971, total 12402164

@q1[openssl]: count 706, average 1920, total 1355775
@q1[ksoftirqd/169]: count 40, average 1972, total 78908

@q2[openssl]: count 1526, average 626, total 956552
@q2[ksoftirqd/169]: count 94, average 672, total 63237
@q2[kworker/169:1]: count 1, average 15900, total 15900


@q4[ksoftirqd/169]: count 807, average 955, total 770954
@q4[openssl]: count 27688, average 962, total 26648192
@q4[kworker/169:1]: count 30, average 2175, total 65251

@q5[openssl]: count 214825, average 431, total 92739385
@q5[ksoftirqd/169]: count 6049, average 436, total 2638000
@q5[kworker/169:1]: count 235, average 563, total 132345

@uc: count 2022, average 6965, total 14084978

@q1[openssl]: count 681, average 1902, total 1295726
@q1[ksoftirqd/169]: count 39, average 1938, total 75614
@q1[kworker/169:1]: count 1, average 18946, total 18946

@q2[openssl]: count 1505, average 627, total 944757
@q2[ksoftirqd/169]: count 80, average 728, total 58308
@q2[kworker/169:1]: count 2, average 8055, total 16110


@q4[openssl]: count 27704, average 962, total 26667607
@q4[ksoftirqd/169]: count 757, average 965, total 731235
@q4[kworker/169:1]: count 31, average 2122, total 65784

@q5[openssl]: count 215148, average 432, total 92975208
@q5[ksoftirqd/169]: count 5693, average 437, total 2493530
@q5[kworker/169:1]: count 242, average 548, total 132835

@uc: count 2385, average 11183, total 26672833

@q1[openssl]: count 696, average 1919, total 1336198
@q1[ksoftirqd/169]: count 33, average 2159, total 71264

@q2[openssl]: count 1507, average 627, total 945827
@q2[ksoftirqd/169]: count 77, average 760, total 58520


@q4[ksoftirqd/169]: count 584, average 956, total 558468
@q4[openssl]: count 27914, average 962, total 26878096

@q5[openssl]: count 216597, average 432, total 93607156
@q5[ksoftirqd/169]: count 4347, average 437, total 1900517

@uc: count 2602, average 11160, total 29039532

@q1[openssl]: count 712, average 1935, total 1377768
@q1[ksoftirqd/169]: count 30, average 2395, total 71873

@q2[openssl]: count 1569, average 625, total 981924
@q2[ksoftirqd/169]: count 71, average 754, total 53577


@q4[openssl]: count 27948, average 963, total 26917139
@q4[ksoftirqd/169]: count 595, average 991, total 590218

@q5[openssl]: count 216715, average 432, total 93682740
@q5[ksoftirqd/169]: count 4457, average 440, total 1961202

@uc: count 2085, average 6092, total 12702988

@q1[ksoftirqd/169]: count 42, average 1816, total 76273
@q1[openssl]: count 686, average 1924, total 1320033

@q2[openssl]: count 1519, average 631, total 959485
@q2[ksoftirqd/169]: count 97, average 721, total 70013


@q4[ksoftirqd/169]: count 838, average 951, total 797232
@q4[openssl]: count 27653, average 963, total 26644076

@q5[openssl]: count 214701, average 432, total 92803678
@q5[ksoftirqd/169]: count 6275, average 438, total 2750665

@uc: count 2011, average 6091, total 12250401

@q1[openssl]: count 689, average 1964, total 1353467
@q1[ksoftirqd/169]: count 28, average 2046, total 57297

@q2[openssl]: count 1534, average 635, total 974120
@q2[ksoftirqd/169]: count 66, average 695, total 45897


@q4[openssl]: count 27946, average 964, total 26946061
@q4[ksoftirqd/169]: count 551, average 981, total 540980

@q5[openssl]: count 216970, average 431, total 93716326
@q5[ksoftirqd/169]: count 4136, average 438, total 1813813

@uc: count 1979, average 5835, total 11548136

@q1[openssl]: count 694, average 1945, total 1350212
@q1[ksoftirqd/169]: count 42, average 2104, total 88403

@q2[openssl]: count 1528, average 634, total 969498
@q2[ksoftirqd/169]: count 89, average 682, total 60702


@q4[ksoftirqd/169]: count 814, average 958, total 780247
@q4[openssl]: count 27670, average 963, total 26648384
@q4[kworker/169:1]: count 29, average 2085, total 60491

@q5[openssl]: count 214801, average 431, total 92758524
@q5[ksoftirqd/169]: count 6121, average 439, total 2689598
@q5[kworker/169:1]: count 231, average 541, total 125023

@uc: count 2418, average 6898, total 16679699

@q1[openssl]: count 686, average 1876, total 1287523
@q1[ksoftirqd/169]: count 31, average 2152, total 66716
@q1[kworker/169:1]: count 1, average 18044, total 18044

@q2[openssl]: count 1528, average 630, total 963424
@q2[ksoftirqd/169]: count 72, average 694, total 49976
@q2[kworker/169:1]: count 1, average 11982, total 11982


@q4[openssl]: count 27816, average 963, total 26790373
@q4[ksoftirqd/169]: count 669, average 974, total 651657
@q4[kworker/169:1]: count 27, average 2277, total 61497

@q5[openssl]: count 215788, average 432, total 93292341
@q5[ksoftirqd/169]: count 5034, average 437, total 2203003
@q5[kworker/169:1]: count 213, average 564, total 120145

@uc: count 2078, average 6194, total 12871150

@q1[openssl]: count 700, average 1939, total 1357395
@q1[ksoftirqd/169]: count 33, average 2198, total 72546
@q1[kworker/169:1]: count 1, average 16581, total 16581

@q2[openssl]: count 1547, average 630, total 974625
@q2[ksoftirqd/169]: count 71, average 773, total 54923
@q2[kworker/169:1]: count 1, average 14227, total 14227


@q4[openssl]: count 27942, average 963, total 26935320
@q4[ksoftirqd/169]: count 562, average 964, total 541842
@q4[kworker/169:1]: count 28, average 2301, total 64437

@q5[openssl]: count 216718, average 432, total 93635065
@q5[ksoftirqd/169]: count 4172, average 437, total 1825876
@q5[kworker/169:1]: count 218, average 583, total 127251

@uc: count 1963, average 5840, total 11465285

@q1[openssl]: count 701, average 1910, total 1339340
@q1[ksoftirqd/169]: count 31, average 2014, total 62437

@q2[openssl]: count 1580, average 627, total 991148
@q2[ksoftirqd/169]: count 63, average 686, total 43263


@q4[ksoftirqd/169]: count 524, average 958, total 502183
@q4[openssl]: count 27997, average 963, total 26981859

@q5[openssl]: count 217161, average 432, total 93861717
@q5[ksoftirqd/169]: count 3912, average 436, total 1707222

@uc: count 2000, average 6338, total 12677486

@q1[openssl]: count 674, average 1900, total 1280626
@q1[ksoftirqd/169]: count 43, average 1981, total 85210

@q2[openssl]: count 1518, average 630, total 956594
@q2[ksoftirqd/169]: count 92, average 723, total 66604


@q4[ksoftirqd/169]: count 801, average 959, total 768556
@q4[openssl]: count 27709, average 963, total 26705942

@q5[openssl]: count 215001, average 432, total 92923643
@q5[ksoftirqd/169]: count 5993, average 436, total 2616371

@uc: count 2272, average 6889, total 15653156

@q1[openssl]: count 698, average 1891, total 1319960
@q1[ksoftirqd/169]: count 30, average 2149, total 64487

@q2[openssl]: count 1551, average 617, total 957658
@q2[ksoftirqd/169]: count 67, average 700, total 46966
@q2[kworker/169:1]: count 2, average 8425, total 16851


@q4[ksoftirqd/169]: count 607, average 961, total 583466
@q4[openssl]: count 27898, average 962, total 26838919
@q4[kworker/169:1]: count 33, average 2106, total 69530

@q5[openssl]: count 216359, average 431, total 93419686
@q5[ksoftirqd/169]: count 4563, average 437, total 1995106
@q5[kworker/169:1]: count 256, average 557, total 142659

@uc: count 2184, average 6404, total 13987474

@q1[openssl]: count 664, average 1900, total 1262165
@q1[ksoftirqd/169]: count 40, average 1903, total 76140

@q2[openssl]: count 1518, average 623, total 946452
@q2[ksoftirqd/169]: count 83, average 747, total 62072
@q2[kworker/169:1]: count 1, average 14877, total 14877


@q4[openssl]: count 27684, average 961, total 26612645
@q4[ksoftirqd/169]: count 790, average 977, total 772088
@q4[kworker/169:1]: count 31, average 2146, total 66552

@q5[openssl]: count 214877, average 431, total 92779717
@q5[ksoftirqd/169]: count 5925, average 438, total 2599496
@q5[kworker/169:1]: count 244, average 556, total 135889

@uc: count 2131, average 6842, total 14580739

@q1[openssl]: count 696, average 1917, total 1334290
@q1[ksoftirqd/169]: count 26, average 2341, total 60874

@q2[openssl]: count 1530, average 621, total 950627
@q2[ksoftirqd/169]: count 63, average 727, total 45816


@q4[openssl]: count 27917, average 963, total 26897021
@q4[ksoftirqd/169]: count 589, average 983, total 579485

@q5[openssl]: count 216575, average 432, total 93584253
@q5[ksoftirqd/169]: count 4438, average 438, total 1945319

@uc: count 2083, average 8444, total 17590151

@q1[openssl]: count 690, average 1908, total 1316749
@q1[ksoftirqd/169]: count 37, average 1919, total 71039

@q2[openssl]: count 1551, average 628, total 974108
@q2[ksoftirqd/169]: count 76, average 679, total 51618
@q2[kworker/169:1]: count 1, average 13966, total 13966


@q4[ksoftirqd/169]: count 687, average 951, total 653737
@q4[openssl]: count 27801, average 963, total 26777959
@q4[kworker/169:1]: count 30, average 2183, total 65503

@q5[openssl]: count 215734, average 432, total 93259884
@q5[ksoftirqd/169]: count 5158, average 440, total 2271706
@q5[kworker/169:1]: count 237, average 560, total 132787

@uc: count 2613, average 10563, total 27602054

@q1[openssl]: count 681, average 1898, total 1293206
@q1[ksoftirqd/169]: count 37, average 2357, total 87245

@q2[openssl]: count 1482, average 623, total 924107
@q2[ksoftirqd/169]: count 80, average 750, total 60045


@q4[ksoftirqd/169]: count 607, average 959, total 582189
@q4[openssl]: count 27896, average 964, total 26914920

@q5[openssl]: count 216513, average 432, total 93577924
@q5[ksoftirqd/169]: count 4526, average 437, total 1978712

@uc: count 2084, average 6523, total 13595451

@q1[openssl]: count 705, average 1952, total 1376318
@q1[ksoftirqd/169]: count 44, average 1986, total 87384
@q1[kworker/169:1]: count 1, average 6412, total 6412

@q2[openssl]: count 1557, average 628, total 978754
