Attaching 12 probes...
Tracing latency of network stack funtions. Hit Ctrl-C to end.
@q1[openssl]: count 521, average 2653, total 1382663
@uc: count 2247, average 5196, total 11677183

@q1[openssl]: count 978, average 2582, total 2525210
@q1[ksoftirqd/169]: count 203, average 2757, total 559800

@q2[openssl]: count 1566, average 664, total 1041166
@q2[ksoftirqd/169]: count 273, average 666, total 182015
@q2[kworker/169:0]: count 2, average 18319, total 36638


@q4[ksoftirqd/169]: count 2765, average 967, total 2674873
@q4[openssl]: count 40889, average 967, total 39545706
@q4[kworker/169:0]: count 51, average 1395, total 71154

@q5[openssl]: count 320639, average 433, total 138869926
@q5[ksoftirqd/169]: count 21198, average 435, total 9236739
@q5[kworker/169:0]: count 400, average 474, total 189751

@uc: count 1930, average 5511, total 10636407

@q1[openssl]: count 1048, average 2564, total 2687409
@q1[ksoftirqd/169]: count 210, average 2700, total 567119

@q2[openssl]: count 1594, average 640, total 1020563
@q2[ksoftirqd/169]: count 275, average 762, total 209656


@q4[openssl]: count 40932, average 963, total 39447450
@q4[ksoftirqd/169]: count 2877, average 972, total 2797343

@q5[ksoftirqd/169]: count 22064, average 433, total 9574503
@q5[openssl]: count 320892, average 433, total 138951018

@uc: count 2451, average 6630, total 16251362

@q1[openssl]: count 1204, average 2709, total 3262208
@q1[ksoftirqd/169]: count 180, average 2786, total 501658
@q1[kworker/169:0]: count 16, average 5507, total 88115

@q2[openssl]: count 1683, average 659, total 1110324
@q2[ksoftirqd/169]: count 267, average 669, total 178864
@q2[kworker/169:0]: count 17, average 2738, total 46548


@q4[openssl]: count 41732, average 962, total 40160665
@q4[ksoftirqd/169]: count 3025, average 997, total 3018530
@q4[kworker/169:0]: count 55, average 1311, total 72140

@q5[openssl]: count 327090, average 433, total 141657252
@q5[ksoftirqd/169]: count 23344, average 434, total 10143886
@q5[kworker/169:0]: count 409, average 474, total 193893

@uc: count 2533, average 4828, total 12230874

@q1[openssl]: count 1232, average 2606, total 3211293
@q1[ksoftirqd/169]: count 195, average 2705, total 527667

@q2[openssl]: count 1621, average 637, total 1033324
@q2[ksoftirqd/169]: count 275, average 780, total 214564
@q2[kworker/169:0]: count 1, average 35356, total 35356


@q4[openssl]: count 41375, average 962, total 39831504
@q4[ksoftirqd/169]: count 2909, average 976, total 2839894
@q4[kworker/169:0]: count 50, average 1358, total 67938

@q5[openssl]: count 324157, average 432, total 140289167
@q5[ksoftirqd/169]: count 22341, average 434, total 9712250
@q5[kworker/169:0]: count 396, average 471, total 186637

@uc: count 2127, average 6230, total 13251858

@q1[openssl]: count 1182, average 2636, total 3116117
@q1[ksoftirqd/169]: count 180, average 2760, total 496906

@q2[openssl]: count 1593, average 645, total 1027889
@q2[ksoftirqd/169]: count 270, average 805, total 217392


@q4[openssl]: count 41982, average 962, total 40411994
@q4[ksoftirqd/169]: count 2722, average 970, total 2640898

@q5[openssl]: count 329139, average 432, total 142473380
@q5[ksoftirqd/169]: count 20930, average 435, total 9114412

@uc: count 2910, average 9153, total 26636926

@q1[ksoftirqd/169]: count 172, average 2657, total 457017
@q1[openssl]: count 1234, average 2725, total 3362957
@q1[kworker/169:0]: count 1, average 38342, total 38342

@q2[openssl]: count 1591, average 659, total 1049511
@q2[ksoftirqd/169]: count 273, average 666, total 182024
@q2[kworker/169:0]: count 2, average 16976, total 33953


@q4[openssl]: count 41882, average 962, total 40325145
@q4[ksoftirqd/169]: count 2719, average 964, total 2621701
@q4[kworker/169:0]: count 59, average 1390, total 82063

@q5[openssl]: count 328420, average 432, total 142160791
@q5[ksoftirqd/169]: count 20876, average 435, total 9086964
@q5[kworker/169:0]: count 465, average 479, total 222899

@uc: count 2321, average 6103, total 14166449

@q1[openssl]: count 1221, average 2671, total 3262498
@q1[ksoftirqd/169]: count 191, average 2858, total 545916

@q2[openssl]: count 1593, average 656, total 1046324
@q2[ksoftirqd/169]: count 282, average 669, total 188791


@q4[openssl]: count 41451, average 962, total 39906673
@q4[ksoftirqd/169]: count 3048, average 979, total 2985787

@q5[openssl]: count 324972, average 432, total 140651018
@q5[ksoftirqd/169]: count 23464, average 434, total 10194118

@uc: count 2040, average 5671, total 11569446

@q1[openssl]: count 1166, average 2589, total 3019465
@q1[ksoftirqd/169]: count 210, average 2979, total 625619

@q2[openssl]: count 1654, average 638, total 1055484
@q2[ksoftirqd/169]: count 275, average 760, total 209116


@q4[openssl]: count 41417, average 962, total 39874264
@q4[ksoftirqd/169]: count 2690, average 971, total 2614394

@q5[openssl]: count 324522, average 432, total 140460695
@q5[ksoftirqd/169]: count 20613, average 435, total 8978313

@uc: count 2081, average 6390, total 13298478

@q1[openssl]: count 1024, average 2554, total 2615601
@q1[ksoftirqd/169]: count 224, average 2751, total 616368

@q2[openssl]: count 1602, average 655, total 1049930
@q2[ksoftirqd/169]: count 275, average 662, total 182093


@q4[ksoftirqd/169]: count 2707, average 959, total 2596552
@q4[openssl]: count 41028, average 963, total 39531866

@q5[openssl]: count 321646, average 432, total 139159544
@q5[ksoftirqd/169]: count 20722, average 434, total 9008723

@uc: count 2348, average 5270, total 12375678

@q1[openssl]: count 1205, average 2592, total 3124116
@q1[ksoftirqd/169]: count 203, average 2950, total 598854

@q2[openssl]: count 1663, average 636, total 1058738
@q2[ksoftirqd/169]: count 259, average 781, total 202422


@q4[ksoftirqd/169]: count 2739, average 960, total 2630886
@q4[openssl]: count 41309, average 962, total 39774875

@q5[openssl]: count 323556, average 432, total 140051921
@q5[ksoftirqd/169]: count 21031, average 435, total 9162144

@uc: count 2376, average 6098, total 14489440

@q1[openssl]: count 1138, average 2642, total 3006945
@q1[ksoftirqd/169]: count 204, average 2845, total 580513

@q2[openssl]: count 1600, average 642, total 1027371
@q2[ksoftirqd/169]: count 272, average 786, total 213995


@q4[openssl]: count 41562, average 963, total 40064611
@q4[ksoftirqd/169]: count 2859, average 978, total 2797191

@q5[openssl]: count 325836, average 432, total 141046836
@q5[ksoftirqd/169]: count 21992, average 434, total 9555676

@uc: count 1936, average 5605, total 10852801

@q1[openssl]: count 1262, average 2646, total 3339647
@q1[ksoftirqd/169]: count 196, average 2694, total 528086

@q2[openssl]: count 1622, average 638, total 1035437
@q2[ksoftirqd/169]: count 277, average 781, total 216447


@q4[openssl]: count 41292, average 965, total 39851569
@q4[ksoftirqd/169]: count 3028, average 984, total 2979780

@q5[openssl]: count 323500, average 432, total 139972818
@q5[ksoftirqd/169]: count 23310, average 435, total 10144941

@uc: count 2376, average 5477, total 13015357

@q1[openssl]: count 1233, average 2642, total 3258598
@q1[ksoftirqd/169]: count 199, average 2750, total 547277

@q2[openssl]: count 1632, average 660, total 1078109
@q2[ksoftirqd/169]: count 267, average 672, total 179541


@q4[ksoftirqd/169]: count 2669, average 961, total 2567311
@q4[openssl]: count 41487, average 963, total 39986914

@q5[openssl]: count 325051, average 432, total 140624273
@q5[ksoftirqd/169]: count 20478, average 434, total 8907058

@uc: count 2339, average 5590, total 13077181

@q1[openssl]: count 1197, average 2674, total 3201938
@q1[ksoftirqd/169]: count 204, average 2791, total 569463

@q2[openssl]: count 1612, average 646, total 1041368
@q2[ksoftirqd/169]: count 284, average 771, total 219045


@q4[openssl]: count 41375, average 964, total 39920604
@q4[ksoftirqd/169]: count 2788, average 967, total 2696390

@q5[openssl]: count 324357, average 433, total 140470306
@q5[ksoftirqd/169]: count 21356, average 434, total 9287430

@uc: count 2435, average 6266, total 15258788

@q1[openssl]: count 1080, average 2668, total 2882455
@q1[ksoftirqd/169]: count 189, average 2724, total 514879

@q2[openssl]: count 1564, average 662, total 1036663
@q2[ksoftirqd/169]: count 287, average 670, total 192493
@q2[kworker/169:0]: count 2, average 19521, total 39043


@q4[openssl]: count 41660, average 964, total 40190724
@q4[ksoftirqd/169]: count 2843, average 970, total 2757962
@q4[kworker/169:0]: count 53, average 1435, total 76086

@q5[openssl]: count 326823, average 433, total 141514533
@q5[ksoftirqd/169]: count 21812, average 434, total 9480920
@q5[kworker/169:0]: count 419, average 482, total 202034

@uc: count 2750, average 15455, total 42501761

@q1[openssl]: count 1108, average 2618, total 2901017
@q1[ksoftirqd/169]: count 196, average 2659, total 521168
@q1[kworker/169:0]: count 1, average 39334, total 39334

@q2[openssl]: count 1605, average 639, total 1026191
@q2[ksoftirqd/169]: count 285, average 770, total 219596
@q2[kworker/169:0]: count 2, average 19486, total 38973


@q4[ksoftirqd/169]: count 2826, average 964, total 2726959
@q4[openssl]: count 41355, average 964, total 39892399
@q4[kworker/169:0]: count 50, average 1381, total 69059

@q5[openssl]: count 324178, average 433, total 140376533
@q5[ksoftirqd/169]: count 21657, average 435, total 9427856
@q5[kworker/169:0]: count 396, average 478, total 189483

@uc: count 2839, average 7495, total 21278636

@q1[openssl]: count 1149, average 2620, total 3011003
@q1[ksoftirqd/169]: count 191, average 2853, total 545075

@q2[openssl]: count 1613, average 637, total 1027827
@q2[ksoftirqd/169]: count 265, average 772, total 204816
@q2[kworker/169:0]: count 2, average 18715, total 37430


@q4[openssl]: count 41294, average 961, total 39720247
@q4[ksoftirqd/169]: count 2882, average 969, total 2792967
@q4[kworker/169:0]: count 49, average 1392, total 68220

@q5[openssl]: count 323565, average 432, total 140033213
@q5[ksoftirqd/169]: count 22175, average 435, total 9648545
@q5[kworker/169:0]: count 388, average 469, total 182076

@uc: count 2011, average 5461, total 10983161

@q1[openssl]: count 965, average 2530, total 2442172
@q1[ksoftirqd/169]: count 196, average 2704, total 530065

@q2[openssl]: count 1596, average 661, total 1056479
@q2[ksoftirqd/169]: count 260, average 667, total 173675


@q4[openssl]: count 40738, average 964, total 39303382
@q4[ksoftirqd/169]: count 2820, average 975, total 2751028

@q5[openssl]: count 319409, average 433, total 138328014
@q5[ksoftirqd/169]: count 21659, average 435, total 9442668

@uc: count 2559, average 6368, total 16297374

@q1[openssl]: count 997, average 2538, total 2530785
@q1[ksoftirqd/169]: count 198, average 2719, total 538414

@q2[openssl]: count 1585, average 637, total 1011140
@q2[ksoftirqd/169]: count 264, average 786, total 207761


@q4[openssl]: count 40744, average 964, total 39280817
@q4[ksoftirqd/169]: count 2789, average 978, total 2730002

@q5[openssl]: count 319359, average 432, total 138279920
@q5[ksoftirqd/169]: count 21429, average 435, total 9334163

@uc: count 2037, average 5733, total 11678212

@q1[openssl]: count 909, average 2487, total 2261075
@q1[ksoftirqd/169]: count 209, average 2656, total 555147
@q1[kworker/169:0]: count 1, average 31890, total 31890

@q2[ksoftirqd/169]: count 265, average 660, total 175164
@q2[openssl]: count 1581, average 662, total 1047255
@q2[kworker/169:0]: count 3, average 11905, total 35716


@q4[ksoftirqd/169]: count 2504, average 954, total 2389081
@q4[openssl]: count 40727, average 966, total 39345928
@q4[kworker/169:0]: count 49, average 1295, total 63468

@q5[openssl]: count 319363, average 432, total 138284146
@q5[ksoftirqd/169]: count 19097, average 434, total 8293349
@q5[kworker/169:0]: count 386, average 466, total 180134

@uc: count 1936, average 6230, total 12063038

@q1[openssl]: count 998, average 2570, total 2565720
@q1[ksoftirqd/169]: count 202, average 2717, total 549026

@q2[openssl]: count 1575, average 638, total 1005693
@q2[ksoftirqd/169]: count 267, average 766, total 204640


@q4[openssl]: count 40732, average 967, total 39389185
@q4[ksoftirqd/169]: count 2809, average 983, total 2762722

@q5[openssl]: count 319427, average 433, total 138335341
@q5[ksoftirqd/169]: count 21563, average 434, total 9373586

@uc: count 1941, average 5468, total 10614393

@q1[openssl]: count 1156, average 2563, total 2963361
@q1[ksoftirqd/169]: count 208, average 2812, total 585011

@q2[openssl]: count 1628, average 653, total 1064161
@q2[ksoftirqd/169]: count 266, average 670, total 178458
@q2[kworker/169:0]: count 2, average 19236, total 38473


@q4[ksoftirqd/169]: count 2682, average 962, total 2582372
@q4[openssl]: count 41155, average 965, total 39734650
@q4[kworker/169:0]: count 52, average 1379, total 71754

@q5[openssl]: count 322387, average 433, total 139737942
@q5[ksoftirqd/169]: count 20576, average 434, total 8938573
@q5[kworker/169:0]: count 411, average 475, total 195344

@uc: count 2376, average 6406, total 15221130

@q1[openssl]: count 1197, average 2658, total 3182716
@q1[ksoftirqd/169]: count 190, average 2795, total 531096

@q2[openssl]: count 1674, average 645, total 1080048
@q2[ksoftirqd/169]: count 263, average 670, total 176365


@q4[openssl]: count 41137, average 964, total 39664405
@q4[ksoftirqd/169]: count 3049, average 990, total 3021123
@q4[kworker/169:2]: count 1, average 16321, total 16321

@q5[openssl]: count 322314, average 432, total 139540356
@q5[ksoftirqd/169]: count 23502, average 434, total 10206646
@q5[kworker/169:2]: count 8, average 2136, total 17092

@uc: count 2201, average 6312, total 13894663

@q1[openssl]: count 1138, average 2634, total 2998242
@q1[ksoftirqd/169]: count 205, average 2708, total 555147

@q2[openssl]: count 1599, average 638, total 1021371
@q2[ksoftirqd/169]: count 275, average 783, total 215526


@q4[openssl]: count 41353, average 963, total 39828978
@q4[ksoftirqd/169]: count 2956, average 968, total 2861713

@q5[openssl]: count 324162, average 432, total 140345447
@q5[ksoftirqd/169]: count 22729, average 434, total 9880025

@uc: count 2076, average 6209, total 12891326

@q1[openssl]: count 1119, average 2605, total 2915054
@q1[ksoftirqd/169]: count 213, average 2741, total 583905

@q2[openssl]: count 1605, average 653, total 1048202
@q2[ksoftirqd/169]: count 286, average 657, total 188126


@q4[ksoftirqd/169]: count 2813, average 960, total 2701005
@q4[openssl]: count 41335, average 965, total 39898138

@q5[openssl]: count 324074, average 432, total 140296219
@q5[ksoftirqd/169]: count 21556, average 435, total 9385282

@uc: count 2607, average 5144, total 13410751

@q1[openssl]: count 1147, average 2632, total 3019592
@q1[ksoftirqd/169]: count 188, average 2681, total 504202

@q2[openssl]: count 1621, average 658, total 1067560
@q2[ksoftirqd/169]: count 277, average 664, total 184166


@q4[openssl]: count 41577, average 965, total 40130008
@q4[ksoftirqd/169]: count 2880, average 972, total 2801863

@q5[openssl]: count 325862, average 433, total 141147463
@q5[ksoftirqd/169]: count 22093, average 436, total 9634464

@uc: count 2775, average 11837, total 32849905

@q1[openssl]: count 1073, average 2613, total 2803920
@q1[ksoftirqd/169]: count 191, average 2641, total 504557

@q2[openssl]: count 1608, average 647, total 1041831
@q2[ksoftirqd/169]: count 279, average 763, total 212927


@q4[ksoftirqd/169]: count 2872, average 964, total 2769707
@q4[openssl]: count 41779, average 966, total 40381962

@q5[openssl]: count 327591, average 433, total 141975315
@q5[ksoftirqd/169]: count 22044, average 435, total 9589426

@uc: count 2316, average 9372, total 21705786

@q1[openssl]: count 1160, average 2636, total 3057778
@q1[ksoftirqd/169]: count 191, average 2773, total 529711

@q2[openssl]: count 1609, average 660, total 1062438
@q2[ksoftirqd/169]: count 271, average 664, total 180071


@q4[openssl]: count 41449, average 964, total 39997489
@q4[ksoftirqd/169]: count 2861, average 983, total 2814873

@q5[openssl]: count 652501, average 215, total 140790841
@q5[ksoftirqd/169]: count 21982, average 434, total 9556897

@uc: count 2743, average 5377, total 14749250

@q1[openssl]: count 1197, average 2655, total 3178482
@q1[ksoftirqd/169]: count 198, average 2722, total 539072

@q2[openssl]: count 1623, average 655, total 1064187
@q2[ksoftirqd/169]: count 273, average 662, total 180730


@q4[openssl]: count 41246, average 964, total 39781497
@q4[ksoftirqd/169]: count 2865, average 975, total 2793404

@q5[openssl]: count 323266, average 433, total 140020298
@q5[ksoftirqd/169]: count 21998, average 435, total 9572860

@uc: count 2348, average 5171, total 12141975

@q1[ksoftirqd/169]: count 197, average 2645, total 521214
@q1[openssl]: count 1255, average 2703, total 3393308

@q2[openssl]: count 1614, average 662, total 1069689
@q2[ksoftirqd/169]: count 293, average 663, total 194326


@q4[openssl]: count 41191, average 963, total 39686271
@q4[ksoftirqd/169]: count 3160, average 991, total 3133799

@q5[openssl]: count 322759, average 432, total 139738771
@q5[ksoftirqd/169]: count 24291, average 434, total 10561747

@uc: count 2416, average 6990, total 16888195

@q1[openssl]: count 1053, average 2580, total 2717341
@q1[ksoftirqd/169]: count 199, average 2714, total 540110

@q2[openssl]: count 1599, average 667, total 1067660
@q2[ksoftirqd/169]: count 265, average 669, total 177303


@q4[ksoftirqd/169]: count 2628, average 956, total 2514759
@q4[openssl]: count 41496, average 967, total 40147875

@q5[openssl]: count 325402, average 433, total 140929078
@q5[ksoftirqd/169]: count 20121, average 434, total 8749903

@uc: count 2043, average 6128, total 12520654

@q1[openssl]: count 1157, average 2616, total 3027238
@q1[ksoftirqd/169]: count 183, average 2729, total 499504

@q2[openssl]: count 1602, average 656, total 1051801
@q2[ksoftirqd/169]: count 264, average 665, total 175785


@q4[openssl]: count 41198, average 967, total 39838474
@q4[ksoftirqd/169]: count 2961, average 1000, total 2963880

@q5[openssl]: count 322875, average 433, total 139903497
@q5[ksoftirqd/169]: count 22800, average 434, total 9917666

@uc: count 2417, average 5151, total 12450158

@q1[openssl]: count 1395, average 2754, total 3843176
@q1[ksoftirqd/169]: count 194, average 2935, total 569459
@q1[kworker/169:2]: count 4, average 4641, total 18565
@q1[kworker/169:1]: count 6, average 5821, total 34926

@q2[openssl]: count 1852, average 658, total 1220174
@q2[ksoftirqd/169]: count 272, average 667, total 181664
@q2[kworker/169:1]: count 7, average 1487, total 10409
@q2[kworker/169:2]: count 4, average 2141, total 8565


@q4[openssl]: count 41234, average 968, total 39951186
@q4[ksoftirqd/169]: count 2934, average 969, total 2843260
@q4[kworker/169:1]: count 49, average 1051, total 51528
@q4[kworker/169:2]: count 12, average 1432, total 17184

@q5[openssl]: count 322793, average 432, total 139761900
@q5[ksoftirqd/169]: count 22583, average 434, total 9808727
@q5[kworker/169:1]: count 373, average 446, total 166682
@q5[kworker/169:2]: count 87, average 492, total 42857

@uc: count 2788, average 7639, total 21297955

@q1[openssl]: count 1206, average 2677, total 3229205
@q1[ksoftirqd/169]: count 181, average 2743, total 496569

@q2[openssl]: count 1582, average 639, total 1012211
@q2[ksoftirqd/169]: count 265, average 788, total 209039
@q2[kworker/169:1]: count 2, average 19075, total 38151


@q4[ksoftirqd/169]: count 2824, average 967, total 2733101
@q4[openssl]: count 41507, average 969, total 40223631
@q4[kworker/169:1]: count 53, average 1410, total 74758

@q5[openssl]: count 325412, average 433, total 141055491
@q5[ksoftirqd/169]: count 21741, average 435, total 9457763
@q5[kworker/169:1]: count 417, average 475, total 198267

@uc: count 2539, average 6878, total 17465492

@q1[openssl]: count 1169, average 2605, total 3045481
@q1[ksoftirqd/169]: count 185, average 2795, total 517199

@q2[openssl]: count 1579, average 644, total 1017079
@q2[ksoftirqd/169]: count 292, average 766, total 223776


@q4[openssl]: count 41677, average 965, total 40251029
@q4[ksoftirqd/169]: count 2941, average 971, total 2856155

@q5[openssl]: count 326751, average 433, total 141559660
@q5[ksoftirqd/169]: count 22576, average 434, total 9817664

@uc: count 2167, average 5939, total 12870771

@q1[openssl]: count 1202, average 2679, total 3221068
@q1[ksoftirqd/169]: count 192, average 2849, total 547156

@q2[openssl]: count 1587, average 661, total 1049972
@q2[ksoftirqd/169]: count 279, average 677, total 189039


@q4[openssl]: count 41441, average 965, total 40000695
@q4[ksoftirqd/169]: count 2997, average 990, total 2969189

@q5[openssl]: count 324918, average 432, total 140671365
@q5[ksoftirqd/169]: count 23107, average 434, total 10040364

@uc: count 2086, average 6471, total 13500497

@q1[ksoftirqd/169]: count 176, average 2590, total 455915
@q1[openssl]: count 1228, average 2731, total 3354177

@q2[openssl]: count 1659, average 659, total 1093396
@q2[ksoftirqd/169]: count 281, average 665, total 186999


@q4[openssl]: count 41493, average 965, total 40046097
@q4[ksoftirqd/169]: count 3069, average 996, total 3057682

@q5[openssl]: count 325196, average 433, total 140948566
@q5[ksoftirqd/169]: count 23592, average 435, total 10280987

@uc: count 2640, average 10868, total 28692092

@q1[ksoftirqd/169]: count 186, average 2689, total 500317
@q1[openssl]: count 1149, average 2692, total 3094242
@q1[kworker/169:1]: count 1, average 36819, total 36819

@q2[openssl]: count 1662, average 663, total 1102621
@q2[ksoftirqd/169]: count 297, average 667, total 198348
@q2[kworker/169:1]: count 1, average 36238, total 36238


@q4[openssl]: count 41528, average 965, total 40109196
@q4[ksoftirqd/169]: count 3147, average 998, total 3143010
@q4[kworker/169:1]: count 9, average 3393, total 30537

@q5[openssl]: count 325552, average 433, total 141117183
@q5[ksoftirqd/169]: count 24197, average 435, total 10538816
@q5[kworker/169:1]: count 69, average 713, total 49250

@uc: count 3699, average 8630, total 31925685

@q1[openssl]: count 1067, average 2619, total 2795263
@q1[ksoftirqd/169]: count 194, average 2718, total 527446

@q2[openssl]: count 1554, average 637, total 990721
@q2[ksoftirqd/169]: count 291, average 747, total 217616


@q4[ksoftirqd/169]: count 2917, average 965, total 2817211
@q4[openssl]: count 41861, average 966, total 40463448

@q5[openssl]: count 328418, average 433, total 142234214
@q5[ksoftirqd/169]: count 22369, average 434, total 9726797

@uc: count 2516, average 5503, total 13845853

@q1[openssl]: count 987, average 2526, total 2493633
@q1[ksoftirqd/169]: count 187, average 2690, total 503036

@q2[openssl]: count 1604, average 664, total 1066231
@q2[ksoftirqd/169]: count 257, average 669, total 171950
@q2[kworker/169:1]: count 2, average 19506, total 39013


@q4[ksoftirqd/169]: count 2429, average 963, total 2341364
@q4[openssl]: count 41035, average 966, total 39660328
@q4[kworker/169:1]: count 51, average 1437, total 73318

@q5[openssl]: count 321757, average 433, total 139389827
@q5[ksoftirqd/169]: count 18582, average 435, total 8084604
@q5[kworker/169:1]: count 402, average 483, total 194214

@uc: count 2055, average 6007, total 12344709

@q1[openssl]: count 988, average 2573, total 2542396
@q1[ksoftirqd/169]: count 207, average 2703, total 559527

@q2[openssl]: count 1565, average 642, total 1005331
@q2[ksoftirqd/169]: count 275, average 760, total 209114


@q4[openssl]: count 40855, average 967, total 39544111
@q4[ksoftirqd/169]: count 2832, average 987, total 2795489

@q5[openssl]: count 320420, average 433, total 138968200
@q5[ksoftirqd/169]: count 21704, average 434, total 9438428

@uc: count 2101, average 5667, total 11906917

@q1[openssl]: count 925, average 2528, total 2338929
@q1[ksoftirqd/169]: count 217, average 2784, total 604313
@q1[kworker/169:1]: count 1, average 37931, total 37931

@q2[openssl]: count 1562, average 669, total 1046521
@q2[ksoftirqd/169]: count 276, average 671, total 185309
@q2[kworker/169:1]: count 1, average 33453, total 33453


@q4[ksoftirqd/169]: count 2688, average 968, total 2602096
@q4[openssl]: count 40481, average 968, total 39194701
@q4[kworker/169:1]: count 1, average 24667, total 24667

@q5[ksoftirqd/169]: count 20578, average 436, total 8976557
@q5[openssl]: count 317535, average 436, total 138589535
@q5[kworker/169:1]: count 7, average 3133, total 21931

@uc: count 2627, average 6473, total 17006593

@q1[openssl]: count 1033, average 2554, total 2638547
@q1[ksoftirqd/169]: count 198, average 2660, total 526763

@q2[openssl]: count 1600, average 647, total 1036770
@q2[ksoftirqd/169]: count 286, average 666, total 190752


@q4[openssl]: count 41341, average 970, total 40122394
@q4[ksoftirqd/169]: count 2553, average 974, total 2488358

@q5[ksoftirqd/169]: count 19493, average 434, total 8479363
@q5[openssl]: count 324134, average 436, total 141609449

@uc: count 2396, average 6649, total 15931860

@q1[openssl]: count 1147, average 2584, total 2964323
@q1[ksoftirqd/169]: count 215, average 2839, total 610482

@q2[openssl]: count 1607, average 656, total 1054471
@q2[ksoftirqd/169]: count 272, average 666, total 181363


@q4[openssl]: count 40861, average 967, total 39528150
@q4[ksoftirqd/169]: count 2682, average 972, total 2608135

@q5[ksoftirqd/169]: count 20579, average 436, total 8977307
@q5[openssl]: count 320127, average 442, total 141532234

@uc: count 2346, average 6363, total 14929297

@q1[openssl]: count 1128, average 2607, total 2941074
@q1[ksoftirqd/169]: count 192, average 2812, total 540082

@q2[openssl]: count 1612, average 648, total 1045582
@q2[ksoftirqd/169]: count 260, average 676, total 175790


@q4[openssl]: count 41397, average 966, total 40003004
@q4[ksoftirqd/169]: count 2720, average 980, total 2667559

