Attaching 12 probes...
Tracing latency of network stack funtions. Hit Ctrl-C to end.
@q1[openssl]: count 558, average 2643, total 1474845
@uc: count 4417, average 4010, total 17716302




@q4[ksoftirqd/169]: count 20440, average 1265, total 25872441

@q5[ksoftirqd/169]: count 162564, average 434, total 70572167

@uc: count 5773, average 2847, total 16436131




@q4[ksoftirqd/169]: count 21016, average 1267, total 26630365

@q5[ksoftirqd/169]: count 167144, average 434, total 72611776

@uc: count 5197, average 3444, total 17901701




@q4[ksoftirqd/169]: count 20381, average 1261, total 25705520

@q5[ksoftirqd/169]: count 162167, average 434, total 70400628

@uc: count 4435, average 3205, total 14217915




@q4[ksoftirqd/169]: count 21098, average 1264, total 26678695

@q5[ksoftirqd/169]: count 167785, average 434, total 72942967

@uc: count 4665, average 3121, total 14563278




@q4[ksoftirqd/169]: count 21058, average 1268, total 26720333

@q5[ksoftirqd/169]: count 167552, average 434, total 72767122

@uc: count 3605, average 4150, total 14960976




@q4[ksoftirqd/169]: count 20573, average 1257, total 25878479

@q5[ksoftirqd/169]: count 163607, average 433, total 71003475

@uc: count 4758, average 3454, total 16438622




@q4[ksoftirqd/169]: count 20660, average 1261, total 26064888

@q5[ksoftirqd/169]: count 164378, average 434, total 71418368

@uc: count 4851, average 3360, total 16303513




@q4[ksoftirqd/169]: count 20836, average 2498, total 52056849

@q5[ksoftirqd/169]: count 330125, average 217, total 71931500

@uc: count 4732, average 5766, total 27285999




@q4[ksoftirqd/169]: count 20884, average 1242, total 25946406

@q5[ksoftirqd/169]: count 166078, average 433, total 72068695

@uc: count 6194, average 4457, total 27610379




@q4[ksoftirqd/169]: count 20724, average 1259, total 26092052

@q5[ksoftirqd/169]: count 164837, average 434, total 71618707

@uc: count 5290, average 8163, total 43184343




@q4[ksoftirqd/169]: count 20780, average 1264, total 26281871

@q5[ksoftirqd/169]: count 165320, average 433, total 71648660

@uc: count 4416, average 3254, total 14371100




@q4[ksoftirqd/169]: count 20505, average 1256, total 25765209

@q5[ksoftirqd/169]: count 163137, average 434, total 70808732

@uc: count 6391, average 2793, total 17853670




@q4[ksoftirqd/169]: count 20868, average 1259, total 26273761

@q5[ksoftirqd/169]: count 166018, average 433, total 72046933

@uc: count 5033, average 3126, total 15737894




@q4[ksoftirqd/169]: count 20514, average 1264, total 25942555

@q5[ksoftirqd/169]: count 163138, average 434, total 70808365

@uc: count 5694, average 2967, total 16899445




@q4[ksoftirqd/169]: count 20698, average 1265, total 26198376

@q5[ksoftirqd/169]: count 164685, average 433, total 71462383

@uc: count 4934, average 2951, total 14563852




@q4[ksoftirqd/169]: count 20732, average 1269, total 26314239

@q5[ksoftirqd/169]: count 164941, average 434, total 71603583

@uc: count 4755, average 3241, total 15413052




@q4[ksoftirqd/169]: count 20419, average 1265, total 25837600

@q5[ksoftirqd/169]: count 162448, average 434, total 70601532

@uc: count 6560, average 2793, total 18323843




@q4[ksoftirqd/169]: count 20807, average 1262, total 26266665

@q5[ksoftirqd/169]: count 165466, average 433, total 71788923

@uc: count 4908, average 3719, total 18252901




@q4[ksoftirqd/169]: count 20368, average 1264, total 25758529

@q5[ksoftirqd/169]: count 161991, average 434, total 70362842

@uc: count 4275, average 3164, total 13528105




@q4[ksoftirqd/169]: count 20840, average 1258, total 26227001

@q5[ksoftirqd/169]: count 165745, average 434, total 71937414

@uc: count 6786, average 4367, total 29640919




@q4[ksoftirqd/169]: count 21104, average 1249, total 26376677

@q5[ksoftirqd/169]: count 167845, average 433, total 72721600

@uc: count 5391, average 5536, total 29848834




@q4[ksoftirqd/169]: count 20608, average 1256, total 25903535

@q5[ksoftirqd/169]: count 163900, average 433, total 71085457

@uc: count 4746, average 3638, total 17268360




@q4[ksoftirqd/169]: count 20730, average 1258, total 26084524

@q5[ksoftirqd/169]: count 164940, average 434, total 71659822

@uc: count 3770, average 3677, total 13862907




@q4[ksoftirqd/169]: count 20526, average 1258, total 25833888

@q5[ksoftirqd/169]: count 163231, average 434, total 70930426

@uc: count 5287, average 2829, total 14960128




@q4[ksoftirqd/169]: count 20784, average 1258, total 26148750

@q5[ksoftirqd/169]: count 165300, average 435, total 71911618

@uc: count 4820, average 3243, total 15635733




@q4[ksoftirqd/169]: count 20832, average 1263, total 26327203

@q5[ksoftirqd/169]: count 165682, average 434, total 71975023

@uc: count 5335, average 3193, total 17039080




@q4[ksoftirqd/169]: count 20920, average 1251, total 26171315

@q5[ksoftirqd/169]: count 166381, average 433, total 72121309

@uc: count 4977, average 2760, total 13737664




@q4[ksoftirqd/169]: count 20712, average 1252, total 25940391

@q5[ksoftirqd/169]: count 164727, average 434, total 71510905

@uc: count 4399, average 4856, total 21364112




@q4[ksoftirqd/169]: count 20630, average 1254, total 25880936

@q5[ksoftirqd/169]: count 164140, average 433, total 71153227

@uc: count 4665, average 3207, total 14961917




@q4[ksoftirqd/169]: count 20786, average 1259, total 26180436

@q5[ksoftirqd/169]: count 165364, average 434, total 71909611

@uc: count 6155, average 2734, total 16833275




@q4[ksoftirqd/169]: count 20641, average 1264, total 26100772

@q5[ksoftirqd/169]: count 329519, average 216, total 71234321

@uc: count 6453, average 5876, total 37920083




@q4[ksoftirqd/169]: count 20960, average 1258, total 26387478

@q5[ksoftirqd/169]: count 166699, average 433, total 72286047

@uc: count 4672, average 9879, total 46158636




@q4[ksoftirqd/169]: count 20466, average 1267, total 25946013

@q5[ksoftirqd/169]: count 162843, average 435, total 70837979

@uc: count 4419, average 3411, total 15077354




@q4[ksoftirqd/169]: count 20469, average 1265, total 25898773

@q5[ksoftirqd/169]: count 162782, average 434, total 70746128

@uc: count 5578, average 3032, total 16915352




@q4[ksoftirqd/169]: count 20733, average 1268, total 26305685

@q5[ksoftirqd/169]: count 164958, average 435, total 71765639

@uc: count 6317, average 2507, total 15841166

@q1[swapper/169]: count 144, average 3273, total 471348
@q1[kworker/169:0]: count 6, average 5091, total 30547
@q1[ksoftirqd/169]: count 13, average 5921, total 76974

@q2[swapper/169]: count 167, average 718, total 119937
@q2[kworker/169:0]: count 8, average 2295, total 18364
@q2[ksoftirqd/169]: count 21, average 2346, total 49282
@q2[iperf]: count 1, average 5961, total 5961


@q4[swapper/169]: count 2089, average 1021, total 2134116
@q4[kworker/169:0]: count 59, average 1085, total 64069
@q4[ksoftirqd/169]: count 22950, average 1222, total 28053700
@q4[iperf]: count 13, average 1345, total 17491

@q5[ksoftirqd/169]: count 182455, average 441, total 80639474
@q5[kworker/169:0]: count 457, average 446, total 203876
@q5[swapper/169]: count 16382, average 460, total 7544572
@q5[iperf]: count 103, average 519, total 53510

@uc: count 7656, average 4335, total 33191053
