Attaching 12 probes...
Tracing latency of network stack funtions. Hit Ctrl-C to end.
@q1[openssl]: count 601, average 2708, total 1627897
@uc: count 2642, average 7131, total 18841115

@q1[ksoftirqd/169]: count 203, average 2638, total 535667
@q1[openssl]: count 1197, average 2682, total 3211241

@q2[openssl]: count 1575, average 628, total 989902
@q2[ksoftirqd/169]: count 325, average 765, total 248754


@q4[openssl]: count 40781, average 954, total 38922024
@q4[ksoftirqd/169]: count 3510, average 956, total 3355731

@q5[ksoftirqd/169]: count 26895, average 432, total 11644207
@q5[openssl]: count 319627, average 434, total 138777621

@uc: count 2322, average 7435, total 17266016

@q1[ksoftirqd/169]: count 206, average 2658, total 547736
@q1[openssl]: count 1179, average 2692, total 3173940

@q2[openssl]: count 1554, average 630, total 979840
@q2[ksoftirqd/169]: count 321, average 784, total 251727


@q4[openssl]: count 40456, average 954, total 38596676
@q4[ksoftirqd/169]: count 3796, average 975, total 3701722

@q5[ksoftirqd/169]: count 29258, average 432, total 12665139
@q5[openssl]: count 317172, average 434, total 137747580

@uc: count 2463, average 9236, total 22749627

@q1[ksoftirqd/169]: count 189, average 2631, total 497268
@q1[openssl]: count 1104, average 2631, total 2905252

@q2[openssl]: count 1547, average 627, total 970429
@q2[ksoftirqd/169]: count 301, average 784, total 236111


@q4[openssl]: count 40693, average 953, total 38785161
@q4[ksoftirqd/169]: count 3831, average 999, total 3827715

@q5[openssl]: count 318977, average 434, total 138474683
@q5[ksoftirqd/169]: count 29652, average 859, total 25495914

@uc: count 2461, average 9764, total 24030806

@q1[ksoftirqd/169]: count 188, average 2577, total 484585
@q1[openssl]: count 1055, average 2620, total 2764316

@q2[openssl]: count 1529, average 632, total 967035
@q2[ksoftirqd/169]: count 305, average 780, total 238194


@q4[openssl]: count 41094, average 954, total 39211705
@q4[ksoftirqd/169]: count 3611, average 962, total 3476910

@q5[ksoftirqd/169]: count 27852, average 434, total 12089456
@q5[openssl]: count 322343, average 434, total 139988075

@uc: count 2922, average 6884, total 20117224

@q1[ksoftirqd/169]: count 193, average 2620, total 505818
@q1[openssl]: count 1092, average 2639, total 2881882

@q2[openssl]: count 1547, average 630, total 975963
@q2[ksoftirqd/169]: count 302, average 779, total 235341


@q4[openssl]: count 41043, average 953, total 39137887
@q4[ksoftirqd/169]: count 3525, average 974, total 3434265

@q5[ksoftirqd/169]: count 27230, average 434, total 11822300
@q5[openssl]: count 321797, average 434, total 139786528

@uc: count 2145, average 6370, total 13663919

@q1[openssl]: count 1159, average 2654, total 3077092
@q1[ksoftirqd/169]: count 189, average 2689, total 508222

@q2[openssl]: count 1598, average 629, total 1006568
@q2[ksoftirqd/169]: count 293, average 820, total 240266


@q4[openssl]: count 40815, average 953, total 38925231
@q4[ksoftirqd/169]: count 3545, average 988, total 3504592

@q5[ksoftirqd/169]: count 27378, average 433, total 11874757
@q5[openssl]: count 319843, average 434, total 139004577

@uc: count 2076, average 6328, total 13139001

@q1[openssl]: count 1091, average 2646, total 2887292
@q1[ksoftirqd/169]: count 179, average 2735, total 489662
@q1[kworker/169:0]: count 3, average 14317, total 42951

@q2[openssl]: count 1609, average 647, total 1041503
@q2[ksoftirqd/169]: count 281, average 679, total 190958
@q2[kworker/169:0]: count 5, average 7325, total 36629


@q4[openssl]: count 41149, average 953, total 39221440
@q4[ksoftirqd/169]: count 3592, average 988, total 3549490
@q4[kworker/169:0]: count 64, average 1295, total 82885

@q5[ksoftirqd/169]: count 27902, average 434, total 12122231
@q5[openssl]: count 322561, average 434, total 140231757
@q5[kworker/169:0]: count 495, average 470, total 233072

@uc: count 2219, average 5841, total 12963383

@q1[ksoftirqd/169]: count 190, average 2634, total 500569
@q1[openssl]: count 1117, average 2657, total 2968940

@q2[openssl]: count 1530, average 628, total 961357
@q2[ksoftirqd/169]: count 294, average 785, total 230840


@q4[openssl]: count 41003, average 956, total 39230148
@q4[ksoftirqd/169]: count 3367, average 965, total 3250977

@q5[ksoftirqd/169]: count 25990, average 434, total 11293246
@q5[openssl]: count 321574, average 434, total 139826020

@uc: count 3100, average 5326, total 16511150

@q1[ksoftirqd/169]: count 202, average 2630, total 531271
@q1[openssl]: count 1182, average 2687, total 3176912

@q2[openssl]: count 1547, average 626, total 969306
@q2[ksoftirqd/169]: count 304, average 778, total 236671


@q4[openssl]: count 40475, average 954, total 38648514
@q4[ksoftirqd/169]: count 3775, average 982, total 3708776

@q5[ksoftirqd/169]: count 29129, average 434, total 12652067
@q5[openssl]: count 317278, average 434, total 137824206

@uc: count 2148, average 6124, total 13155659

@q1[openssl]: count 1097, average 2650, total 2907209
@q1[ksoftirqd/169]: count 189, average 2726, total 515373

@q2[openssl]: count 1558, average 659, total 1027071
@q2[ksoftirqd/169]: count 293, average 677, total 198609


@q4[openssl]: count 40881, average 956, total 39095344
@q4[ksoftirqd/169]: count 3514, average 977, total 3433596

@q5[ksoftirqd/169]: count 27141, average 433, total 11769637
@q5[openssl]: count 320500, average 434, total 139259272

@uc: count 2134, average 5962, total 12723266

@q1[openssl]: count 1060, average 2649, total 2808269
@q1[ksoftirqd/169]: count 187, average 2689, total 502984
@q1[kworker/169:0]: count 1, average 13495, total 13495

@q2[openssl]: count 1548, average 649, total 1005745
@q2[ksoftirqd/169]: count 299, average 684, total 204752
@q2[kworker/169:0]: count 1, average 17132, total 17132


@q4[openssl]: count 41046, average 955, total 39218815
@q4[ksoftirqd/169]: count 3600, average 977, total 3517695
@q4[kworker/169:0]: count 46, average 1205, total 55462

@q5[ksoftirqd/169]: count 27869, average 434, total 12100635
@q5[openssl]: count 321862, average 434, total 139780710
@q5[kworker/169:0]: count 363, average 451, total 163997

@uc: count 2231, average 5838, total 13025897

@q1[ksoftirqd/169]: count 198, average 2641, total 523090
@q1[openssl]: count 1191, average 2684, total 3197794

@q2[openssl]: count 1578, average 629, total 993832
@q2[ksoftirqd/169]: count 314, average 774, total 243203
@q2[kworker/169:0]: count 2, average 18805, total 37610


@q4[openssl]: count 40886, average 954, total 39023915
@q4[ksoftirqd/169]: count 3231, average 956, total 3088922
@q4[kworker/169:0]: count 53, average 1385, total 73417

@q5[openssl]: count 320558, average 434, total 139325099
@q5[kworker/169:0]: count 417, average 475, total 198428
@q5[ksoftirqd/169]: count 24769, average 923, total 22866428

@uc: count 2360, average 6246, total 14742507

@q1[openssl]: count 1118, average 2598, total 2905650
@q1[ksoftirqd/169]: count 224, average 2707, total 606517

@q2[openssl]: count 1541, average 644, total 992570
@q2[ksoftirqd/169]: count 323, average 689, total 222687


@q4[openssl]: count 40266, average 955, total 38456217
@q4[ksoftirqd/169]: count 3723, average 967, total 3602437

@q5[ksoftirqd/169]: count 28686, average 435, total 12479476
@q5[openssl]: count 315499, average 876, total 276387707

@uc: count 2361, average 6519, total 15392675

@q1[openssl]: count 1159, average 2640, total 3060225
@q1[ksoftirqd/169]: count 219, average 2657, total 582072
@q1[kworker/169:0]: count 1, average 37821, total 37821

@q2[openssl]: count 1606, average 646, total 1037988
@q2[ksoftirqd/169]: count 314, average 670, total 210605
@q2[kworker/169:0]: count 1, average 35477, total 35477


@q4[openssl]: count 40279, average 955, total 38495019
@q4[ksoftirqd/169]: count 3461, average 960, total 3324473
@q4[kworker/169:0]: count 1, average 23825, total 23825

@q5[ksoftirqd/169]: count 26684, average 434, total 11584703
@q5[openssl]: count 315584, average 434, total 137190711
@q5[kworker/169:0]: count 2, average 10559, total 21119

@uc: count 3041, average 7677, total 23346415

@q1[openssl]: count 1143, average 2621, total 2996612
@q1[ksoftirqd/169]: count 195, average 2712, total 528864

@q2[openssl]: count 1566, average 627, total 983214
@q2[ksoftirqd/169]: count 295, average 724, total 213690


@q4[openssl]: count 40839, average 954, total 38999057
@q4[ksoftirqd/169]: count 3392, average 958, total 3252164

@q5[ksoftirqd/169]: count 26143, average 434, total 11371816
@q5[openssl]: count 320174, average 434, total 139106744

@uc: count 3104, average 8054, total 25002287

@q1[openssl]: count 1157, average 2622, total 3034562
@q1[ksoftirqd/169]: count 216, average 2736, total 591080

@q2[openssl]: count 1594, average 626, total 998662
@q2[ksoftirqd/169]: count 302, average 777, total 234779


@q4[openssl]: count 40462, average 956, total 38712427
@q4[ksoftirqd/169]: count 3217, average 963, total 3099318

@q5[openssl]: count 317021, average 434, total 137798300
@q5[ksoftirqd/169]: count 24756, average 435, total 10785102

@uc: count 3543, average 7565, total 26804518

@q1[openssl]: count 1185, average 2694, total 3193148
@q1[ksoftirqd/169]: count 190, average 2924, total 555570

@q2[openssl]: count 1637, average 629, total 1030489
@q2[ksoftirqd/169]: count 294, average 787, total 231464


@q4[openssl]: count 40279, average 954, total 38449005
@q4[ksoftirqd/169]: count 4017, average 1014, total 4075665

@q5[ksoftirqd/169]: count 31156, average 434, total 13542220
@q5[openssl]: count 315639, average 434, total 137225179

@uc: count 2507, average 5462, total 13693679

@q1[openssl]: count 1165, average 2695, total 3139967
@q1[ksoftirqd/169]: count 197, average 2767, total 545273

@q2[openssl]: count 1540, average 628, total 968283
@q2[ksoftirqd/169]: count 297, average 787, total 233842


@q4[openssl]: count 40510, average 955, total 38692733
@q4[ksoftirqd/169]: count 3599, average 983, total 3541025
@q4[kworker/169:0]: count 40, average 1806, total 72249

@q5[ksoftirqd/169]: count 27839, average 434, total 12105566
@q5[openssl]: count 317633, average 434, total 138040229
@q5[kworker/169:0]: count 319, average 487, total 155670

@uc: count 2831, average 5243, total 14843290

@q1[openssl]: count 991, average 2555, total 2532298
@q1[ksoftirqd/169]: count 188, average 2813, total 528888

@q2[openssl]: count 1492, average 628, total 936988
@q2[ksoftirqd/169]: count 311, average 768, total 238993


@q4[openssl]: count 40988, average 959, total 39309341
@q4[ksoftirqd/169]: count 3868, average 989, total 3827979

@q5[ksoftirqd/169]: count 29908, average 433, total 12974925
@q5[openssl]: count 321605, average 434, total 139727979

@uc: count 2035, average 7178, total 14608588

@q1[openssl]: count 1036, average 2559, total 2652006
@q1[ksoftirqd/169]: count 182, average 2691, total 489826

@q2[openssl]: count 1535, average 629, total 965695
@q2[ksoftirqd/169]: count 300, average 768, total 230517


@q4[openssl]: count 41412, average 954, total 39529689
@q4[ksoftirqd/169]: count 3388, average 956, total 3240341

@q5[ksoftirqd/169]: count 26137, average 434, total 11355856
@q5[openssl]: count 324844, average 434, total 141180144

@uc: count 2776, average 6044, total 16778726

@q1[ksoftirqd/169]: count 199, average 2644, total 526227
@q1[openssl]: count 1101, average 2668, total 2938455

@q2[openssl]: count 1525, average 631, total 962564
@q2[ksoftirqd/169]: count 315, average 777, total 244802


@q4[openssl]: count 40612, average 955, total 38804531
@q4[ksoftirqd/169]: count 3949, average 994, total 3929153

@q5[openssl]: count 318511, average 434, total 138413878
@q5[ksoftirqd/169]: count 30603, average 435, total 13323182

@uc: count 2494, average 5498, total 13713716

@q1[openssl]: count 1168, average 2638, total 3081407
@q1[ksoftirqd/169]: count 181, average 2862, total 518029

@q2[openssl]: count 1578, average 629, total 993355
@q2[ksoftirqd/169]: count 274, average 794, total 217641


@q4[openssl]: count 40601, average 953, total 38724338
@q4[ksoftirqd/169]: count 3760, average 1007, total 3789072

@q5[ksoftirqd/169]: count 29151, average 433, total 12647283
@q5[openssl]: count 318217, average 434, total 138240157

@uc: count 1976, average 7032, total 13897011

@q1[openssl]: count 1210, average 2683, total 3246766
@q1[ksoftirqd/169]: count 194, average 2700, total 523965

@q2[openssl]: count 1576, average 630, total 993334
@q2[ksoftirqd/169]: count 295, average 785, total 231614


@q4[openssl]: count 40771, average 953, total 38888371
@q4[ksoftirqd/169]: count 3463, average 986, total 3417628

@q5[ksoftirqd/169]: count 26668, average 434, total 11590577
@q5[openssl]: count 319580, average 434, total 138867261

@uc: count 2045, average 6569, total 13434304

@q1[openssl]: count 1186, average 2675, total 3173567
@q1[ksoftirqd/169]: count 187, average 2693, total 503650
@q1[kworker/169:0]: count 1, average 37320, total 37320

@q2[openssl]: count 1573, average 629, total 990323
@q2[ksoftirqd/169]: count 306, average 761, total 233059
@q2[kworker/169:0]: count 3, average 13007, total 39023


@q4[openssl]: count 40718, average 956, total 38942721
@q4[ksoftirqd/169]: count 3583, average 979, total 3508060
@q4[kworker/169:0]: count 53, average 1392, total 73811

@q5[ksoftirqd/169]: count 27626, average 434, total 12002880
@q5[openssl]: count 319192, average 434, total 138762681
@q5[kworker/169:0]: count 416, average 475, total 198011

@uc: count 2538, average 6739, total 17104970

@q1[openssl]: count 1136, average 2688, total 3053723
@q1[ksoftirqd/169]: count 195, average 2742, total 534757

@q2[openssl]: count 1613, average 631, total 1018989
@q2[ksoftirqd/169]: count 302, average 789, total 238523


@q4[openssl]: count 40621, average 953, total 38740764
@q4[ksoftirqd/169]: count 3933, average 996, total 3920292

@q5[ksoftirqd/169]: count 30369, average 433, total 13174503
@q5[openssl]: count 318443, average 434, total 138284591

@uc: count 2310, average 6006, total 13875404

@q1[openssl]: count 995, average 2607, total 2594605
@q1[ksoftirqd/169]: count 202, average 2617, total 528796

@q2[openssl]: count 1496, average 651, total 974447
@q2[ksoftirqd/169]: count 329, average 677, total 222739


@q4[openssl]: count 40723, average 957, total 38973464
@q4[ksoftirqd/169]: count 4104, average 993, total 4078402

@q5[ksoftirqd/169]: count 31831, average 434, total 13822289
@q5[openssl]: count 319444, average 434, total 138776952

@uc: count 2482, average 8275, total 20539050

@q1[ksoftirqd/169]: count 189, average 2601, total 491660
@q1[openssl]: count 993, average 2618, total 2599859

@q2[openssl]: count 1495, average 632, total 946006
@q2[ksoftirqd/169]: count 315, average 771, total 242888


@q4[openssl]: count 40707, average 955, total 38894567
@q4[ksoftirqd/169]: count 4058, average 991, total 4024053

@q5[openssl]: count 319402, average 434, total 138916278
@q5[ksoftirqd/169]: count 31456, average 435, total 13690027

@uc: count 2708, average 12292, total 33287171

@q1[openssl]: count 1175, average 2644, total 3107460
@q1[ksoftirqd/169]: count 195, average 2839, total 553798

@q2[openssl]: count 1577, average 634, total 1000068
@q2[ksoftirqd/169]: count 293, average 769, total 225438


@q4[openssl]: count 40803, average 955, total 38978217
@q4[ksoftirqd/169]: count 3431, average 971, total 3333254

@q5[openssl]: count 319844, average 434, total 139041619
@q5[ksoftirqd/169]: count 26417, average 435, total 11494639

@uc: count 2895, average 5612, total 16248131

@q1[ksoftirqd/169]: count 200, average 2622, total 524509
@q1[openssl]: count 1072, average 2656, total 2847833

@q2[openssl]: count 1535, average 651, total 999622
@q2[ksoftirqd/169]: count 307, average 691, total 212353


@q4[openssl]: count 40814, average 953, total 38924898
@q4[ksoftirqd/169]: count 3794, average 992, total 3765675

@q5[openssl]: count 320081, average 434, total 139127640
@q5[ksoftirqd/169]: count 29262, average 827, total 24228611

@uc: count 2157, average 6443, total 13898832

@q1[openssl]: count 1018, average 2641, total 2689121
@q1[ksoftirqd/169]: count 183, average 2679, total 490392

@q2[openssl]: count 1512, average 632, total 956313
@q2[ksoftirqd/169]: count 292, average 792, total 231499
@q2[kworker/169:0]: count 1, average 37249, total 37249


@q4[openssl]: count 41314, average 955, total 39457605
@q4[ksoftirqd/169]: count 3401, average 961, total 3271094
@q4[kworker/169:0]: count 53, average 1367, total 72481

@q5[ksoftirqd/169]: count 26259, average 433, total 11391120
@q5[openssl]: count 324191, average 434, total 140841567
@q5[kworker/169:0]: count 421, average 477, total 200863

@uc: count 2160, average 6422, total 13872711

@q1[ksoftirqd/169]: count 187, average 2615, total 489067
@q1[openssl]: count 1105, average 2690, total 2972496
@q1[kworker/169:0]: count 4, average 11737, total 46948

@q2[openssl]: count 1587, average 631, total 1002881
@q2[ksoftirqd/169]: count 305, average 774, total 236233
@q2[kworker/169:0]: count 5, average 7311, total 36557


@q4[openssl]: count 40623, average 956, total 38870671
@q4[ksoftirqd/169]: count 3964, average 1006, total 3991481
@q4[kworker/169:0]: count 23, average 2128, total 48954

@q5[ksoftirqd/169]: count 30652, average 434, total 13308621
@q5[openssl]: count 318530, average 434, total 138457552
@q5[kworker/169:0]: count 173, average 595, total 102951

@uc: count 2613, average 5481, total 14322419

@q1[openssl]: count 1072, average 2650, total 2841364
@q1[ksoftirqd/169]: count 199, average 2691, total 535552

@q2[openssl]: count 1542, average 636, total 982087
@q2[ksoftirqd/169]: count 312, average 769, total 240100


@q4[openssl]: count 40839, average 956, total 39058771
@q4[ksoftirqd/169]: count 3615, average 970, total 3508421
@q4[kworker/169:0]: count 12, average 3403, total 40846

@q5[openssl]: count 320287, average 434, total 139169065
@q5[ksoftirqd/169]: count 27816, average 435, total 12109174
@q5[kworker/169:0]: count 204, average 563, total 114864

@uc: count 2491, average 6272, total 15624518

@q1[openssl]: count 1158, average 2609, total 3021313
@q1[ksoftirqd/169]: count 233, average 2711, total 631839
@q1[kworker/169:0]: count 1, average 31900, total 31900

@q2[openssl]: count 1599, average 626, total 1002069
@q2[ksoftirqd/169]: count 316, average 665, total 210331
@q2[kworker/169:0]: count 4, average 10078, total 40315


@q4[openssl]: count 40163, average 955, total 38369745
@q4[ksoftirqd/169]: count 3493, average 978, total 3416806
@q4[kworker/169:0]: count 76, average 1188, total 90311

@q5[ksoftirqd/169]: count 26865, average 434, total 11664427
@q5[openssl]: count 314582, average 434, total 136750072
@q5[kworker/169:0]: count 535, average 455, total 243855

@uc: count 2930, average 5055, total 14811290

@q1[ksoftirqd/169]: count 206, average 2583, total 532293
@q1[openssl]: count 1078, average 2638, total 2844127
@q1[kworker/169:0]: count 1, average 28063, total 28063

@q2[openssl]: count 1530, average 631, total 966171
@q2[ksoftirqd/169]: count 317, average 764, total 242391
@q2[kworker/169:0]: count 1, average 32110, total 32110


@q4[openssl]: count 40354, average 960, total 38740694
@q4[ksoftirqd/169]: count 3855, average 989, total 3814142
@q4[kworker/169:0]: count 45, average 1274, total 57359

@q5[ksoftirqd/169]: count 29731, average 434, total 12917896
@q5[openssl]: count 316424, average 435, total 137681289
@q5[kworker/169:0]: count 354, average 472, total 167180

@uc: count 2054, average 6224, total 12785507

@q1[openssl]: count 1182, average 2655, total 3139147
@q1[ksoftirqd/169]: count 193, average 2685, total 518334

@q2[openssl]: count 1605, average 645, total 1036724
@q2[ksoftirqd/169]: count 283, average 677, total 191861


@q4[openssl]: count 40679, average 956, total 38916740
@q4[ksoftirqd/169]: count 3274, average 968, total 3170226

@q5[openssl]: count 318709, average 434, total 138537111
@q5[ksoftirqd/169]: count 25263, average 435, total 10997144

@uc: count 2038, average 5874, total 11973216

@q1[openssl]: count 1142, average 2639, total 3014490
@q1[ksoftirqd/169]: count 212, average 2657, total 563428

@q2[openssl]: count 1559, average 630, total 982493
@q2[ksoftirqd/169]: count 307, average 777, total 238769


@q4[openssl]: count 40284, average 957, total 38586043
@q4[ksoftirqd/169]: count 3783, average 986, total 3731669

@q5[ksoftirqd/169]: count 29269, average 434, total 12718717
@q5[openssl]: count 315734, average 434, total 137333155

@uc: count 2900, average 6050, total 17547272

@q1[openssl]: count 1115, average 2577, total 2874286
@q1[ksoftirqd/169]: count 214, average 2853, total 610577

@q2[openssl]: count 1563, average 628, total 982761
@q2[ksoftirqd/169]: count 300, average 768, total 230505


@q4[openssl]: count 40670, average 955, total 38845754
@q4[ksoftirqd/169]: count 3273, average 968, total 3169540

@q5[ksoftirqd/169]: count 25199, average 434, total 10948350
@q5[openssl]: count 318791, average 434, total 138520361

@uc: count 2226, average 8851, total 19704134

@q1[openssl]: count 1069, average 2625, total 2806878
@q1[ksoftirqd/169]: count 191, average 2751, total 525583

@q2[openssl]: count 1586, average 630, total 1000062
@q2[ksoftirqd/169]: count 318, average 764, total 243214


@q4[openssl]: count 40885, average 955, total 39069224
@q4[ksoftirqd/169]: count 3836, average 982, total 3767371

@q5[openssl]: count 320591, average 434, total 139431740
@q5[ksoftirqd/169]: count 29681, average 435, total 12917737

@uc: count 3770, average 9831, total 37064634

@q1[openssl]: count 1147, average 2637, total 3025598
@q1[ksoftirqd/169]: count 200, average 2787, total 557434
@q1[kworker/169:0]: count 2, average 20779, total 41559

@q2[openssl]: count 1548, average 632, total 978801
@q2[ksoftirqd/169]: count 304, average 765, total 232731
@q2[kworker/169:0]: count 2, average 18659, total 37319


@q4[ksoftirqd/169]: count 7588, average 488, total 3705439
@q4[openssl]: count 40328, average 956, total 38591490
@q4[kworker/169:0]: count 44, average 1441, total 63434

@q5[ksoftirqd/169]: count 28851, average 434, total 12543915
@q5[openssl]: count 316105, average 438, total 138570150
@q5[kworker/169:0]: count 346, average 494, total 171193

@uc: count 2310, average 5814, total 13431600

@q1[openssl]: count 1220, average 2663, total 3249263
@q1[ksoftirqd/169]: count 186, average 2818, total 524246

@q2[openssl]: count 1602, average 627, total 1006040
@q2[ksoftirqd/169]: count 287, average 775, total 222666
@q2[kworker/169:0]: count 2, average 17964, total 35928


@q4[openssl]: count 40536, average 955, total 38742799
@q4[ksoftirqd/169]: count 3482, average 987, total 3438920
@q4[kworker/169:0]: count 50, average 1310, total 65549

@q5[ksoftirqd/169]: count 26872, average 435, total 11706762
@q5[openssl]: count 317557, average 437, total 139007896
@q5[kworker/169:0]: count 394, average 479, total 188989

@uc: count 2427, average 6754, total 16393950

@q1[ksoftirqd/169]: count 202, average 2559, total 517039
@q1[openssl]: count 1112, average 2654, total 2951736

@q2[openssl]: count 1533, average 628, total 963545
@q2[ksoftirqd/169]: count 317, average 754, total 239252


@q4[openssl]: count 40653, average 956, total 38904803
@q4[ksoftirqd/169]: count 3550, average 967, total 3436296

@q5[ksoftirqd/169]: count 27318, average 434, total 11881788
@q5[openssl]: count 318778, average 443, total 141486622

@uc: count 2311, average 5982, total 13825854

@q1[openssl]: count 1227, average 2655, total 3258639
@q1[ksoftirqd/169]: count 190, average 2668, total 506991
@q1[kworker/169:0]: count 3, average 14557, total 43672

@q2[openssl]: count 1604, average 631, total 1013705
@q2[ksoftirqd/169]: count 278, average 786, total 218620
@q2[kworker/169:0]: count 5, average 7692, total 38463


@q4[openssl]: count 40486, average 955, total 38698785
