Attaching 12 probes...
Tracing latency of network stack funtions. Hit Ctrl-C to end.
@q1[openssl]: count 207, average 1380, total 285674
@q4[openssl]: count 13852, average 939, total 13009888
@q4[ksoftirqd/169]: count 154, average 944, total 145383
@q4[kworker/169:0]: count 25, average 1233, total 30828
@q4[kworker/169:1]: count 1, average 5821, total 5821

@q5[openssl]: count 100967, average 439, total 44325587
@q5[ksoftirqd/169]: count 1022, average 443, total 453513
@q5[kworker/169:0]: count 46, average 719, total 33091
@q5[kworker/169:1]: count 2, average 3086, total 6172

@uc: count 2770, average 6369, total 17644114

@q1[openssl]: count 364, average 1275, total 464231
@q1[ksoftirqd/169]: count 16, average 1755, total 28084
@q1[kworker/169:0]: count 1, average 24296, total 24296

@q2[openssl]: count 1623, average 631, total 1024141
@q2[ksoftirqd/169]: count 66, average 742, total 49012
@q2[kworker/169:0]: count 1, average 27711, total 27711


@q4[ksoftirqd/169]: count 130, average 951, total 123682
@q4[openssl]: count 13336, average 953, total 12713244
@q4[kworker/169:0]: count 1, average 14006, total 14006

@q5[openssl]: count 101174, average 438, total 44354272
@q5[ksoftirqd/169]: count 865, average 449, total 388738
@q5[kworker/169:0]: count 1, average 13005, total 13005

@uc: count 2186, average 7008, total 15321442

@q1[openssl]: count 358, average 1242, total 444956
@q1[ksoftirqd/169]: count 21, average 1498, total 31458
@q1[kworker/169:0]: count 1, average 22422, total 22422

@q2[openssl]: count 1622, average 632, total 1025247
@q2[ksoftirqd/169]: count 73, average 774, total 56549
@q2[kworker/169:0]: count 2, average 12729, total 25458


@q4[openssl]: count 13338, average 954, total 12736989
@q4[ksoftirqd/169]: count 130, average 1035, total 134606
@q4[kworker/169:0]: count 3, average 5196, total 15590

@q5[openssl]: count 101149, average 438, total 44319251
@q5[ksoftirqd/169]: count 823, average 449, total 370208
@q5[kworker/169:0]: count 13, average 1193, total 15519

@uc: count 2068, average 6256, total 12938856

@q1[openssl]: count 364, average 1245, total 453190
@q1[ksoftirqd/169]: count 13, average 2348, total 30536
@q1[kworker/169:0]: count 3, average 5463, total 16390

@q2[openssl]: count 1629, average 632, total 1029735
@q2[ksoftirqd/169]: count 56, average 766, total 42924
@q2[kworker/169:0]: count 3, average 6575, total 19727


@q4[openssl]: count 13341, average 954, total 12737337
@q4[ksoftirqd/169]: count 131, average 1016, total 133224
@q4[kworker/169:0]: count 4, average 3431, total 13724

@q5[openssl]: count 101144, average 438, total 44343183
@q5[ksoftirqd/169]: count 908, average 444, total 403668
@q5[kworker/169:0]: count 12, average 1280, total 15369

@uc: count 2447, average 7160, total 17522647

@q1[openssl]: count 359, average 1241, total 445682
@q1[ksoftirqd/169]: count 15, average 1773, total 26609
@q1[kworker/169:0]: count 2, average 7509, total 15019

@q2[openssl]: count 1622, average 633, total 1028094
@q2[ksoftirqd/169]: count 63, average 756, total 47664
@q2[kworker/169:0]: count 2, average 9087, total 18174


@q4[openssl]: count 13340, average 954, total 12727711
@q4[ksoftirqd/169]: count 122, average 1002, total 122283
@q4[kworker/169:0]: count 3, average 4869, total 14608

@q5[openssl]: count 101222, average 438, total 44373973
@q5[ksoftirqd/169]: count 814, average 449, total 365489
@q5[kworker/169:0]: count 11, average 1065, total 11721

@uc: count 2054, average 6425, total 13198175

@q1[openssl]: count 4632, average 1197, total 5546624
@q1[ksoftirqd/169]: count 46, average 1375, total 63280
@q1[kworker/169:1]: count 30, average 1431, total 42939
@q1[kworker/169:0]: count 46, average 1484, total 68268

@q2[openssl]: count 5826, average 526, total 3068504
@q2[kworker/169:1]: count 30, average 661, total 19850
@q2[ksoftirqd/169]: count 95, average 672, total 63905
@q2[kworker/169:0]: count 46, average 781, total 35927


@q4[kworker/169:1]: count 30, average 822, total 24673
@q4[kworker/169:0]: count 46, average 860, total 39597
@q4[openssl]: count 16977, average 876, total 14882862
@q4[ksoftirqd/169]: count 176, average 901, total 158580

@q5[openssl]: count 100900, average 439, total 44371186
@q5[ksoftirqd/169]: count 1035, average 443, total 459466
@q5[kworker/169:0]: count 52, average 568, total 29554
@q5[kworker/169:1]: count 35, average 607, total 21249

@uc: count 6538, average 3077, total 20123616

@q1[openssl]: count 357, average 1277, total 455923
@q1[ksoftirqd/169]: count 21, average 1609, total 33800

@q2[openssl]: count 1603, average 637, total 1022207
@q2[ksoftirqd/169]: count 79, average 727, total 57503


@q4[openssl]: count 13293, average 954, total 12687143
@q4[ksoftirqd/169]: count 162, average 955, total 154760

@q5[openssl]: count 100938, average 438, total 44282811
@q5[ksoftirqd/169]: count 1080, average 443, total 479455

@uc: count 2157, average 7027, total 15157417

@q1[openssl]: count 2212, average 1190, total 2634340
@q1[kworker/169:1]: count 46, average 1288, total 59290
@q1[ksoftirqd/169]: count 28, average 1633, total 45733
@q1[kworker/169:0]: count 1, average 41297, total 41297

@q2[openssl]: count 3452, average 555, total 1918608
@q2[kworker/169:1]: count 47, average 606, total 28493
@q2[ksoftirqd/169]: count 68, average 719, total 48903
@q2[kworker/169:0]: count 2, average 16190, total 32380


@q4[kworker/169:1]: count 56, average 869, total 48700
@q4[openssl]: count 14926, average 917, total 13690826
@q4[ksoftirqd/169]: count 128, average 952, total 121886
@q4[kworker/169:0]: count 3, average 6659, total 19978

@q5[openssl]: count 101130, average 439, total 44398871
@q5[ksoftirqd/169]: count 784, average 449, total 352030
@q5[kworker/169:1]: count 126, average 533, total 67205
@q5[kworker/169:0]: count 17, average 1344, total 22853

@uc: count 5131, average 10478, total 53765165

@q1[openssl]: count 351, average 1200, total 421434
@q1[ksoftirqd/169]: count 23, average 1471, total 33834

@q2[openssl]: count 1602, average 620, total 994256
@q2[ksoftirqd/169]: count 76, average 772, total 58675
@q2[kworker/169:1]: count 1, average 34795, total 34795


@q4[openssl]: count 13300, average 952, total 12664736
@q4[ksoftirqd/169]: count 156, average 953, total 148786
@q4[kworker/169:1]: count 11, average 2407, total 26478

@q5[openssl]: count 100958, average 438, total 44314222
@q5[ksoftirqd/169]: count 1021, average 444, total 453359
@q5[kworker/169:1]: count 83, average 596, total 49544

@uc: count 2130, average 5940, total 12652361

@q1[openssl]: count 353, average 1268, total 447674
@q1[ksoftirqd/169]: count 16, average 1888, total 30216
@q1[kworker/169:1]: count 1, average 25538, total 25538

@q2[openssl]: count 1610, average 626, total 1009353
@q2[ksoftirqd/169]: count 71, average 730, total 51871
@q2[kworker/169:1]: count 1, average 29826, total 29826


@q4[openssl]: count 13327, average 953, total 12701201
@q4[ksoftirqd/169]: count 133, average 980, total 130353
@q4[kworker/169:1]: count 1, average 14307, total 14307

@q5[openssl]: count 101119, average 438, total 44336476
@q5[ksoftirqd/169]: count 879, average 444, total 390587
@q5[kworker/169:1]: count 2, average 5525, total 11051

@uc: count 2089, average 7084, total 14800208

@q1[openssl]: count 359, average 1254, total 450524
@q1[ksoftirqd/169]: count 16, average 1852, total 29646
@q1[kworker/169:0]: count 3, average 10162, total 30488

@q2[openssl]: count 1617, average 633, total 1024098
@q2[ksoftirqd/169]: count 69, average 761, total 52515
@q2[kworker/169:0]: count 4, average 6665, total 26660


@q4[openssl]: count 13314, average 952, total 12684958
@q4[ksoftirqd/169]: count 147, average 990, total 145614
@q4[kworker/169:0]: count 5, average 3586, total 17934

@q5[openssl]: count 101016, average 437, total 44239946
@q5[ksoftirqd/169]: count 1004, average 448, total 450086
@q5[kworker/169:0]: count 24, average 921, total 22122

@uc: count 2107, average 5938, total 12512217

@q1[openssl]: count 356, average 1241, total 442084
@q1[ksoftirqd/169]: count 17, average 1778, total 30227
@q1[kworker/169:0]: count 3, average 7577, total 22732

@q2[openssl]: count 1621, average 637, total 1033449
@q2[ksoftirqd/169]: count 55, average 828, total 45574
@q2[kworker/169:0]: count 4, average 6790, total 27161


@q4[openssl]: count 13335, average 954, total 12725115
@q4[ksoftirqd/169]: count 126, average 965, total 121657
@q4[kworker/169:0]: count 5, average 3502, total 17512

@q5[openssl]: count 101199, average 438, total 44376064
@q5[ksoftirqd/169]: count 852, average 444, total 378821
@q5[kworker/169:0]: count 15, average 1165, total 17484

@uc: count 2497, average 7188, total 17948843

@q1[openssl]: count 357, average 1301, total 464693
@q1[ksoftirqd/169]: count 18, average 1922, total 34613

@q2[openssl]: count 1621, average 636, total 1031862
@q2[ksoftirqd/169]: count 63, average 761, total 48003


@q4[openssl]: count 13319, average 952, total 12686472
@q4[ksoftirqd/169]: count 141, average 960, total 135419

@q5[openssl]: count 101104, average 438, total 44376676
@q5[ksoftirqd/169]: count 949, average 446, total 424048

@uc: count 2068, average 6215, total 12854035

@q1[openssl]: count 356, average 1269, total 452107
@q1[ksoftirqd/169]: count 14, average 1717, total 24044
@q1[kworker/169:1]: count 1, average 15640, total 15640

@q2[openssl]: count 1621, average 644, total 1044823
@q2[ksoftirqd/169]: count 58, average 756, total 43856
@q2[kworker/169:1]: count 1, average 25518, total 25518


@q4[openssl]: count 13328, average 954, total 12724469
@q4[ksoftirqd/169]: count 131, average 961, total 125995
@q4[kworker/169:1]: count 1, average 13345, total 13345

@q5[openssl]: count 101135, average 438, total 44376048
@q5[ksoftirqd/169]: count 896, average 444, total 398529
@q5[kworker/169:1]: count 2, average 6277, total 12554

@uc: count 2081, average 6176, total 12852469

@q1[openssl]: count 13941, average 1186, total 16543726
@q1[ksoftirqd/169]: count 101, average 1251, total 126404
@q1[kworker/169:0]: count 268, average 1259, total 337619
@q1[kworker/169:1]: count 25, average 1508, total 37702

@q2[openssl]: count 14992, average 493, total 7402658
@q2[kworker/169:0]: count 267, average 534, total 142727
@q2[ksoftirqd/169]: count 140, average 602, total 84322
@q2[kworker/169:1]: count 25, average 803, total 20080


@q4[kworker/169:0]: count 268, average 690, total 184921
@q4[openssl]: count 24995, average 790, total 19758640
@q4[kworker/169:1]: count 25, average 816, total 20401
@q4[ksoftirqd/169]: count 221, average 848, total 187553

@q5[openssl]: count 100704, average 440, total 44402642
@q5[ksoftirqd/169]: count 1019, average 447, total 455837
@q5[kworker/169:0]: count 287, average 475, total 136450
@q5[kworker/169:1]: count 29, average 619, total 17974

@uc: count 16259, average 2004, total 32597730

@q1[openssl]: count 363, average 1291, total 468715
@q1[ksoftirqd/169]: count 12, average 2321, total 27852

@q2[openssl]: count 1619, average 640, total 1036215
@q2[ksoftirqd/169]: count 58, average 774, total 44937


@q4[openssl]: count 13303, average 956, total 12720402
@q4[ksoftirqd/169]: count 146, average 974, total 142273

@q5[openssl]: count 100993, average 439, total 44365685
@q5[ksoftirqd/169]: count 1035, average 445, total 461121

@uc: count 2476, average 7031, total 17409538

@q1[openssl]: count 358, average 1270, total 454987
@q1[ksoftirqd/169]: count 16, average 1630, total 26086
@q1[kworker/169:0]: count 2, average 5064, total 10129

@q2[openssl]: count 1621, average 639, total 1035843
@q2[ksoftirqd/169]: count 68, average 763, total 51885
@q2[kworker/169:0]: count 3, average 4147, total 12443


@q4[openssl]: count 13321, average 953, total 12704858
@q4[ksoftirqd/169]: count 131, average 964, total 126340
@q4[kworker/169:0]: count 12, average 1521, total 18254

@q5[openssl]: count 101059, average 438, total 44348601
@q5[ksoftirqd/169]: count 874, average 449, total 392746
@q5[kworker/169:0]: count 83, average 551, total 45769

@uc: count 2130, average 6178, total 13159569

@q1[openssl]: count 423, average 1295, total 548037
@q1[ksoftirqd/169]: count 22, average 1566, total 34457
@q1[kworker/169:0]: count 2, average 7163, total 14327

@q2[openssl]: count 1679, average 633, total 1063020
@q2[ksoftirqd/169]: count 77, average 733, total 56458
@q2[kworker/169:0]: count 3, average 3807, total 11421


@q4[openssl]: count 13357, average 954, total 12744708
@q4[ksoftirqd/169]: count 161, average 1009, total 162521
@q4[kworker/169:0]: count 12, average 1456, total 17482

@q5[openssl]: count 100950, average 439, total 44328526
@q5[ksoftirqd/169]: count 1065, average 445, total 474240
@q5[kworker/169:0]: count 80, average 503, total 40271

@uc: count 2342, average 9446, total 22124196

@q1[openssl]: count 361, average 1233, total 445277
@q1[ksoftirqd/169]: count 13, average 3625, total 47128

@q2[openssl]: count 1622, average 637, total 1033652
@q2[ksoftirqd/169]: count 59, average 763, total 45037


@q4[openssl]: count 13317, average 953, total 12696049
@q4[ksoftirqd/169]: count 134, average 1004, total 134540

@q5[openssl]: count 101095, average 438, total 44374142
@q5[ksoftirqd/169]: count 934, average 443, total 413987

@uc: count 2385, average 13952, total 33275842

@q1[openssl]: count 356, average 1268, total 451583
@q1[ksoftirqd/169]: count 22, average 2829, total 62239

@q2[openssl]: count 1600, average 645, total 1033290
@q2[ksoftirqd/169]: count 68, average 789, total 53701


@q4[openssl]: count 13251, average 954, total 12646833
@q4[ksoftirqd/169]: count 193, average 968, total 186987

@q5[openssl]: count 100685, average 439, total 44223339
@q5[ksoftirqd/169]: count 1334, average 442, total 590431

@uc: count 2717, average 9529, total 25892329

@q1[openssl]: count 357, average 1324, total 472997
@q1[ksoftirqd/169]: count 16, average 1712, total 27403
@q1[kworker/169:0]: count 1, average 31909, total 31909

@q2[openssl]: count 1617, average 637, total 1030108
@q2[ksoftirqd/169]: count 63, average 767, total 48343
@q2[kworker/169:0]: count 1, average 31218, total 31218


@q4[openssl]: count 13310, average 955, total 12718291
@q4[ksoftirqd/169]: count 143, average 969, total 138653
@q4[kworker/169:0]: count 1, average 15329, total 15329

@q5[openssl]: count 101067, average 438, total 44335499
@q5[ksoftirqd/169]: count 991, average 443, total 439930
@q5[kworker/169:0]: count 2, average 7143, total 14287

@uc: count 2088, average 6302, total 13158764

@q1[openssl]: count 351, average 1273, total 446856
@q1[ksoftirqd/169]: count 16, average 1711, total 27388
@q1[kworker/169:0]: count 1, average 30327, total 30327

@q2[openssl]: count 1616, average 635, total 1027030
@q2[ksoftirqd/169]: count 59, average 832, total 49090
@q2[kworker/169:0]: count 1, average 31069, total 31069


@q4[openssl]: count 13307, average 953, total 12692812
@q4[ksoftirqd/169]: count 133, average 964, total 128217
@q4[kworker/169:0]: count 1, average 16301, total 16301

@q5[openssl]: count 101106, average 438, total 44366340
@q5[ksoftirqd/169]: count 906, average 445, total 403725
@q5[kworker/169:0]: count 2, average 6152, total 12304

@uc: count 2150, average 6740, total 14492537

@q1[openssl]: count 365, average 1294, total 472326
@q1[ksoftirqd/169]: count 10, average 2541, total 25419

@q2[openssl]: count 1614, average 633, total 1022649
@q2[ksoftirqd/169]: count 60, average 770, total 46223
@q2[kworker/169:0]: count 1, average 33062, total 33062


@q4[openssl]: count 13293, average 953, total 12678560
@q4[ksoftirqd/169]: count 146, average 979, total 143052
@q4[kworker/169:0]: count 11, average 2462, total 27082

@q5[openssl]: count 100881, average 438, total 44209953
@q5[ksoftirqd/169]: count 1040, average 447, total 465682
@q5[kworker/169:0]: count 84, average 585, total 49190

@uc: count 2092, average 6925, total 14488868

@q1[openssl]: count 370, average 1311, total 485206
@q1[ksoftirqd/169]: count 12, average 1795, total 21549

@q2[openssl]: count 1625, average 635, total 1033032
@q2[ksoftirqd/169]: count 61, average 795, total 48503


@q4[openssl]: count 13316, average 956, total 12738868
@q4[ksoftirqd/169]: count 151, average 973, total 146953

@q5[ksoftirqd/169]: count 1074, average 443, total 476348
@q5[openssl]: count 100988, average 445, total 44995603

@uc: count 2478, average 7143, total 17702816

@q1[openssl]: count 344, average 1284, total 441937
@q1[ksoftirqd/169]: count 26, average 1594, total 41453
@q1[kworker/169:0]: count 1, average 21821, total 21821

@q2[openssl]: count 1597, average 636, total 1017245
@q2[ksoftirqd/169]: count 90, average 710, total 63961
@q2[kworker/169:0]: count 1, average 27602, total 27602


@q4[openssl]: count 13284, average 959, total 12750138
@q4[ksoftirqd/169]: count 180, average 1002, total 180380
@q4[kworker/169:0]: count 1, average 13135, total 13135

@q5[openssl]: count 100883, average 439, total 44307867
@q5[ksoftirqd/169]: count 1178, average 446, total 525972
@q5[kworker/169:0]: count 1, average 12273, total 12273

@uc: count 2108, average 5972, total 12590150

@q1[openssl]: count 366, average 1262, total 462123
@q1[ksoftirqd/169]: count 13, average 1680, total 21841
@q1[kworker/169:1]: count 4, average 6735, total 26940

@q2[openssl]: count 1624, average 617, total 1003336
@q2[ksoftirqd/169]: count 62, average 1168, total 72442
@q2[kworker/169:1]: count 6, average 5293, total 31760


@q4[openssl]: count 13290, average 962, total 12788493
@q4[ksoftirqd/169]: count 153, average 992, total 151890
@q4[kworker/169:1]: count 25, average 1450, total 36270

@q5[openssl]: count 100812, average 438, total 44215899
@q5[ksoftirqd/169]: count 1071, average 446, total 477903
@q5[kworker/169:1]: count 165, average 501, total 82762

@uc: count 2101, average 6850, total 14393295

@q1[openssl]: count 357, average 1212, total 433019
@q1[ksoftirqd/169]: count 17, average 2956, total 50264
@q1[kworker/169:1]: count 1, average 19467, total 19467

@q2[openssl]: count 1619, average 643, total 1042242
@q2[ksoftirqd/169]: count 66, average 823, total 54335
@q2[kworker/169:1]: count 2, average 11211, total 22422


@q4[ksoftirqd/169]: count 127, average 949, total 120554
@q4[openssl]: count 13334, average 950, total 12673133
@q4[kworker/169:1]: count 3, average 4959, total 14879

@q5[openssl]: count 101157, average 438, total 44365327
@q5[ksoftirqd/169]: count 839, average 446, total 374776
@q5[kworker/169:1]: count 11, average 1259, total 13855

@uc: count 2058, average 6213, total 12788225

@q1[openssl]: count 353, average 1271, total 448766
@q1[ksoftirqd/169]: count 19, average 1908, total 36268
