,comm,count,pid,time,time (ms),cn,ues,tool,syscall
629,open5gs-amfd,224,39210,13:50:01,0.729565,open5gs,5,sysprocess_recvfrom,recvfrom
630,open5gs-udmd,140,39242,13:50:01,0.688769,open5gs,5,sysprocess_recvfrom,recvfrom
631,open5gs-udrd,163,39236,13:50:01,0.485617,open5gs,5,sysprocess_recvfrom,recvfrom
632,open5gs-ausfd,59,39230,13:50:01,0.249809,open5gs,5,sysprocess_recvfrom,recvfrom
633,open5gs-pcfd,87,39232,13:50:01,0.245746,open5gs,5,sysprocess_recvfrom,recvfrom
634,open5gs-smfd,44,39244,13:50:01,0.243641,open5gs,5,sysprocess_recvfrom,recvfrom
635,open5gs-upfd,15,39226,13:50:01,0.114663,open5gs,5,sysprocess_recvfrom,recvfrom
636,open5gs-nssfd,21,39239,13:50:01,0.112516,open5gs,5,sysprocess_recvfrom,recvfrom
637,open5gs-sgwcd,12,39235,13:50:01,0.106223,open5gs,5,sysprocess_recvfrom,recvfrom
638,open5gs-sgwud,12,39241,13:50:01,0.066095,open5gs,5,sysprocess_recvfrom,recvfrom
639,open5gs-bsfd,22,39237,13:50:01,0.050758,open5gs,5,sysprocess_recvfrom,recvfrom
643,open5gs-pcrfd,1,39243,13:50:01,0.00285,open5gs,5,sysprocess_recvfrom,recvfrom
644,open5gs-scpd,4135,68583,16:06:42,22.770883,open5gs,100,sysprocess_recvfrom,recvfrom
645,open5gs-amfd,1304,68561,16:06:42,12.672766,open5gs,100,sysprocess_recvfrom,recvfrom
646,open5gs-udmd,2099,68572,16:06:42,9.30515,open5gs,100,sysprocess_recvfrom,recvfrom
647,open5gs-udrd,2464,68580,16:06:42,7.109358,open5gs,100,sysprocess_recvfrom,recvfrom
648,open5gs-nrfd,627,68581,16:06:42,4.037588,open5gs,100,sysprocess_recvfrom,recvfrom
649,open5gs-ausfd,750,68563,16:06:42,3.966249,open5gs,100,sysprocess_recvfrom,recvfrom
650,open5gs-pcfd,1109,68582,16:06:42,3.15581,open5gs,100,sysprocess_recvfrom,recvfrom
652,open5gs-smfd,37,68584,16:06:42,0.253013,open5gs,100,sysprocess_recvfrom,recvfrom
653,open5gs-upfd,12,68562,16:06:42,0.141264,open5gs,100,sysprocess_recvfrom,recvfrom
654,open5gs-sgwcd,15,68566,16:06:42,0.098966,open5gs,100,sysprocess_recvfrom,recvfrom
655,open5gs-sgwud,15,68579,16:06:42,0.074559,open5gs,100,sysprocess_recvfrom,recvfrom
656,open5gs-nssfd,21,68565,16:06:42,0.070945,open5gs,100,sysprocess_recvfrom,recvfrom
657,open5gs-bsfd,21,68578,16:06:42,0.062508,open5gs,100,sysprocess_recvfrom,recvfrom
661,open5gs-scpd,2556,58783,15:07:02,13.865337,open5gs,50,sysprocess_recvfrom,recvfrom
662,open5gs-udmd,1354,58804,15:07:02,5.06184,open5gs,50,sysprocess_recvfrom,recvfrom
663,open5gs-udrd,1246,58798,15:07:02,3.353134,open5gs,50,sysprocess_recvfrom,recvfrom
664,open5gs-amfd,919,58770,15:07:02,3.27081,open5gs,50,sysprocess_recvfrom,recvfrom
665,open5gs-pcfd,526,58802,15:07:02,2.922945,open5gs,50,sysprocess_recvfrom,recvfrom
666,open5gs-ausfd,396,58799,15:07:02,2.155482,open5gs,50,sysprocess_recvfrom,recvfrom
667,open5gs-nrfd,119,58782,15:07:02,2.112105,open5gs,50,sysprocess_recvfrom,recvfrom
669,open5gs-smfd,33,58814,15:07:02,0.152634,open5gs,50,sysprocess_recvfrom,recvfrom
670,open5gs-sgwcd,15,58793,15:07:02,0.107264,open5gs,50,sysprocess_recvfrom,recvfrom
671,open5gs-nssfd,21,58803,15:07:02,0.103063,open5gs,50,sysprocess_recvfrom,recvfrom
672,open5gs-bsfd,21,58801,15:07:02,0.095442,open5gs,50,sysprocess_recvfrom,recvfrom
673,open5gs-sgwud,15,58797,15:07:02,0.087532,open5gs,50,sysprocess_recvfrom,recvfrom
674,open5gs-upfd,12,58784,15:07:02,0.079814,open5gs,50,sysprocess_recvfrom,recvfrom
678,open5gs-scpd,920,49013,14:33:34,5.337519,open5gs,10,sysprocess_recvfrom,recvfrom
679,open5gs-nrfd,126,49010,14:33:34,1.730829,open5gs,10,sysprocess_recvfrom,recvfrom
681,open5gs-udmd,261,49004,14:33:34,1.372538,open5gs,10,sysprocess_recvfrom,recvfrom
682,open5gs-amfd,257,48989,14:33:34,1.165067,open5gs,10,sysprocess_recvfrom,recvfrom
